TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
1010_0102_d_02_01_container;SimpleTaskContainer;0;1;3;;;0;0;true;;fishing_village_30021;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_01_container;;;0;;;;;;1010_0102_d_02_01_01;1010_0102_d_02_01_02;1010_0102_d_02_01_03;;
1010_0102_d_02_01_01;TaskAchievement;0;1;1;Lore_unlock_10_CutlassKeys_Title_04_01;;0;0;true;;fishing_village_30021;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_01_01_task;;6993.04 261.37 47.51;0;;;;;;;;;;
1010_0102_d_02_01_02;TaskAchievement;0;1;1;Lore_unlock_10_CutlassKeys_Title_04_02;;0;0;true;;fishing_village_30021;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_01_02_task;;7000.76 246.44 48.20;0;;;;;;;;;;
1010_0102_d_02_01_03;TaskAchievement;0;1;1;Lore_unlock_10_CutlassKeys_Title_04_03;;0;0;true;;fishing_village_30021;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_01_03_task;;7026.90 250.93 47.30;0;;;;;;;;;;
1010_0102_d_02_02_container;SimpleTaskContainer;0;1;2;;;0;0;true;;fishing_village_30021;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_02_container;;;0;;;;;;1010_0102_d_02_02_01;1010_0102_d_02_02_02;;;
1010_0102_d_02_02_01;TaskAchievement;0;1;1;Lore_unlock_10_CutlassKeys_Title_04_04;;0;0;true;;fishing_village_30021;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_02_01_task;;7043.41 280.46 47.35;0;;;;;;;;;;
1010_0102_d_02_02_02;TaskAchievement;0;1;1;Lore_unlock_10_CutlassKeys_Title_04_05;;0;0;true;;fishing_village_30021;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_02_02_task;;7039.80 311.82 53.08;0;;;;;;;;;;
1010_0102_d_02_03_container;SimpleTaskContainer;0;1;2;;;0;0;true;;fishing_village_30021;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_03_container;;;0;;;;;;1010_0102_d_02_03_01;1010_0102_d_02_03_02;;;
1010_0102_d_02_03_01;TaskAchievement;0;1;1;Lore_unlock_10_CutlassKeys_Title_04_06;;0;0;true;;fishing_village_30021;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_03_01_task;;7067.67 297.46 50.01;0;;;;;;;;;;
1010_0102_d_02_03_02;TaskAchievement;0;1;1;Lore_unlock_10_CutlassKeys_Title_04_07;;0;0;true;;fishing_village_30021;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_02_03_02_task;;7080..93 297.78 47.52;0;;;;;;;;;;
1010_0102_d_03;TaskHaveAndReturnItems;0;1;1;1010_0102_recipebook;Undead_Berserker_Named_10WS08;100;0;true;;pirate_fort_30017;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1010_0102_d_03_task;;6912.0 336.0 41.0;0;;;;;;;;;;
1002_0101_ancient_wonders_container;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1002_0101_d_01_01;1002_0101_d_01_02_container;;;
1002_0101_d_01_01;TaskGoToPOITag;0;1;1;;;0;0;true;;ancient_ruins_30011;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1002_0101_task;;;0;;;;;;;;;;
1002_0101_d_01_02_container;SimpleTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;1002_0101_d_01_03;1002_0101_d_01_04;1002_0101_d_01_05;;
1002_0101_d_01_03;TaskHaveAndReturnItems;0;1;6;1002_0101_artifact_fragments;Skeleton_2H_Sword_10WS02;100;0;true;;ancient_ruins_30011;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@10_task_haveItem_enemy_singular;;;0;;;;;;;;;;
1002_0101_d_01_04;TaskHaveAndReturnItems;0;1;5;1002_0101_intact_artifacts;Skeleton_Archer_10WS02;100;0;true;;ancient_ruins_30011;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@10_task_haveItem_enemy_singular;;;0;;;;;;;;;;
1002_0101_d_01_05;TaskHaveAndReturnItems;0;1;3;1002_0101_williams_notes;;0;100;true;;ancient_ruins_30011;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@10_task_haveItem_chest_plural;;;0;;;;;;;;;;
1002_0102_aeternum_triangle_container;SimpleTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1002_0102_d_01;1002_0102_d_02;;;
1002_0102_d_01;TaskGatherAndReturnItems;0;1;4;1002_0102_ancient_relics;1002_AncientRelic;100;0;true;;ancient_tower_30014;;true;;;;;;;IO_1002_AncientRelic;;;;;0;;;;;;;;;;;;;;;;;;@1002_0102_d_01_task;;;0;;;;;;;;;;
1002_0102_d_02;TaskKillContribution;0;1;1;;;0;0;true;;ancient_tower_30014;;false;;;;;;;;;;AncientGuardian_Spearman_Named_10WS04;;0;;;;;;;;;;;;;;;;;;@1002_0102_d_02_task;;;0;;;;;;;;;;
1004_0101_explosive_prospecting_container;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1004_0101_d_01;1004_0101_d_02_container;;;
1004_0101_d_01;TaskGoToPOITag;0;1;1;;;0;0;true;;corrupted_camp_30010;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1004_0101_d_01_task;;;0;;;;;;;;;;
1004_0101_d_02_container;SimpleTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;1004_0101_d_03;1004_0101_d_04;;;
1004_0101_d_03;TaskHaveAndReturnItems;0;1;4;1004_0101_black_power;Damned_Villager_Shovel_10WS02;100;0;true;;corrupted_camp_30010;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1004_0101_d_02_task;;;0;;;;;;;;;;
1004_0101_d_04;TaskHaveAndReturnItems;0;1;2;1004_0101_powder_fuses;Damned_Villager_Pickaxe_10WS02;100;0;true;;corrupted_camp_30010;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1004_0101_d_03_task;;;0;;;;;;;;;;
1004_0102_missing_features_container;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1004_0102_d_01;1004_0102_d_02;;;
1004_0102_d_01;TaskHaveAndReturnItems;0;1;6;1004_0102_fort_building_supplies;Damned_Villager_Skinning_Knife_10WS06;100;0;true;;corrupted_camp_30019;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1004_0102_d_01_task;;;0;;;;;;;;;;
1004_0102_d_02;TaskHaveAndReturnItems;0;1;3;1004_0102_fort_building_plans;;0;100;true;;corrupted_fort_30020;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1004_0102_d_02_task;;;0;;;;;;;;;;
1005_0101_lightning_bottle_container;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1005_0101_d_01;1005_0101_d_02;1005_0101_d_03;1005_0101_d_04;
1005_0101_d_01;TaskGoToPOITag;0;0;0;;;0;0;false;;gator_island_30023;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1005_0101_d_01_task;;;0;;;;;;;;;;
1005_0101_d_02;TaskHaveAndReturnItems;0;1;5;1005_0101_water_vapors;Ghost_Starved_10WS07;100;0;false;;gator_island_30023;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1005_0101_d_02_task;;;0;;;;;;;;;;
1005_0101_d_03;TaskGoToPOITag;0;0;0;;;0;0;false;;ghost_island_30025;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1005_0101_d_03_task;;;0;;;;;;;;;;
1005_0101_d_04;TaskHaveAndReturnItems;0;1;5;1005_0101_bottle_lightning;Ghost_Shipwrecked_10WS07;100;0;false;;ghost_island_30025;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1005_0101_d_04_task;;;0;;;;;;;;;;
1005_0102_lightning_test_container;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1005_0102_d_01;1005_0102_d_02;1005_0102_d_03;;
1005_0102_d_01;TaskGiveItem;0;0;3;1005_0102_lightning_bomb;;0;0;false;;;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1005_0102_d_02;TaskGoToPOITag;0;1;1;;;0;0;true;;corrupted_fort_30020;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1005_0102_d_02_task;;;0;;;;;;;;;;
1005_0102_d_03;TaskGameEvent;0;1;3;;;0;0;false;;;;false;;;;;;;IO_1001_LightningTrap;;;1001_LightningTrap_interact;;0;;;;;;;;;;;;;;;;;;@1005_0102_d_03_task;;;0;;;;;;;;;;
1002_0103_skull_fort_container;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1002_0103_d_01;1002_0103_d_02;1002_0103_d_03;1002_0103_d_04;1002_0103_d_05
1002_0103_d_01;TaskGoToPOITag;0;1;0;;;0;0;false;;pirate_village_30022;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1002_0103_d_01_task;;;0;;;;;;;;;;
1002_0103_d_02;TaskKillContribution;0;1;8;;;0;0;true;;pirate_village_30022;;false;;;;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@1002_0103_d_02_task;;;0;;;;;;;;;;
1002_0103_d_03;TaskGoToPOITag;0;1;0;;;0;0;false;;fishing_village_30015;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1002_0103_d_03_task;;;0;;;;;;;;;;
1002_0103_d_04;TaskKillContribution;0;1;8;;;0;0;true;;fishing_village_30015;;false;;;;;;;;;;Lost;;0;;;;;;;;;;;;;;;;;;@1002_0103_d_04_task;;;0;;;;;;;;;;
1002_0103_d_05;TaskGatherAndReturnItems;0;1;1;1002_0103_ship_figurehead;1003_PirateFigurehead;100;0;true;;shipwreck_30001;;true;;;;;;;IO_1003_PirateFigurehead;;;;;0;;;;;;;;;;;;;;;;;;@1002_0103_d_05_task;;7975.05 223.80 41.0;0;;;;;;;;;;
1003_0101_watcher_coin_container;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1003_0101_d_01;1003_0101_d_02_container;;;
1003_0101_d_01;TaskGoToPOITag;0;1;0;;;0;0;false;;fishing_village_30018;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1003_0101_d_01;;;0;;;;;;;;;;
1003_0101_d_02_container;SimpleTaskContainer;0;1;5;;;0;0;true;;fishing_village_30018;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1003_0101_d_02_container;;;1;;;;;;1003_0101_d_02_01;1003_0101_d_02_02;1003_0101_d_02_03;1003_0101_d_02_04;1003_0101_d_02_05
1003_0101_d_02_01;TaskAchievement;0;0;0;Lore_unlock_10_CutlassKeys_Title_03_01;;0;0;false;;fishing_village_30018;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1003_0101_d_02_01_task;;6551.04 204.00 42.93;0;;;;;;;;;;
1003_0101_d_02_02;TaskAchievement;0;0;0;Lore_unlock_10_CutlassKeys_Title_03_02;;0;0;false;;fishing_village_30018;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1003_0101_d_02_02_task;;6554.56 240.06 43.96;0;;;;;;;;;;
1003_0101_d_02_03;TaskAchievement;0;0;0;Lore_unlock_10_CutlassKeys_Title_03_03;;0;0;false;;fishing_village_30018;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1003_0101_d_02_03_task;;6536.19 182.37 42.33;0;;;;;;;;;;
1003_0101_d_02_04;TaskAchievement;0;0;0;Lore_unlock_10_CutlassKeys_Title_03_04;;0;0;false;;fishing_village_30018;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1003_0101_d_02_04_task;;6566.55 148.95 43.43;0;;;;;;;;;;
1003_0101_d_02_05;TaskAchievement;0;0;0;Lore_unlock_10_CutlassKeys_Title_03_05;;0;0;false;;fishing_village_30018;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1003_0101_d_02_05_task;;6539.44 160.07 42.44;0;;;;;;;;;;
1001_0101_heads_tails_container;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1001_0101_d_01;1001_0101_d_03_TaskHaveAndReturnItems_1_Coin;1001_0101_d_04_heads_tails_container_choice;;
1001_0101_d_01;TaskGoToPOITag;0;1;0;;;0;0;false;;brute_island_30024;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1001_0101_d_01;;;0;;;;;;;;;;
1001_0101_d_03_TaskHaveAndReturnItems_1_Coin;TaskHaveItems;0;1;1;1001_0101_touched_coin;Withered_Brute_Named_10WS07;100;0;true;;brute_island_30024;;true;;;;;;;;;;Withered_Brute_Named_10WS07;;0;;;;;;;;;;;;;;;;;;@1001_0101_heads_tails_get_item;;;0;;;;;;;;;;
1001_0101_d_04_heads_tails_container_choice;PartialTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1001_0101_heads_tails_choose;;;0;;;;;;1001_0101_d_04_01_questPush_watcher_choice;1001_0101_d_04_02_questPush_survivalist_choice;;;
1001_0101_d_04_01_questPush_watcher_choice;TaskObjective;0;0;0;1001_0101a_heads_tails_watcher;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1001_0101_d_04_02_questPush_survivalist_choice;TaskObjective;0;0;0;1001_0101b_heads_tails_survivalist;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1001_0101a_heads_tails_watcher_container;SimpleTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1001_0101a_d_04_heads_tails_watcher_container_items;;;;
1001_0101a_d_04_heads_tails_watcher_container_items;PartialTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1001_0101_heads_tails_choose;;;1;;;;;;1001_0101a_d_04_01_have_item;1001_0101a_d_04_01_gave_item;;;
1001_0101a_d_04_01_have_item;TaskHaveAndReturnItems;0;1;1;1001_0101_touched_coin;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1001_0101a_d_04_01_gave_item;TaskHaveAndReturnItems;1;1;0;1001_0101_touched_coin;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1001_0101b_heads_tails_survivalist_container;SimpleTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1001_0101b_d_04_heads_tails_survivalist_container_items;;;;
1001_0101b_d_04_heads_tails_survivalist_container_items;PartialTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1001_0101_heads_tails_choose;;;1;;;;;;1001_0101b_d_04_02_have_item;1001_0101b_d_04_02_gave_item;;;
1001_0101b_d_04_02_have_item;TaskHaveAndReturnItems;0;1;1;1001_0101_touched_coin;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1001_0101b_d_04_02_gave_item;TaskHaveAndReturnItems;1;1;0;1001_0101_touched_coin;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1030_0201_animalinstincts_container_d_00;SimpleTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1030_0201_d_01_have_item;1030_0201_d_02_have_item;;;
1030_0201_d_01_have_item;TaskHaveAndReturnItems;0;1;4;1030_0201_wildcat_claw;Bobcat_10WS03;100;0;false;windswardshores3;windswardshores3;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1030_0201_d_01_have_item;;7557.0 1652.0 41.0;0;;;;;;;;;;
1030_0201_d_02_have_item;TaskHaveAndReturnItems;0;1;4;1030_0201_alligator_skin;Alligator_Strange_10WS03;100;0;false;windswardshores3;windswardshores3;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@10_task_haveItem_enemy_singular;;;0;;;;;;;;;;
1030_0202_snaggletooth_container_d_00;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1030_0202_d_01_gotoPOI;1030_0202_d_02_have_item;;;
1030_0202_d_01_gotoPOI;TaskGoToPOITag;0;1;0;;;0;0;true;;wolf_den_30009;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1030_0202_d_01_gotoPOI;;;0;;;;;;;;;;
1030_0202_d_02_have_item;TaskHaveAndReturnItems;0;1;1;1030_0202_snaggletooth_tooth;Primal_Lion_Named_10WS01;100;0;false;;wolf_den_30009;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@10_task_haveItem_enemy_singular;;;0;;;;;;;;;;
1030_0203_catnipping_container_d_00;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1030_0203_d_01_gotoPOI;1030_0203_d_02_have_item;;;
1030_0203_d_01_gotoPOI;TaskGoToPOITag;0;1;0;;;0;0;true;windswardshores6;windswardshores6;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1030_0203_d_01_gotoPOI;;;0;;;;;;;;;;
1030_0203_d_02_have_item;TaskHaveAndReturnItems;0;1;6;1030_0203_leopard_whiskers;Mountain_Lion_10WS05;100;0;false;windswardshores6;windswardshores6;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1030_0203_d_02_have_item;;;0;;;;;;;;;;
1030_0203_d_03_have_item;TaskHaveAndReturnItems;0;1;6;1030_0203_leopard_whiskers;Mountain_Lion_10WS05;100;0;false;windswardshores5;windswardshores5;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
1030_0204_tamingthelionhearted_container_d_00;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1030_0204_d_01_gotoPOI;1030_0204_d_02_container;;;
1030_0204_d_01_gotoPOI;TaskGoToPOITag;0;1;0;;;0;0;true;;corrupted_fort_30020;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1030_0204_d_01_gotoPOI;;;0;;;;;;;;;;
1030_0204_d_02_container;SimpleTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;1030_0204_d_03_have_item;1030_0204_d_04_have_item;;;
1030_0204_d_03_have_item;TaskHaveAndReturnItems;0;1;4;1030_0204_corrupted_collar;Damned_Hound_10WS06;100;0;false;;corrupted_fort_30020;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@10_task_haveItem_enemy_singular;;;0;;;;;;;;;;
1030_0204_d_04_have_item;TaskHaveAndReturnItems;0;1;3;1030_0204_corrupted_leash;Damned_Villager_Skinning_Knife_10WS06;100;0;false;;corrupted_fort_30020;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@10_task_haveItem_enemy_singular;;;0;;;;;;;;;;
1030_0205_perfectcompanion_container_d_00;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1030_0205_d_01_gotoPOI;1030_0205_d_02_have_item;;;
1030_0205_d_01_gotoPOI;TaskGoToPOITag;0;1;0;;;0;0;true;windswardshores9;windswardshores9;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1030_0205_d_01_gotoPOI;;7789.0 491.0 40.0;0;;;;;;;;;;
1030_0205_d_02_have_item;TaskHaveAndReturnItems;0;1;4;1030_0205_boar_bristles;Boar_Stripped_10WS05;100;0;false;windswardshores9;windswardshores9;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@10_task_haveItem_enemy_singular;;7789.0 491.0 40.0;0;;;;;;;;;;
1031_0201_adisturbingsilence_container_d_00;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1031_0201_d_01_gotoPOI;1031_0201_d_02_kill;;;
1031_0201_d_01_gotoPOI;TaskGoToPOITag;0;1;0;;;0;0;true;;cave_30004;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1031_0201_d_01_gotoPOI;;;0;;;;;;;;;;
1031_0201_d_02_kill;TaskKillContribution;0;1;6;;;0;0;true;;cave_30004;;false;;;;;;;;;;Risen_L-R_Arm_10WS03;;0;;;;;;;;;;;;;;;;;;@10_task_kill_singular;;;0;;;;;;;;;;
1031_0202_trackingbyteeth_container_d_00;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1031_0202_d_01_gotoPOI;1031_0202_d_02_kill;1031_0202_d_03_have_item;;
1031_0202_d_01_gotoPOI;TaskGoToPOITag;0;1;0;;;0;0;true;;fishing_village_30007;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@1031_0202_d_01_gotoPOI;;;0;;;;;;;;;;
1031_0202_d_02_kill;TaskKillContribution;0;1;4;;;0;0;true;;fishing_village_30007;;false;;;;;;;;;;Risen_L-R_Arm_10WS03;;0;;;;;;;;;;;;;;;;;;@1031_0202_d_02_kill;;;0;;;;;;;;;;
1031_0202_d_03_have_item;TaskHaveAndReturnItems;0;1;4;1031_0202_teeth;;0;100;true;;fishing_village_30007;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;@10_task_haveItem_chest_plural;;;0;;;;;;;;;;
1031_0203_heartofthemarsh_container_d_00;ConsecutiveTaskContainer;0;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;1031_0203_d_01_gotoPOI;1031_0203_d_02_kill;;;
