ItemID;Name;ItemType;ItemTypeDisplayName;Description;ItemClass;TradingCategory;TradingFamily;TradingGroup;BindOnPickup;BindOnEquip;GearScoreOverride;MinGearScore;MaxGearScore;Tier;ItemStatsRef;GrantsHWMBump;IgnoreNameChanges;CanHavePerks;CanReplaceGem;Perk1;Perk2;Perk3;Perk4;Perk5;PerkBucket1;PerkBucket2;PerkBucket3;PerkBucket4;PerkBucket5;ForceRarity;RequiredLevel;UseTypeAffix;UseMaterialAffix;UseMagicAffix;IconCaptureGroup;UiItemClass;RDyeSlotDisabled;GDyeSlotDisabled;BDyeSlotDisabled;ADyeSlotDisabled;ArmorAppearanceM;ArmorAppearanceF;WeaponAppearanceOverride;ConfirmDestroy;ConfirmBeforeUse;ConsumeOnUse;PrefabPath;HousingTags;IconPath;HiResIconPath;MaxStackSize;DeathDropPercentage;Nonremovable;IsMissionItem;IsUniqueItem;ContainerLevel;ContainerGS;IsSalvageable;SalvageResources;IsRepairable;RepairDustModifier;RepairRecipe;CraftingRecipe;RepairGameEventID;SalvageGameEventID;SalvageAchievement;RepairTypes;IngredientCategories;IngredientBonusPrimary;IngredientBonusSecondary;IngredientGearScoreBaseBonus;IngredientGearScoreMaxBonus;ExtraBonusItemChance;Durability;DurabilityDmgOnDeath;DestroyOnBreak;Weight;AcquisitionNotificationId;AudioPickup;AudioPlace;AudioUse;AudioCreated;AudioDestroyed;MannequinTag;SoundTableID;WarboardGatherStat;WarboardDepositStat;Notes;HideInLootTicker;HideFromRewardOpenPopup
LeatherT5;@LeatherT5_MasterName;Resource;@ui_itemtypedescription_resource;@LeatherT5_Description;Resource+Leather;Resources;RefinedResources;Leather;false;false;0;0;0;5;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Leatherworking;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/LeatherT5.png;lyshineui/images/icons/items_hires/LeatherT5.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]LeatherT4;[LTID]LeatherT4;;;;;LeatherT5,Leather;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Leather;Play_UI_Drop_Leather;Play_UI_Use_Leather;Play_UI_Created_Leather;;;;Wood;Wood;;;false
LeatherT51;@LeatherT51_MasterName;Resource;@ui_itemtypedescription_resource;@LeatherT51_Description;Resource+Leather;Resources;RefinedResources;Leather;false;false;0;0;0;5;;;false;false;false;;;;;;;;;;;3;0;false;true;false;;UI_Leatherworking;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/LeatherT51.png;lyshineui/images/icons/items_hires/LeatherT51.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]LeatherT4;[LTID]LeatherT4;;;;;LeatherT5,Leather;0;0;15;15;;0;0;false;2;0;Play_UI_Pickup_Leather;Play_UI_Drop_Leather;Play_UI_Use_Leather;Play_UI_Created_Leather;;;;Wood;Wood;;;false
StoneT1;@StoneT1_MasterName;Resource;@ui_itemtypedescription_resource;@StoneT1_Description;Resource+Stone;Resources;RawResources;Stone;false;false;0;0;0;1;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Stonecutting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/StoneT1.png;lyshineui/images/icons/items_hires/StoneT1.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Stone;Play_UI_Drop_Stone;Play_UI_Use_Stone;Play_UI_Created_Stone;;;;Coin;Coin;;;false
StoneT4;@StoneT4_MasterName;Resource;@ui_itemtypedescription_resource;@StoneT4_Description;Resource+Stone;Resources;RawResources;Stone;false;false;0;0;0;4;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Stonecutting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/StoneT4.png;lyshineui/images/icons/items_hires/StoneT4.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Stone;Play_UI_Drop_Stone;Play_UI_Use_Stone;Play_UI_Created_Stone;;;;Firearm;firearm;;;false
BlockT2;@BlockT2_MasterName;Resource;@ui_itemtypedescription_resource;@BlockT2_Description;Resource+Block;Resources;RefinedResources;Block;false;false;0;0;0;2;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Stonecutting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/BlockT2.png;lyshineui/images/icons/items_hires/BlockT2.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Stone;Play_UI_Drop_Stone;Play_UI_Use_Stone;Play_UI_Created_Stone;;;;Cloth;Cloth;;;false
BlockT3;@BlockT3_MasterName;Resource;@ui_itemtypedescription_resource;@BlockT3_Description;Resource+Block;Resources;RefinedResources;Block;false;false;0;0;0;3;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Stonecutting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/BlockT3.png;lyshineui/images/icons/items_hires/BlockT3.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]BlockT2;[LTID]BlockT2;;;;;;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Stone;Play_UI_Drop_Stone;Play_UI_Use_Stone;Play_UI_Created_Stone;;;;Generic;Generic;;;false
BlockT4;@BlockT4_MasterName;Resource;@ui_itemtypedescription_resource;@BlockT4_Description;Resource+Block;Resources;RefinedResources;Block;false;false;0;0;0;4;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Stonecutting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/BlockT4.png;lyshineui/images/icons/items_hires/BlockT4.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]BlockT3;[LTID]BlockT3;;;;;;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Stone;Play_UI_Drop_Stone;Play_UI_Use_Stone;Play_UI_Created_Stone;;;;Blueprint;Blueprint;;;false
BlockT5;@BlockT5_MasterName;Resource;@ui_itemtypedescription_resource;@BlockT5_Description;Resource+Block;Resources;RefinedResources;Block;false;false;0;0;0;5;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Stonecutting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/BlockT5.png;lyshineui/images/icons/items_hires/BlockT5.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]BlockT4;[LTID]BlockT4;;;;;;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Stone;Play_UI_Drop_Stone;Play_UI_Use_Stone;Play_UI_Created_Stone;;;;Sword;sword;;;false
BlockT51;@BlockT51_MasterName;Resource;@ui_itemtypedescription_resource;@BlockT51_Description;Resource+Block;Resources;RefinedResources;Block;false;false;0;0;0;5;;;false;false;false;;;;;;;;;;;3;0;false;false;false;;UI_Stonecutting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/BlockT51.png;lyshineui/images/icons/items_hires/BlockT51.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]BlockT4;[LTID]BlockT4;;;;;;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Stone;Play_UI_Drop_Stone;Play_UI_Use_Stone;Play_UI_Created_Stone;;;;Sword;sword;;;false
FlintT1;@FlintT1_MasterName;Resource;@ui_itemtypedescription_resource;@FlintT1_Description;Resource+Ore;Resources;RawResources;Flint;false;false;0;0;0;1;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Stonecutting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/FlintT1.png;lyshineui/images/icons/items_hires/FlintT1.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Stone;Play_UI_Drop_Stone;Play_UI_Use_Stone;Play_UI_Created_Stone;;;;Bow;bow;;;false
OreT1;@OreT1_MasterName;Resource;@ui_itemtypedescription_resource;@OreT1_Description;Resource+Ore;Resources;RawResources;Ore;false;false;0;0;0;1;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/OreT1.png;lyshineui/images/icons/items_hires/OreT1.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Axe;axe;;;false
OreT4;@OreT4_MasterName;Resource;@ui_itemtypedescription_resource;@OreT4_Description;Resource+Ore;Resources;RawResources;Ore;false;false;0;0;0;4;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/OreT4.png;lyshineui/images/icons/items_hires/OreT4.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Knife;knife;;;false
OreT5;@OreT5_MasterName;Resource;@ui_itemtypedescription_resource;@OreT5_Description;Resource+Ore;Resources;RawResources;Ore;false;false;0;0;0;5;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/OreT5.png;lyshineui/images/icons/items_hires/OreT5.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Leather;leather;;;false
IngotT2;@IngotT2_MasterName;Resource;@ui_itemtypedescription_resource;@IngotT2_Description;Resource+Ingot;Resources;RefinedResources;Ingot;false;false;0;0;0;2;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/IngotT2.png;lyshineui/images/icons/items_hires/IngotT2.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;MetalT2,Metal;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Foliage;foliage;;;false
IngotT3;@IngotT3_MasterName;Resource;@ui_itemtypedescription_resource;@IngotT3_Description;Resource+Ingot;Resources;RefinedResources;Ingot;false;false;0;0;0;3;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/IngotT3.png;lyshineui/images/icons/items_hires/IngotT3.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]IngotT2;[LTID]IngotT2;;;;;MetalT3,Metal;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Meat;meat ;;;false
IngotT4;@IngotT4_MasterName;Resource;@ui_itemtypedescription_resource;@IngotT4_Description;Resource+Ingot;Resources;RefinedResources;Ingot;false;false;0;0;0;4;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/IngotT4.png;lyshineui/images/icons/items_hires/IngotT4.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]IngotT3;[LTID]IngotT3;;;;;MetalT4,Metal;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Slimy;slimy;;;false
IngotT5;@IngotT5_MasterName;Resource;@ui_itemtypedescription_resource;@IngotT5_Description;Resource+Ingot;Resources;RefinedResources;Ingot;false;false;0;0;0;5;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/IngotT5.png;lyshineui/images/icons/items_hires/IngotT5.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]IngotT4;[LTID]IngotT4;;;;;MetalT5,Metal,MetalPrecious;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Dirt;dirt;;;false
IngotT51;@IngotT51_MasterName;Resource;@ui_itemtypedescription_resource;@IngotT51_Description;Resource+Ingot;Resources;RefinedResources;Ingot;false;false;0;0;0;5;;;false;false;false;;;;;;;;;;;3;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/IngotT51.png;lyshineui/images/icons/items_hires/IngotT51.png;10000;0;false;false;;0;0;false;false;false;0;[LTID]IngotT4;[LTID]IngotT4;;;;;MetalT5,Metal,MetalPrecious;0;0;15;15;;0;0;false;3;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Dirt;dirt;;;false
OrePreciousT1;@OrePreciousT1_MasterName;Resource;@ui_itemtypedescription_resource;@OrePreciousT1_Description;Resource+Ore;Resources;RawResources;OrePrecious;false;false;0;0;0;2;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/OrePreciousT1.png;lyshineui/images/icons/items_hires/OrePreciousT1.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Armour;armour;;;false
OrePreciousT2;@OrePreciousT2_MasterName;Resource;@ui_itemtypedescription_resource;@OrePreciousT2_Description;Resource+Ore;Resources;RawResources;OrePrecious;false;false;0;0;0;3;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/OrePreciousT2.png;lyshineui/images/icons/items_hires/OrePreciousT2.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Stone Tool;stone tool;;;false
OrePreciousT3;@OrePreciousT3_MasterName;Resource;@ui_itemtypedescription_resource;@OrePreciousT3_Description;Resource+Ore;Resources;RawResources;OrePrecious;false;false;0;0;0;4;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/OrePreciousT3.png;lyshineui/images/icons/items_hires/OrePreciousT3.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Paper;paper;;;false
IngotPreciousT1;@IngotPreciousT1_MasterName;Resource;@ui_itemtypedescription_resource;@IngotPreciousT1_Description;Resource+Ingot;Resources;RefinedResources;IngotPrecious;false;false;0;0;0;2;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/IngotPreciousT1.png;lyshineui/images/icons/items_hires/IngotPreciousT1.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;MetalPreciousT2,MetalPrecious;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Arrow;Arrow;;;false
IngotPreciousT2;@IngotPreciousT2_MasterName;Resource;@ui_itemtypedescription_resource;@IngotPreciousT2_Description;Resource+Ingot;Resources;RefinedResources;IngotPrecious;false;false;0;0;0;3;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/IngotPreciousT2.png;lyshineui/images/icons/items_hires/IngotPreciousT2.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;MetalPreciousT3,MetalPrecious;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;Bullet;Bullet;;;false
IngotPreciousT3;@IngotPreciousT3_MasterName;Resource;@ui_itemtypedescription_resource;@IngotPreciousT3_Description;Resource+Ingot;Resources;RefinedResources;IngotPrecious;false;false;0;0;0;4;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Smelting;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/IngotPreciousT3.png;lyshineui/images/icons/items_hires/IngotPreciousT3.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;MetalPreciousT4,MetalPrecious;0;0;0;0;;0;0;false;3;0;Play_UI_Pickup_Metal;Play_UI_Drop_Metal;Play_UI_Use_Metal;Play_UI_Created_Metal;;;;;;;;false
BranchT1;@BranchT1_MasterName;Resource;@ui_itemtypedescription_resource;@BranchT1_Description;Resource+Wood;;;;false;false;0;0;0;1;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;UI_Woodworking;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/BranchT1.png;lyshineui/images/icons/items_hires/BranchT1.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;;0;0;0;0;;0;0;false;1;0;Play_UI_Pickup_Wood;Play_UI_Drop_Wood;Play_UI_Use_Wood;Play_UI_Created_Wood;;;;;;;;false
WoodT1;@WoodT1_MasterName;Resource;@ui_itemtypedescription_resource;@WoodT1_Description;Resource+Wood;Resources;RawResources;Wood;false;false;0;0;0;1;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Woodworking;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/WoodT1.png;lyshineui/images/icons/items_hires/WoodT1.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;Wood;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Wood;Play_UI_Drop_Wood;Play_UI_Use_Wood;Play_UI_Created_Wood;;;;;;;;false
WoodT2;@WoodT2_MasterName;Resource;@ui_itemtypedescription_resource;@WoodT2_Description;Resource+Wood;Resources;RawResources;Wood;false;false;0;0;0;2;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Woodworking;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/WoodT2.png;lyshineui/images/icons/items_hires/WoodT2.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;Wood;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Wood;Play_UI_Drop_Wood;Play_UI_Use_Wood;Play_UI_Created_Wood;;;;;;;;false
WoodT4;@WoodT4_MasterName;Resource;@ui_itemtypedescription_resource;@WoodT4_Description;Resource+Wood;Resources;RawResources;Wood;false;false;0;0;0;4;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Woodworking;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/WoodT4.png;lyshineui/images/icons/items_hires/WoodT4.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;Wood;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Wood;Play_UI_Drop_Wood;Play_UI_Use_Wood;Play_UI_Created_Wood;;;;;;;;false
WoodT5;@WoodT5_MasterName;Resource;@ui_itemtypedescription_resource;@WoodT5_Description;Resource+Wood;Resources;RawResources;Wood;false;false;0;0;0;5;;;false;false;false;;;;;;;;;;;0;0;false;true;false;;UI_Woodworking;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/WoodT5.png;lyshineui/images/icons/items_hires/WoodT5.png;10000;0;false;false;;0;0;false;false;false;0;;;;;;;Wood;0;0;0;0;;0;0;false;2;0;Play_UI_Pickup_Wood;Play_UI_Drop_Wood;Play_UI_Use_Wood;Play_UI_Created_Wood;;;;;;;;false
