WeaponID;Grit;PhysicalArmorSetScaleFactor;ElementalArmorSetScaleFactor;ArmorRatingScaleFactor;WeightOverride;Encumbrance;EncumbrancePerGS;WeightClass;EquipLoad;MaxHealthMod;HealthRate;MaxStaminaMod;StaminaRate;MaxManaMod;ManaRate;MaxFoodMod;FoodBurn;MaxDrinkMod;DrinkBurn;BONLogging;BONMining;BONSkinning;BONHarvesting;EFFLogging;EFFMining;EFFSkinning;EFFHarvesting;ROLLogging;ROLMining;ROLSkinning;ROLHarvesting;ROLAlchemy;ROLBlacksmithing;ROLEngineering;ROLOutfitting;ROLProvisioning;ROLCamping;DEFStandard;DEFSiege;DEFStrike;DEFSlash;DEFThrust;DEFMagic;DEFFire;DEFLightning;DEFCorruption;ABSStandard;ABSSiege;ABSStrike;ABSSlash;ABSThrust;ABSMagic;ABSFire;ABSLightning;ABSCorruption;RESPoison;RESDisease;RESBleed;RESFrostbite;RESCurse;BLAStandard;BLASiege;BLAStrike;BLASlash;BLAThrust;BLAMagic;BLAFire;BLALightning;BLACorruption;ABAPoison;ABADisease;ABABleed;ABAFrostbite;ABACurse;DMGStandard;DMGSiege;DMGStrike;DMGSlash;DMGThrust;DMGMagic;DMGFire;DMGLightning;DMGCorruption;DMGVitalsCategory;AFAPoison;AFADisease;AFABleed;AFAFrostbite;AFACurse
HeavyHandsAT2;1.5;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyHandsAT3;3.799999952316284;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyHandsAT4;4.599999904632568;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyHandsAT5;5.199999809265137;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyHandsBT3;3.200000047683716;1.2222299575805664;0.8181800246238708;0.15000000596046448;50.1668701171875;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyHandsBT4;4;1.2222299575805664;0.8181800246238708;0.15000000596046448;50.1668701171875;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyHandsBT5;4.5;1.2222299575805664;0.8181800246238708;0.15000000596046448;50.1668701171875;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyHandsCT4;3.299999952316284;0.8999999761581421;1.1110999584197998;0.15000000596046448;45.33314895629883;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyHandsCT5;3.700000047683716;0.8999999761581421;1.1110999584197998;0.15000000596046448;45.33314895629883;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyHandsDT5;4.300000190734863;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsAT2;2.5;1;1;0.20000000298023224;62;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsAT3;6.300000190734863;1;1;0.20000000298023224;62;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsAT4;7.800000190734863;1;1;0.20000000298023224;62;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsAT5;8.699999809265137;1;1;0.20000000298023224;62;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsBT3;5.400000095367432;1.2222299575805664;0.8181800246238708;0.20000000298023224;66.88916015625;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsBT4;6.699999809265137;1.2222299575805664;0.8181800246238708;0.20000000298023224;66.88916015625;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsBT5;7.5;1.2222299575805664;0.8181800246238708;0.20000000298023224;66.88916015625;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsCT4;5.5;0.8999999761581421;1.1110999584197998;0.20000000298023224;60.44419860839844;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsCT5;6.199999809265137;0.8999999761581421;1.1110999584197998;0.20000000298023224;60.44419860839844;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyLegsDT5;7.199999809265137;1;1;0.20000000298023224;62;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetAT2;1.5;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetAT3;3.799999952316284;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetAT4;4.599999904632568;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetAT5;5.199999809265137;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetBT3;3.200000047683716;1.2222299575805664;0.8181800246238708;0.15000000596046448;50.1668701171875;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetBT4;4;1.2222299575805664;0.8181800246238708;0.15000000596046448;50.1668701171875;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetBT5;4.5;1.2222299575805664;0.8181800246238708;0.15000000596046448;50.1668701171875;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetCT4;3.299999952316284;0.8999999761581421;1.1110999584197998;0.15000000596046448;45.33314895629883;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetCT5;3.700000047683716;0.8999999761581421;1.1110999584197998;0.15000000596046448;45.33314895629883;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HeavyFeetDT5;4.300000190734863;1;1;0.15000000596046448;46.5;0;0;Heavy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadAT2;0.6000000238418579;0.5384699702262878;0.5384699702262878;0.20000000298023224;33.38513946533203;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadAT3;2;0.5384699702262878;0.5384699702262878;0.20000000298023224;33.38513946533203;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadAT4;2.799999952316284;0.5384699702262878;0.5384699702262878;0.20000000298023224;33.38513946533203;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadAT5;3.4000000953674316;0.5384699702262878;0.5384699702262878;0.20000000298023224;33.38513946533203;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadBT3;1.7000000476837158;0.42857998609542847;0.6666669845581055;0.20000000298023224;31.809873580932617;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadBT4;2.5;0.42857998609542847;0.6666669845581055;0.20000000298023224;31.809873580932617;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadBT5;3;0.42857998609542847;0.6666669845581055;0.20000000298023224;31.809873580932617;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadCT4;2.200000047683716;0.6000000238418579;0.5;0.20000000298023224;35;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadCT5;2.700000047683716;0.6000000238418579;0.5;0.20000000298023224;35;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHeadDT5;2.4000000953674316;0.5;0.6000000238418579;0.20000000298023224;33.20000076293945;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestAT2;1.2999999523162842;0.5384699702262878;0.5384699702262878;0.30000001192092896;50.07770919799805;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestAT3;4;0.5384699702262878;0.5384699702262878;0.30000001192092896;50.07770919799805;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestAT4;5.699999809265137;0.5384699702262878;0.5384699702262878;0.30000001192092896;50.07770919799805;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestAT5;6.900000095367432;0.5384699702262878;0.5384699702262878;0.30000001192092896;50.07770919799805;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestBT3;3.5;0.42857998609542847;0.6666669845581055;0.30000001192092896;47.71480941772461;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestBT4;5;0.42857998609542847;0.6666669845581055;0.30000001192092896;47.71480941772461;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestBT5;6;0.42857998609542847;0.6666669845581055;0.30000001192092896;47.71480941772461;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestCT4;4.5;0.6000000238418579;0.5;0.30000001192092896;52.5;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestCT5;5.400000095367432;0.6000000238418579;0.5;0.30000001192092896;52.5;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumChestDT5;4.800000190734863;0.5;0.6000000238418579;0.30000001192092896;49.79999923706055;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHandsAT2;0.6000000238418579;0.5384699702262878;0.5384699702262878;0.15000000596046448;25.038854598999023;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHandsAT3;2;0.5384699702262878;0.5384699702262878;0.15000000596046448;25.038854598999023;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHandsAT4;2.799999952316284;0.5384699702262878;0.5384699702262878;0.15000000596046448;25.038854598999023;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHandsAT5;3.4000000953674316;0.5384699702262878;0.5384699702262878;0.15000000596046448;25.038854598999023;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHandsBT3;0.6000000238418579;0.42857998609542847;0.6666669845581055;0.15000000596046448;23.857404708862305;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHandsBT4;2.5;0.42857998609542847;0.6666669845581055;0.15000000596046448;23.857404708862305;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHandsBT5;3;0.42857998609542847;0.6666669845581055;0.15000000596046448;23.857404708862305;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MediumHandsCT4;2.200000047683716;0.6000000238418579;0.5;0.15000000596046448;26.25;0;0;Medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
