Level;Health;HealthRate;Stamina;StaminaRate;Mana;ManaRate;CDR;CastSpeed;EquipLoad;NumAttuneSlots;Encumbrance;AbsFalling;DefStandard;DefSlash;DefThrust;DefStrike;DefMagic;DefFire;DefLightning;DefCorruption;ResFrostbite;ResPoison;ResBleed;ResDisease;ResCurse;HealScaling;ScalingValue;ModifierValue;ModifierValueSum;EquipAbilities
46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.3324999809265137;1.625;66.625;
47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.3650000095367432;1.625;68.25;
48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.3975000381469727;1.625;69.875;
49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.4299999475479126;1.625;71.5;
50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.462499976158142;1.625;73.125;Foc_Bonus_50_1,Foc_Bonus_50_2
51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.4950000047683716;1.625;74.75;
52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.527500033378601;1.625;76.375;
53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.559999942779541;1.625;78;
54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.5924999713897705;1.625;79.625;
55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.625;1.625;81.25;
56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.6575000286102295;1.625;82.875;
57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.690000057220459;1.625;84.5;
58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.722499966621399;1.625;86.125;
59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.7549999952316284;1.625;87.75;
60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.787500023841858;1.625;89.375;
61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.8200000524520874;1.625;91;
62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.8524999618530273;1.625;92.625;
63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.8849999904632568;1.625;94.25;
64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.9175000190734863;1.625;95.875;
65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.9500000476837158;1.625;97.5;
66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;1.9824999570846558;1.625;99.125;
67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.015000104904175;1.625;100.75;
68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.047499895095825;1.625;102.375;
69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.0799999237060547;1.625;104;
70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.112499952316284;1.625;105.625;
71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.1449999809265137;1.625;107.25;
72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.177500009536743;1.625;108.875;
73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.2100000381469727;1.625;110.5;
74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.242500066757202;1.625;112.125;
75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.2750000953674316;1.625;113.75;
76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.307499885559082;1.625;115.375;
77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.3399999141693115;1.625;117;
78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.372499942779541;1.625;118.625;
79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.4049999713897705;1.625;120.25;
80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.4375;1.625;121.875;
81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.4700000286102295;1.625;123.5;
82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.502500057220459;1.625;125.125;
83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.5350000858306885;1.625;126.75;
84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.567500114440918;1.625;128.375;
85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.5999999046325684;1.625;130;
86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.632499933242798;1.625;131.625;
87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.6649999618530273;1.625;133.25;
88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.697499990463257;1.625;134.875;
89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.7300000190734863;1.625;136.5;
90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.762500047683716;1.625;138.125;
91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.7950000762939453;1.625;139.75;
92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.827500104904175;1.625;141.375;
93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.859999895095825;1.625;143;
94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.8924999237060547;1.625;144.625;
95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.924999952316284;1.625;146.25;
96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.9574999809265137;1.625;147.875;
97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;2.990000009536743;1.625;149.5;
98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;3.0225000381469727;1.625;151.125;
99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;3.055000066757202;1.625;152.75;
100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032499998807907104;3.0875000953674316;1.625;154.375;Foc_Bonus_100_1,Foc_Bonus_100_2
101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.1135001182556152;1.2999999523162842;155.6750030517578;
102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.1394999027252197;1.2999999523162842;156.97500610351562;
103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.1654999256134033;1.2999999523162842;158.27499389648438;
104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.191499948501587;1.2999999523162842;159.5749969482422;
105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.2174999713897705;1.2999999523162842;160.875;
106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.243499994277954;1.2999999523162842;162.1750030517578;
107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.2695000171661377;1.2999999523162842;163.47500610351562;
108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.2955000400543213;1.2999999523162842;164.77499389648438;
109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.321500062942505;1.2999999523162842;166.0749969482422;
110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.3475000858306885;1.2999999523162842;167.375;
111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.373500108718872;1.2999999523162842;168.6750030517578;
112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.3994998931884766;1.2999999523162842;169.97500610351562;
113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.42549991607666;1.2999999523162842;171.27499389648438;
114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.4514999389648438;1.2999999523162842;172.5749969482422;
115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.4774999618530273;1.2999999523162842;173.875;
116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.503499984741211;1.2999999523162842;175.1750030517578;
117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.5295000076293945;1.2999999523162842;176.47500610351562;
118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.555500030517578;1.2999999523162842;177.77499389648438;
119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.5815000534057617;1.2999999523162842;179.0749969482422;
120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.6075000762939453;1.2999999523162842;180.375;
121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.633500099182129;1.2999999523162842;181.6750030517578;
122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.6594998836517334;1.2999999523162842;182.97500610351562;
123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.685499906539917;1.2999999523162842;184.27499389648438;
124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.7114999294281006;1.2999999523162842;185.5749969482422;
125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.737499952316284;1.2999999523162842;186.875;
126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.7634999752044678;1.2999999523162842;188.1750030517578;
127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.7894999980926514;1.2999999523162842;189.47500610351562;
128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.815500020980835;1.2999999523162842;190.77499389648438;
129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.8415000438690186;1.2999999523162842;192.0749969482422;
130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.867500066757202;1.2999999523162842;193.375;
131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.8935000896453857;1.2999999523162842;194.6750030517578;
132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.9195001125335693;1.2999999523162842;195.97500610351562;
133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.945499897003174;1.2999999523162842;197.27499389648438;
134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.9714999198913574;1.2999999523162842;198.5749969482422;
135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;3.997499942779541;1.2999999523162842;199.875;
136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.023499965667725;1.2999999523162842;201.1750030517578;
137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.049499988555908;1.2999999523162842;202.47500610351562;
138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.075500011444092;1.2999999523162842;203.77499389648438;
139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.101500034332275;1.2999999523162842;205.0749969482422;
140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.127500057220459;1.2999999523162842;206.375;
141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.153500080108643;1.2999999523162842;207.6750030517578;
142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.179500102996826;1.2999999523162842;208.97500610351562;
143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.20550012588501;1.2999999523162842;210.27499389648438;
144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.231500148773193;1.2999999523162842;211.5749969482422;
145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.257500171661377;1.2999999523162842;212.875;
146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.2835001945495605;1.2999999523162842;214.1750030517578;
147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.309500217437744;1.2999999523162842;215.47500610351562;
148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.3354997634887695;1.2999999523162842;216.77499389648438;
149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.361499786376953;1.2999999523162842;218.0749969482422;
150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026000000536441803;4.387499809265137;1.2999999523162842;219.375;Foc_Bonus_150_1,Foc_Bonus_150_2
151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.410900115966797;1.1699999570846558;220.5449981689453;
152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.434299945831299;1.1699999570846558;221.71499633789062;
153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.457699775695801;1.1699999570846558;222.88499450683594;
154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.481100082397461;1.1699999570846558;224.05499267578125;
155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.504499912261963;1.1699999570846558;225.22500610351562;
156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.527900218963623;1.1699999570846558;226.39500427246094;
157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.551300048828125;1.1699999570846558;227.56500244140625;
158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.574699878692627;1.1699999570846558;228.73500061035156;
159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.598100185394287;1.1699999570846558;229.90499877929688;
160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.621500015258789;1.1699999570846558;231.0749969482422;
161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.644899845123291;1.1699999570846558;232.2449951171875;
162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.668300151824951;1.1699999570846558;233.4149932861328;
163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.691699981689453;1.1699999570846558;234.5850067138672;
164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.715099811553955;1.1699999570846558;235.7550048828125;
165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.738500118255615;1.1699999570846558;236.9250030517578;
166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.761899948120117;1.1699999570846558;238.09500122070312;
167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.785299777984619;1.1699999570846558;239.26499938964844;
168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.808700084686279;1.1699999570846558;240.43499755859375;
169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023399999365210533;4.832099914550781;1.1699999570846558;241.60499572753906;
