VariantID;StartMesh;StartMat;GatherableEntryID;GatheringRadius;InteractionRadius;DetectableRadius;DepletedVFX;DepletedVFX_Pos;DepletedMesh;DepletedMat;DepletedSpawnVariant;StartMeshLOD;AmbientType;ShowOnCompass;CompassIcon;TradeskillIconUnlockType;MarkerRadius;AllowGatheringInGameModes;InteractionMarker_Offset_X;InteractionMarker_Offset_Y;InteractionMarker_Offset_Z
OakTree_e;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_e.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat.mtl;TreeHardwoodSmall;0.30000001192092896;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_D;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_e.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat.mtl;OakTree_e_cuttrunk;100;OakTree;0;;;3.299999952316284;;0;0;0
OakTree_f;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_f.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat.mtl;TreeHardwoodTiny;0.28999999165534973;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_E;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_stump_f.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_mat.mtl;OakTree_f_cuttrunk;120;OakTree;0;;;3.299999952316284;;0;0;0
OakTree_Dead_b;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_b.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;TreeHardwoodSmall;1;2.5;2;Gatherable_Tree.Demolish.Break_Tree_A;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_stump_b.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;OakTree_Dead_b_cuttrunk;100;DeadTree;0;;;4;;0;0;0
OakTree_Dead_c;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_c.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;TreeHardwoodSmall;0.6000000238418579;2.5;2;Gatherable_Tree.Demolish.Break_Tree_B;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_stump_c.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;OakTree_Dead_c_cuttrunk;100;DeadTree;0;;;4;;0;0;0
OakTree_Dead_ca;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_ca.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;TreeHardwoodSmall;0.6000000238418579;2;2;Gatherable_Tree.Demolish.Break_Tree_B;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_stump_ca.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;OakTree_Dead_ca_cuttrunk;100;DeadTree;0;;;3.5;;0;0;0
OakTree_Dead_d;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_d.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;TreeHardwoodSmall;0.4699999988079071;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_C;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_stump_d.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;OakTree_Dead_d_cuttrunk;100;DeadTree;0;;;3.299999952316284;;0;0;0
OakTree_Dead_e;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_e.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;TreeHardwoodSmall;0.30000001192092896;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_D;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_stump_e.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;OakTree_Dead_e_cuttrunk;100;DeadTree;0;;;3.299999952316284;;0;0;0
OakTree_Dead_f;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_f.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;TreeHardwoodSmall;0.28999999165534973;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_D;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Oak\jav_fst_oaktree_dead_stump_f.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Oak\JAV_Fst_OakTree_Dead_A_mat.mtl;OakTree_Dead_f_cuttrunk;100;DeadTree;0;;;3.299999952316284;;0;0;0
PineTree_a;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_a.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;TreeHardwoodLarge;0.8199999928474426;2.4000000953674316;2;Gatherable_Tree.Demolish.Break_Tree_A;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_a.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;PineTree_a_cuttrunk;180;PineTree;0;;;3.9000000953674316;;0;0;0
PineTree_b;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_b.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;TreeHardwoodLarge;0.5899999737739563;2.0999999046325684;2;Gatherable_Tree.Demolish.Break_Tree_B;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_b.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;PineTree_b_cuttrunk;180;PineTree;0;;;3.5999999046325684;;0;0;0
PineTree_c;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_c.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;TreeHardwoodMedium;0.41999998688697815;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_C;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_c.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;PineTree_c_cuttrunk;180;PineTree;0;;;3.299999952316284;;0;0;0
PineTree_d;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_d.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;TreeHardwoodSmall;0.23999999463558197;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_D;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_d.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;PineTree_d_cuttrunk;100;PineTree;0;;;3.299999952316284;;0;0;0
PineTree_e;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_e.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;TreeHardwoodSmall;0.1599999964237213;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_E;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_e.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;PineTree_e_cuttrunk;80;PineTree;0;;;3.299999952316284;;0;0;0
PineTree_f;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_f.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;TreeHardwoodTiny;0.05999999865889549;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_F;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_stump_f.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat.mtl;PineTree_f_cuttrunk;65;PineTree;0;;;3.299999952316284;;0;0;0
PineTree_Dead_a;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_dead_a.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;TreeHardwoodMedium;0.8199999928474426;2.4000000953674316;2;Gatherable_Tree.Demolish.Break_Tree_A;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadstump_a.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;PineTree_Dead_a_cuttrunk;90;DeadTree;0;;;3.9000000953674316;;0;0;0
PineTree_Dead_b;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_dead_b.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;TreeHardwoodLarge;0.6000000238418579;2.0999999046325684;2;Gatherable_Tree.Demolish.Break_Tree_B;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadstump_b.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;PineTree_Dead_b_cuttrunk;85;DeadTree;0;;;3.5999999046325684;;0;0;0
PineTree_Dead_ba;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_dead_ba.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;TreeHardwoodLarge;0.550000011920929;2.0999999046325684;2;Gatherable_Tree.Demolish.Break_Tree_B;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadstump_ba.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;PineTree_Dead_ba_cuttrunk;100;DeadTree;0;;;3.5999999046325684;;0;0;0
PineTree_Dead_c;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_dead_c.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;TreeHardwoodSmall;0.4099999964237213;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_C;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadstump_c.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;PineTree_Dead_c_cuttrunk;75;DeadTree;0;;;3.299999952316284;;0;0;0
PineTree_Dead_ca;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_dead_ca.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;TreeHardwoodSmall;0.38999998569488525;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_C;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadstump_ca.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;PineTree_Dead_ca_cuttrunk;60;DeadTree;0;;;3.299999952316284;;0;0;0
PineTree_Dead_d;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_dead_d.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;TreeHardwoodSmall;0.20000000298023224;1.7999999523162842;2;Gatherable_Tree.Demolish.Break_Tree_D;0.699999988079071;Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_deadstump_d.cgf;Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_Dead_A_mat.mtl;PineTree_Dead_d_cuttrunk;65;DeadTree;0;;;3.299999952316284;;0;0;0
