StatusID;BaseDamageModifier;DurabilityMod;AfflictionDamage;StaminaDamageModifier;StaminaCostID;StaminaCostMultiplier;EffectDurationMultiplier;EffectModMultiplier;UseCountMultiplier;Encumbrance;AfflictionMultiplier;WeightMultiplier;GatheringEfficiency;AppendToTooltip;BaseDamageType;DamageType;DamagePercentage;AdditionalDamage;IsAdditiveDamage;StatusEffect;HealMod;HealthRate;MaxHealthMod;StaminaRate;MaxStaminaMod;ManaRate;MaxManaMod;MoveSpeedMod;FastTravelEncumbranceMod;FishRarityRollModifier;FishSizeRollModifier;MaxCastDistance;FishingLineStrength;AttributeModifiers;MODConstitution;MODFocus;MODStrength;MODDexterity;MODIntelligence;UseWeaponAttributeScaling;PreferHigherScaling;ScalingStrength;ScalingDexterity;ScalingIntelligence;ScalingFocus;ABSStandard;ABSSiege;ABSStrike;ABSSlash;ABSThrust;ABSArcane;ABSIce;ABSNature;ABSFire;ABSLightning;ABSCorruption;ABSVitalsCategory;RESBlight;RESCurse;BLAStandard;BLASiege;BLAStrike;BLASlash;BLAThrust;BLAArcane;BLAFire;BLAIce;BLANature;BLALightning;BLACorruption;ABAPoison;ABADisease;ABABleed;ABAFrostbite;ABACurse;WKNStandard;WKNSiege;WKNStrike;WKNSlash;WKNThrust;WKNArcane;WKNFire;WKNIce;WKNNature;WKNLightning;WKNCorruption;DMGStandard;DMGSiege;DMGStrike;DMGSlash;DMGThrust;DMGArcane;DMGFire;DMGIce;DMGNature;DMGLightning;DMGCorruption;DMGVitalsCategory;AFAPoison;AFADisease;AFABleed;AFAFrostbite;AFACurse;WeaponEffectType
ArmorFighter4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;9-15;6-10;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandFighter1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;1-2;0-1;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandFighter2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;2-4;1-2;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandFighter3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;4-7;2-3;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandFighter4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;7-10;3-5;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandFighter1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;1-4;1-2;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandFighter2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;4-8;2-4;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandFighter3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;8-14;4-6;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandFighter4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;14-20;6-10;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorSpellsword1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;1-3;;0-2;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorSpellsword2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;3-6;;2-4;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorSpellsword3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;6-9;;4-6;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorSpellsword4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;9-15;;6-10;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandSpellsword1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;1-2;;0-1;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandSpellsword2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;2-4;;1-2;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandSpellsword3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;4-7;;2-3;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandSpellsword4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;7-10;;3-5;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandSpellsword1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;1-4;;1-2;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandSpellsword2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;4-8;;2-4;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandSpellsword3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;8-14;;4-6;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandSpellsword4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;14-20;;6-10;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorBarbarian1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;0-2;;1-3;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorBarbarian2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;2-4;;3-6;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorBarbarian3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;4-6;;6-9;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorBarbarian4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;6-10;;9-15;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandBarbarian1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;0-1;;1-2;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandBarbarian2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;1-2;;2-4;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandBarbarian3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;2-3;;4-7;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandBarbarian4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;3-5;;7-10;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandBarbarian1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;1-2;;1-4;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandBarbarian2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;2-4;;4-8;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandBarbarian3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;4-6;;8-14;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandBarbarian4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;6-10;;14-20;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorMonk1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;0-2;1-3;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorMonk2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;2-4;3-6;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorMonk3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;4-6;6-9;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorMonk4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;6-10;9-15;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandMonk1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;0-1;1-2;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandMonk2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;1-2;2-4;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandMonk3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;2-3;4-7;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandMonk4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;3-5;7-10;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandMonk1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;1-2;1-4;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandMonk2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;2-4;4-8;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandMonk3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;4-6;8-14;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
TwoHandMonk4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;6-10;14-20;;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorCavalier1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;0-2;1-3;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorCavalier2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;2-4;3-6;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorCavalier3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;4-6;6-9;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
ArmorCavalier4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;6-10;9-15;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandCavalier1;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;0-1;1-2;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandCavalier2;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;1-2;2-4;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandCavalier3;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;2-3;4-7;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
OneHandCavalier4;0;0;;0;;;;;0;0;;0;0;;;;0;;false;;;;0;0;0;0;0;;0;0;0;0;0;;;;3-5;7-10;;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
