DamageID;WeaponCategory;IgnoreInvulnerable;NoReaction;IsRanged;SurfaceImpactEffect;AttackType;DamageType;Affliction;AddAffliction;AfflictionPercent;Affixes;StatusEffect;EffectOnlyOnDamage;DeflectDamageID;CanCrit;DmgCoef;DmgCoefHead;DmgCoefCrit;PowerLevel;BlockPowerLevel;CritPowerLevel;HitStun;BlockHitStun;CritHitStun;ImpactDistanceX;ImpactDistanceY;ImpactDistanceZ;ImpactDecayRate;BlockImpactDistanceX;BlockImpactDistanceY;BlockImpactDistanceZ;BlockImpactDecayRate;CritImpactDistanceX;CritImpactDistanceY;CritImpactDistanceZ;CritImpactDecayRate;AddDmg;StaggerDmgModifier;CritStaggerDmgModifier;StaggerResistModifier;TargetCameraShakeID;BlockTargetCameraShakeID;CritTargetCameraShakeID;ImpactRating;BlockStaminaDmgMod;BlockAbsorptionModifier;StunBreakoutIncrement
Undead_1H_Ranged_Pistol_Aimed_Shot;Musket;0;0;true;Bullet;Light;Thrust;;;;;;false;Deflect_Default;false;1.7000000476837158;1;1.7000000476837158;0;0;0;15;10;15;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_1H_Ranged_Pistol_Hip_Shot;Musket;0;0;true;Bullet;Light;Thrust;;;;;;false;Deflect_Default;false;0.30000001192092896;1;0.30000001192092896;0;0;0;15;10;15;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Spell_Fireball;Torch;0;0;true;Bullet;;Thrust;;;;;;false;Deflect_Default;false;1.8300000429153442;1;1.8300000429153442;1;1;1;15;10;15;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Spell_GroundWave;Unarmed;0;0;false;Bullet;;Thrust;;;;;;false;Deflect_Default;false;1.3700000047683716;1;1.3700000047683716;1;1;1;15;10;15;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Spell_AOE;Unarmed;0;0;false;Bullet;;Thrust;;;;;;false;Deflect_Default;false;2.430000066757202;1;2.430000066757202;1;1;1;15;10;15;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
UndeadDeflect_Default;Unarmed;1;0;false;;;Deflect;;;;;;false;;false;0;0;0;2;2;2;0;0;0;0;1;0;0.800000011920929;0;0;0;0.800000011920929;0;1;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.44999998807907104;1;1
Undead_Fireball_Spell;StaffSpells_No_Environment;0;0;true;Bullet;Arcane;Arcane;;;;;;false;;false;1.440000057220459;1;1.440000057220459;2;2;2;20;15;20;0;2;0;0.800000011920929;0;1;0;0.800000011920929;0;2;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_GroundWave_Spell;StaffSpells_No_Environment;0;0;false;Bullet;Arcane;Arcane;;;;;;false;;false;0.28999999165534973;1;0.28999999165534973;2;2;2;30;25;30;0;2;0;0.800000011920929;0;1;0;0.800000011920929;0;2;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Ranged_AOE_Spell;StaffSpells_No_Environment;0;0;false;Bullet;Arcane;Arcane;;;;;;false;;false;0.800000011920929;0.800000011920929;0.800000011920929;3;3;3;30;25;30;0;2;0;0.800000011920929;0;1;0;0.800000011920929;0;2;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_BlastAway_Spell;StaffSpells_No_Environment;0;0;false;Bullet;Arcane;Arcane;;;;;;false;;false;1.840000033378601;1;1.840000033378601;4;4;4;30;20;30;0;6;0.75;0.800000011920929;0;1.5;0;0.800000011920929;0;6;0.75;0.800000011920929;0;1.2000000476837158;;1;Small;Small;Small;3;0.550000011920929;1;1
Undead_Close_Staff_Attack;Unarmed;0;0;false;Bullet;Light;Strike;;;;;;false;Deflect_Default;false;1.149999976158142;1;1.149999976158142;3;3;3;25;20;25;0;1.75;0;0.800000011920929;0;0;0;0.800000011920929;0;1.75;0;0.800000011920929;0;1.5;;1.75;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Close_Overhead_Staff_Attack;Unarmed;0;0;false;Bullet;Heavy;Strike;;;;;;false;Deflect_Default;false;1.3799999952316284;1;1.3799999952316284;3;3;3;25;20;25;0;1.75;0;0.800000011920929;0;0;0;0.800000011920929;0;1.75;0;0.800000011920929;0;1.5;;1.75;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Fall;Fall;1;1;false;Bullet;;Falling;;;;;;false;;false;1;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0;0;0;0;0;;0;Small;Small;Small;3;1;1;1
Undead_1H_Ranged_Pistol_Hip_BreakGuard;Musket;0;0;true;Bullet;Light;Thrust;;;;;;false;;false;0.44999998807907104;1;0.44999998807907104;10;10;10;30;20;30;0;2;0;0.800000011920929;0;1.25;0;0.800000011920929;0;2;0;0.800000011920929;0;1.2000000476837158;;1;Small;Small;Small;3;3;1;1
Undead_1H_Sword_Attack360_1;Sword;0;0;false;Bullet;Light;Slash;;;;;;false;Deflect_Default;false;0.75;0.75;0.75;2;2;2;20;15;20;0;1;0;0.800000011920929;0;0.75;0;0.800000011920929;0;1;0;0.800000011920929;0;0.5;;1;Small;Small;Small;3;0.5;1;1
Undead_1H_Sword_Attack360_2;Sword;0;0;false;Bullet;Heavy;Slash;;;;;;false;Deflect_Default;false;0.75;0.75;0.75;2;2;2;25;20;25;0;1.5;0;0.800000011920929;0;1;0;0.800000011920929;0;1.5;0;0.800000011920929;0;0.5;;1;Small;Small;Small;3;0.5;1;1
Undead_Unarmed_Hook_Swing;Unarmed;0;0;false;Bullet;Light;Slash;;;;;;false;;false;0.8799999952316284;1;0.8799999952316284;1;2;1;15;15;15;0;1.25;0;0.800000011920929;0;0.75;0;0.800000011920929;0;1.25;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Unarmed_Hook_Uppercut;Sword;0;0;false;Bullet;Heavy;Slash;;;;;AI_Disease;true;Deflect_Default;false;1;1;1;4;3;4;30;20;30;0;3;0.25;0.800000011920929;0;2;0;0.800000011920929;0;3;0.25;0.800000011920929;0;0.5;;1;Small;Small;Small;3;0.4000000059604645;1;1
Undead_Flying_Attack;Sword;0;0;false;Bullet;Heavy;Thrust;;;;;AI_Disease;true;Deflect_Default;false;0.8500000238418579;0.8500000238418579;0.8500000238418579;3;3;3;20;15;20;0;2;0;0.800000011920929;0;2.5;0;0.800000011920929;0;2;0;0.800000011920929;0;0.5;;1;Small;Small;Small;4;0.4000000059604645;1;1
Undead_1H_Sword_BreakGuard;Sword;0;0;false;Bullet;Heavy;Thrust;;;;;;false;Deflect_Default;false;1;1;1;3;3;3;20;15;20;0;2;0;0.800000011920929;0;0.8999999761581421;0;0.800000011920929;0;2;0;0.800000011920929;0;1.2000000476837158;;1;Small;Small;Small;3;0.699999988079071;1;1
Undead_Navigator_Dash_Melee;Unarmed;0;0;false;Bullet;Light;Slash;;;;;;false;;false;1;1;1;4;3;4;20;15;20;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;0.5;;1;Small;Small;Small;4;1;1;1
Undead_Navigator_Blade_Single;Sword;0;0;false;Bullet;Light;Slash;;;;;;false;Deflect_Default;false;0.800000011920929;1;0.800000011920929;0;1;0;20;15;20;0;1.25;0;0.800000011920929;0;0;0;0.800000011920929;0;1.25;0;0.800000011920929;0;0.33000001311302185;;0;Small;Small;Small;3;0.4000000059604645;1;1
Undead_Navigator_Blade_Combo_Straight;Sword;0;0;false;Bullet;Light;Thrust;;;;;AI_Disease;true;Deflect_Default;false;0.3499999940395355;1;0.3499999940395355;1;1;1;10;15;10;0;0.800000011920929;0;0.800000011920929;0;0;0;0.800000011920929;0;0.800000011920929;0;0.800000011920929;0;0.10000000149011612;;1;Small;Small;Small;3;0.15000000596046448;1;1
Undead_Navigator_Blade_LR_Combo;Sword;0;0;false;Bullet;Light;Slash;;;;;;false;Deflect_Default;false;0.5;1;0.5;3;3;3;20;20;20;0;3;0;0.800000011920929;0;1.5;0;0.800000011920929;0;3;0;0.800000011920929;0;0.5;;1;Small;Small;Small;3;0.30000001192092896;1;1
Undead_Navigator_Blade_LR;Sword;0;0;false;Bullet;Light;Slash;;;;;;false;Deflect_Default;false;0.4000000059604645;1;0.4000000059604645;1;3;1;20;20;20;0;1;0;0.800000011920929;0;1.5;0;0.800000011920929;0;1;0;0.800000011920929;0;0.3499999940395355;;1;Small;Small;Small;3;0.20000000298023224;1;1
Undead_Navigator_Breakout_Dash;Sword;0;0;false;Bullet;Light;Slash;;;;;;false;Deflect_Default;false;0.20000000298023224;1;0.20000000298023224;2;2;2;20;15;20;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;0.800000011920929;;1;Small;Small;Small;4;0.699999988079071;1;1
Undead_Navigator_Breakout_Slash;Sword;0;0;false;Bullet;Light;Slash;;;;;;false;Deflect_Default;false;0.30000001192092896;1;0.30000001192092896;4;3;4;20;15;20;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;0.800000011920929;;1;Small;Small;Small;4;1;1;1
Undead_Navigator_Spell_GRIT;Sword;0;0;false;Bullet;Light;Slash;;;;;;false;Deflect_Default;false;0.30000001192092896;1;0.30000001192092896;4;3;4;20;15;20;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;0.5;;3.5;Small;Small;Small;4;0.699999988079071;1;1
Undead_Navigator_Pistol_Hip_Shot;Musket;0;0;true;Bullet;Light;Thrust;;;;;;false;Deflect_Default;false;0.6000000238418579;1;0.6000000238418579;0;0;0;15;10;15;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0.33000001311302185;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Navigator_Pistol_Rapid_Fire;Musket;0;0;true;Bullet;Light;Thrust;;;;;;false;Deflect_Default;false;0.3499999940395355;1;0.3499999940395355;0;0;0;10;10;10;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0.10000000149011612;;0;Small;Small;Small;3;0.20000000298023224;1;1
Undead_Hunter_Bow_Normal;Bow;0;0;true;Bullet;Light;Thrust;;;;;;false;Deflect_Default;false;0.5;0.5;0.5;0;0;0;15;10;15;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0.33000001311302185;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Hunter_Bow_Special;Bow;0;0;true;Bullet;Light;Thrust;;;;;;false;Deflect_Default;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0;0;0;0;0;;0;;Small;Small;3;0;1;1
Undead_Hunter_SpitFire;Torch;0;0;true;Bullet;Arcane;Fire;;;;;AI_Burn;true;Deflect_Default;false;0.15000000596046448;0.15000000596046448;0.15000000596046448;2;2;2;20;10;20;0;1.5;0;0.800000011920929;0;0.75;0;0.800000011920929;0;1.5;0;0.800000011920929;0;0.15000000596046448;;0;Medium;Small;Small;3;0.20000000298023224;1;1
Undead_Hunter_Torch_Swing;Torch;0;0;false;Bullet;Arcane;Fire;;;;;;false;Deflect_Default;false;0.5;1;0.5;1;1;1;15;10;15;0;1;0;0.800000011920929;0;1;0;0.800000011920929;0;1;0;0.800000011920929;0;0.33000001311302185;;0.6000000238418579;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Hunter_Swing_Breakout;Torch;0;0;false;Bullet;Arcane;Fire;;;;;;false;Deflect_Default;false;0.30000001192092896;1;0.30000001192092896;2;2;2;25;20;25;0;2;0;0.800000011920929;0;1.5;0;0.800000011920929;0;2;0;0.800000011920929;0;0.5;;0.6000000238418579;Small;Small;Small;3;0.4000000059604645;1;1
Undead_Hunter_Bow_Breakout;Bow;0;0;true;Bullet;Light;Thrust;;;;;;false;Deflect_Default;false;0.4000000059604645;0.5;0.4000000059604645;2;2;2;25;20;25;0;2.5;0;0.800000011920929;0;2;0;0.800000011920929;0;2.5;0;0.800000011920929;0;0.03999999910593033;;0.6000000238418579;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Hunter_Bow_Special_Explosion;Sword;0;0;true;Bullet;Arcane;Fire;;;;;AI_Disease;true;Deflect_Default;false;1;1;1;3;3;3;30;20;30;0;2.5;0;0.800000011920929;0;1.5;0;0.800000011920929;0;2.5;0;0.800000011920929;0;1;;0;Medium;Small;Small;3;1.2000000476837158;1;1
Undead_Hunter_Swing_Single;Torch;0;0;false;Bullet;Arcane;Fire;;;;;;false;Deflect_Default;false;0.15000000596046448;0.15000000596046448;0.15000000596046448;0;0;0;15;10;15;0;1;0;0.800000011920929;0;0;0;0.800000011920929;0;1;0;0.800000011920929;0;0.33000001311302185;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_GraveDigger_Swing;Axe;0;0;false;Bullet;Light;Slash;;;;;AI_Disease;true;Deflect_Default;false;0.5;1;0.5;1;2;1;15;15;15;0;1;0;0.800000011920929;0;2;0;0.800000011920929;0;1;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.5;1;1
Undead_GraveDigger_Charge;Axe;0;0;false;Bullet;Heavy;Thrust;;;;;;false;Deflect_Default;false;1;1;1;3;3;3;25;15;25;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;0;;0;Small;Small;Small;3;2;1;1
Undead_GraveDigger_Stab;Axe;0;0;false;Bullet;Light;Thrust;;;;;;false;Deflect_Default;false;0.3499999940395355;1;0.3499999940395355;0;1;0;16;16;16;0;0.4000000059604645;0;0.800000011920929;0;1;0;0.800000011920929;0;0.4000000059604645;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.5;1;1
Undead_2H_GraveDigger_Melee_Heavy;Axe;0;0;false;Bullet;Heavy;Strike;;;;;AI_Disease;true;Deflect_Default;false;0.4000000059604645;1;0.4000000059604645;3;3;3;15;20;15;0;1.149999976158142;0;0.800000011920929;0;0.800000011920929;0;0.800000011920929;0;1.149999976158142;0;0.800000011920929;0;1.2000000476837158;;1;Small;Small;Small;3;1;1;1
Undead_GraveDigger_Syphon;Unarmed;0;0;false;;Arcane;Arcane;;;;;;false;;false;0.25;0.25;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0;0;0;0;0;;0;;Small;Small;3;0;0;0
Drowned_Miner_Bomb;Sword;0;1;false;Bullet;Arcane;Fire;;;;;;false;Deflect_Default;false;0;1;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;0;0.800000011920929;0;0;;0;Small;Small;Small;4;0;1;1
Drowned_Miner_Bomb_Explosion;Sword;0;0;true;Bullet;Arcane;Fire;;;;;;false;Deflect_Default;false;1;1;1;3;3;3;30;20;30;0;3;0;0.800000011920929;0;2;0;0.800000011920929;0;3;0;0.800000011920929;0;0;;0;Small;Small;Small;4;7;1;1
Drowned_Miner_Breakout;Torch;0;0;false;Bullet;Arcane;Fire;;;;;;false;Deflect_Default;false;0.4000000059604645;1;0.4000000059604645;3;3;3;30;20;30;0;1.25;0;0.800000011920929;0;1;0;0.800000011920929;0;1.25;0;0.800000011920929;0;1.2000000476837158;;1;Small;Small;Small;3;2;1;1
Drowned_Miner_Breakout_Explosion;Torch;0;0;false;Bullet;Arcane;Fire;;;;;;false;Deflect_Default;false;0.4000000059604645;1;0.4000000059604645;3;3;3;30;20;30;0;3.5;0;0.800000011920929;0;2.5;0;0.800000011920929;0;3.5;0;0.800000011920929;0;1.2000000476837158;;1;Small;Small;Small;3;2;1;1
Drowned_Miner_Breakout_Explosion_Self;Torch;0;0;false;Bullet;Arcane;Fire;;;;;;false;Deflect_Default;false;0.20000000298023224;1;0.20000000298023224;3;3;3;30;20;30;0;3.5;0;0.800000011920929;0;2.5;0;0.800000011920929;0;3.5;0;0.800000011920929;0;1.2000000476837158;;1;Small;Small;Small;3;2;1;1
Undead_Pistoleer_Pistol_Whip;Unarmed;0;0;false;Bullet;Light;Strike;;;;;;false;Deflect_Default;false;0.699999988079071;1;0.699999988079071;1;1;1;20;15;20;0;1;0;0.800000011920929;0;0.75;0;0.800000011920929;0;1;0;0.800000011920929;0;0;;0;Small;Small;Small;3;0.33000001311302185;1;1
Undead_Reaction_Breakout;Fall;1;1;false;Bullet;;Falling;;;;;;false;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0;0;0;0;0;;10;Small;Small;Small;3;0;0;1
Reaction_Breakout;Fall;1;1;false;Bullet;;Falling;;;;;;false;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0;0;0;0;0;;10;Small;Small;Small;3;0;0;1
