Level;DisplayName;RequiredLevel;MaximumInfluence;InfluenceCost;CurrencyCost;SanityCheck;GameEventId;RecipeLevel;RollBonus;GatheringMultiplier;GatheringEfficiency;IconTypeUnlock;IsMilestone;Tooltip;EntitlementId;XpReward
34;;0;391;377;0;true;;0;340;0;1.0420000553131104;;false;;;62
35;;0;405;391;0;true;;0;350;0;1.0449999570846558;;false;;;64
36;;0;419;405;0;true;;0;360;0;1.0479999780654907;;false;;;66
37;;0;434;419;0;true;;0;370;0;1.0509999990463257;;false;;;68
38;;0;449;434;0;true;;0;380;0;1.0540000200271606;;false;;;70
39;;0;464;449;0;true;;0;390;0;1.0570000410079956;;false;;;72
40;;0;480;464;0;true;;0;400;0;1.059999942779541;;false;;;74
41;;0;496;480;0;true;;0;410;0;1.062999963760376;;false;;;77
42;;0;512;496;0;true;;0;420;0;1.065999984741211;;false;;;80
43;;0;529;512;0;true;;0;430;0;1.069000005722046;;false;;;83
44;;0;546;529;0;true;;0;440;0;1.0720000267028809;;false;;;86
45;@ui_alchemy1;0;564;546;0;true;;0;450;0;1.0750000476837158;Alchemy1;false;;;89
46;;0;582;564;0;true;;0;460;0;1.0779999494552612;;false;;;92
47;;0;600;582;0;true;;0;470;0;1.0809999704360962;;false;;;95
48;;0;619;600;0;true;;0;480;0;1.0839999914169312;;false;;;98
49;;0;638;619;0;true;;0;490;0;1.0870000123977661;;false;;;101
50;;0;657;638;0;true;;0;500;0;1.090000033378601;;false;Detect Cooking Ingredients;;104
51;;0;677;657;0;true;;0;510;0;1.093000054359436;;false;;;108
52;;0;697;677;0;true;;0;520;0;1.0959999561309814;;false;;;112
53;;0;718;697;0;true;;0;530;0;1.0989999771118164;;false;;;116
54;;0;739;718;0;true;;0;540;0;1.1019999980926514;;false;;;120
55;;0;760;739;0;true;;0;550;0;1.1050000190734863;;false;;;124
56;;0;782;760;0;true;;0;560;0;1.1080000400543213;;false;;;128
57;;0;804;782;0;true;;0;570;0;1.1109999418258667;;false;;;132
58;;0;827;804;0;true;;0;580;0;1.1139999628067017;;false;;;136
59;;0;850;827;0;true;;0;590;0;1.1169999837875366;;false;;;140
60;;0;873;850;0;true;;0;600;0;1.1200000047683716;;false;;;144
61;;0;897;873;0;true;;0;610;0;1.1230000257492065;;false;;;148
62;;0;921;897;0;true;;0;620;0;1.1260000467300415;;false;;;152
63;;0;946;921;0;true;;0;630;0;1.128999948501587;;false;;;156
64;;0;971;946;0;true;;0;640;0;1.1319999694824219;;false;;;160
65;;0;997;971;0;true;;0;650;0;1.1349999904632568;;false;;;164
66;;0;1023;997;0;true;;0;660;0;1.1380000114440918;;false;;;168
67;;0;1049;1023;0;true;;0;670;0;1.1410000324249268;;false;;;172
68;;0;1076;1049;0;true;;0;680;0;1.1440000534057617;;false;;;176
69;;0;1103;1076;0;true;;0;690;0;1.1469999551773071;;false;;;180
70;;0;1130;1103;0;true;;0;700;0;1.149999976158142;;false;;;184
71;;0;1158;1130;0;true;;0;710;0;1.152999997138977;;false;;;188
72;;0;1186;1158;0;true;;0;720;0;1.156000018119812;;false;;;192
73;;0;1214;1186;0;true;;0;730;0;1.159000039100647;;false;;;196
74;;0;1243;1214;0;true;;0;740;0;1.1619999408721924;;false;;;200
75;;0;1272;1243;0;true;;0;750;0;1.1649999618530273;;false;;;204
76;;0;1301;1272;0;true;;0;760;0;1.1679999828338623;;false;;;209
77;;0;1331;1301;0;true;;0;770;0;1.1710000038146973;;false;;;214
78;;0;1361;1331;0;true;;0;780;0;1.1740000247955322;;false;;;219
79;;0;1391;1361;0;true;;0;790;0;1.1770000457763672;;false;;;224
80;;0;1422;1391;0;true;;0;800;0;1.1799999475479126;;false;;;229
81;;0;1453;1422;0;true;;0;810;0;1.1829999685287476;;false;;;234
82;;0;1484;1453;0;true;;0;820;0;1.1859999895095825;;false;;;239
83;;0;1516;1484;0;true;;0;830;0;1.1890000104904175;;false;;;244
84;;0;1548;1516;0;true;;0;840;0;1.1920000314712524;;false;;;249
85;;0;1580;1548;0;true;;0;850;0;1.1950000524520874;;false;;;254
86;;0;1613;1580;0;true;;0;860;0;1.1979999542236328;;false;;;259
87;;0;1646;1613;0;true;;0;870;0;1.2009999752044678;;false;;;264
88;;0;1679;1646;0;true;;0;880;0;1.2039999961853027;;false;;;269
89;;0;1712;1679;0;true;;0;890;0;1.2070000171661377;;false;;;274
90;;0;1746;1712;0;true;;0;900;0;1.2100000381469727;;false;;;279
91;;0;1780;1746;0;true;;0;910;0;1.2130000591278076;;false;;;284
92;;0;1814;1780;0;true;;0;920;0;1.215999960899353;;false;;;289
93;;0;1848;1814;0;true;;0;930;0;1.218999981880188;;false;;;294
94;;0;1883;1848;0;true;;0;940;0;1.222000002861023;;false;;;299
95;;0;1918;1883;0;true;;0;950;0;1.225000023841858;;false;;;304
96;;0;1953;1918;0;true;;0;960;0;1.2280000448226929;;false;;;309
97;;0;1988;1953;0;true;;0;970;0;1.2309999465942383;;false;;;314
98;;0;2024;1988;0;true;;0;980;0;1.2339999675750732;;false;;;319
99;;0;2060;2024;0;true;;0;990;0;1.2369999885559082;;false;;;324
100;;0;2096;2060;0;true;;0;1000;0;1.2400000095367432;;false;Detect Hemp;;329
101;;0;2132;2096;0;true;;0;1010;0;1.2430000305175781;;false;;;335
102;;0;2168;2132;0;true;;0;1020;0;1.246000051498413;;false;;;341
103;;0;2205;2168;0;true;;0;1030;0;1.2489999532699585;;false;;;347
104;;0;2242;2205;0;true;;0;1040;0;1.2519999742507935;;false;;;353
105;;0;2279;2242;0;true;;0;1050;0;1.2549999952316284;;false;;;359
106;;0;2316;2279;0;true;;0;1060;0;1.2580000162124634;;false;;;365
107;;0;2353;2316;0;true;;0;1070;0;1.2610000371932983;;false;;;371
108;;0;2390;2353;0;true;;0;1080;0;1.2640000581741333;;false;;;377
109;;0;2427;2390;0;true;;0;1090;0;1.2669999599456787;;false;;;383
110;;0;2464;2427;0;true;;0;1100;0;1.2699999809265137;;false;;;389
111;;0;2502;2464;0;true;;0;1110;0;1.2730000019073486;;false;;;395
112;;0;2540;2502;0;true;;0;1120;0;1.2760000228881836;;false;;;401
113;;0;2578;2540;0;true;;0;1130;0;1.2790000438690186;;false;;;407
114;;0;2616;2578;0;true;;0;1140;0;1.281999945640564;;false;;;413
115;;0;2654;2616;0;true;;0;1150;0;1.284999966621399;;false;;;419
116;;0;2692;2654;0;true;;0;1160;0;1.2879999876022339;;false;;;425
117;;0;2730;2692;0;true;;0;1170;0;1.2910000085830688;;false;;;431
118;;0;2768;2730;0;true;;0;1180;0;1.2940000295639038;;false;;;437
119;;0;2806;2768;0;true;;0;1190;0;1.2970000505447388;;false;;;443
120;;0;2844;2806;0;true;;0;1200;0;1.2999999523162842;;false;;;449
121;;0;2882;2844;0;true;;0;1210;0;1.3029999732971191;;false;;;455
122;;0;2920;2882;0;true;;0;1220;0;1.305999994277954;;false;;;461
123;;0;2958;2920;0;true;;0;1230;0;1.309000015258789;;false;;;467
124;;0;2996;2958;0;true;;0;1240;0;1.312000036239624;;false;;;473
125;@ui_hempT4;0;3034;2996;0;true;;0;1250;0;1.315000057220459;harvestingplantT4;false;;;479
126;;0;3072;3034;0;true;;0;1260;0;1.3179999589920044;;false;;;486
127;;0;3110;3072;0;true;;0;1270;0;1.3209999799728394;;false;;;493
128;;0;3148;3110;0;true;;0;1280;0;1.3240000009536743;;false;;;500
129;;0;3186;3148;0;true;;0;1290;0;1.3270000219345093;;false;;;507
130;;0;3224;3186;0;true;;0;1300;0;1.3300000429153442;;false;;;514
131;;0;3262;3224;0;true;;0;1310;0;1.3329999446868896;;false;;;521
132;;0;3300;3262;0;true;;0;1320;0;1.3359999656677246;;false;;;528
133;;0;3338;3300;0;true;;0;1330;0;1.3389999866485596;;false;;;535
134;;0;3376;3338;0;true;;0;1340;0;1.3420000076293945;;false;;;542
135;;0;3413;3376;0;true;;0;1350;0;1.3450000286102295;;false;;;549
136;;0;3450;3413;0;true;;0;1360;0;1.3480000495910645;;false;;;556
137;;0;3487;3450;0;true;;0;1370;0;1.3509999513626099;;false;;;563
138;;0;3524;3487;0;true;;0;1380;0;1.3539999723434448;;false;;;570
139;;0;3561;3524;0;true;;0;1390;0;1.3569999933242798;;false;;;577
140;;0;3598;3561;0;true;;0;1400;0;1.3600000143051147;;false;;;584
141;;0;3634;3598;0;true;;0;1410;0;1.3630000352859497;;false;;;591
142;;0;3670;3634;0;true;;0;1420;0;1.3660000562667847;;false;;;598
143;;0;3706;3670;0;true;;0;1430;0;1.36899995803833;;false;;;605
144;;0;3742;3706;0;true;;0;1440;0;1.371999979019165;;false;;;612
145;;0;3778;3742;0;true;;0;1450;0;1.375;;false;;;619
146;;0;3813;3778;0;true;;0;1460;0;1.378000020980835;;false;;;626
147;;0;3848;3813;0;true;;0;1470;0;1.38100004196167;;false;;;633
148;;0;3883;3848;0;true;;0;1480;0;1.3839999437332153;;false;;;640
149;;0;3918;3883;0;true;;0;1490;0;1.3869999647140503;;false;;;647
150;;0;3953;3918;0;true;;0;1500;0;1.3899999856948853;;false;;;654
151;;0;3987;3953;0;true;;0;1510;0;1.3930000066757202;;false;;;661
152;;0;4021;3987;0;true;;0;1520;0;1.3960000276565552;;false;;;668
153;;0;4055;4021;0;true;;0;1530;0;1.3990000486373901;;false;;;675
154;;0;4089;4055;0;true;;0;1540;0;1.4019999504089355;;false;;;682
155;;0;4122;4089;0;true;;0;1550;0;1.4049999713897705;;false;;;689
156;;0;4155;4122;0;true;;0;1560;0;1.4079999923706055;;false;;;696
157;;0;4188;4155;0;true;;0;1570;0;1.4110000133514404;;false;;;703
158;;0;4221;4188;0;true;;0;1580;0;1.4140000343322754;;false;;;710
159;;0;4254;4221;0;true;;0;1590;0;1.4170000553131104;;false;;;717
160;;0;4286;4254;0;true;;0;1600;0;1.4199999570846558;;false;;;724
161;;0;4318;4286;0;true;;0;1610;0;1.4229999780654907;;false;;;732
162;;0;4350;4318;0;true;;0;1620;0;1.4259999990463257;;false;;;740
163;;0;4382;4350;0;true;;0;1630;0;1.4290000200271606;;false;;;748
164;;0;4413;4382;0;true;;0;1640;0;1.4320000410079956;;false;;;756
165;;0;4444;4413;0;true;;0;1650;0;1.434999942779541;;false;;;764
166;;0;4475;4444;0;true;;0;1660;0;1.437999963760376;;false;;;772
167;;0;4506;4475;0;true;;0;1670;0;1.440999984741211;;false;;;780
168;;0;4536;4506;0;true;;0;1680;0;1.444000005722046;;false;;;788
169;;0;4566;4536;0;true;;0;1690;0;1.4470000267028809;;false;;;796
170;;0;4596;4566;0;true;;0;1700;0;1.4500000476837158;;false;;;804
171;;0;4626;4596;0;true;;0;1710;0;1.4529999494552612;;false;;;812
172;;0;4655;4626;0;true;;0;1720;0;1.4559999704360962;;false;;;820
173;;0;4684;4655;0;true;;0;1730;0;1.4589999914169312;;false;;;828
174;;0;4713;4684;0;true;;0;1740;0;1.4620000123977661;;false;;;836
175;@ui_alchemy3;0;4741;4713;0;true;;0;1750;0;1.465000033378601;Alchemy3;false;;;844
176;;0;4769;4741;0;true;;0;1760;0;1.468000054359436;;false;;;853
177;;0;4797;4769;0;true;;0;1770;0;1.4709999561309814;;false;;;862
178;;0;4824;4797;0;true;;0;1780;0;1.4739999771118164;;false;;;871
179;;0;4851;4824;0;true;;0;1790;0;1.4769999980926514;;false;;;880
180;;0;4878;4851;0;true;;0;1800;0;1.4800000190734863;;false;;;889
181;;0;4904;4878;0;true;;0;1810;0;1.4830000400543213;;false;;;898
182;;0;4930;4904;0;true;;0;1820;0;1.4859999418258667;;false;;;907
183;;0;4956;4930;0;true;;0;1830;0;1.4889999628067017;;false;;;916
184;;0;4982;4956;0;true;;0;1840;0;1.4919999837875366;;false;;;925
185;;0;5007;4982;0;true;;0;1850;0;1.4950000047683716;;false;;;934
186;;0;5032;5007;0;true;;0;1860;0;1.4980000257492065;;false;;;943
187;;0;5057;5032;0;true;;0;1870;0;1.5010000467300415;;false;;;952
188;;0;5081;5057;0;true;;0;1880;0;1.503999948501587;;false;;;961
189;;0;5105;5081;0;true;;0;1890;0;1.5069999694824219;;false;;;970
190;;0;5129;5105;0;true;;0;1900;0;1.5099999904632568;;false;;;979
191;;0;5152;5129;0;true;;0;1910;0;1.5130000114440918;;false;;;989
192;;0;5175;5152;0;true;;0;1920;0;1.5160000324249268;;false;;;999
193;;0;5198;5175;0;true;;0;1930;0;1.5190000534057617;;false;;;1009
194;;0;5220;5198;0;true;;0;1940;0;1.5219999551773071;;false;;;1019
195;;0;5242;5220;0;true;;0;1950;0;1.524999976158142;;false;;;1029
196;;0;5264;5242;0;true;;0;1960;0;1.527999997138977;;false;;;1039
197;;0;5286;5264;0;true;;0;1970;0;1.531000018119812;;false;;;1049
198;;0;5307;5286;0;true;;0;1980;0;1.534000039100647;;false;;;1059
199;;0;5328;5307;0;true;;0;1990;0;1.5369999408721924;;false;;;1069
200;@ui_hempT5;0;5349;5328;0;true;;0;2000;0;1.5399999618530273;harvestingplantT5;false;Detect Alchemy Plants;;1079
201;;0;3592;5349;0;true;;0;2010;0;1.9550000429153442;;false;;;1155
202;;0;3619;3592;0;true;;0;2020;0;1.9600000381469727;;false;;;1160
203;;0;3647;3619;0;true;;0;2030;0;1.965000033378601;;false;;;1165
204;;0;3674;3647;0;true;;0;2040;0;1.9700000286102295;;false;;;1170
205;;0;3702;3674;0;true;;0;2050;0;1.975000023841858;;false;Detect T4 plants;;1175
206;;0;3729;3702;0;true;;0;2060;0;1.9800000190734863;;false;;;1180
207;;0;3757;3729;0;true;;0;2070;0;1.9850000143051147;;false;;;1185
208;;0;3784;3757;0;true;;0;2080;0;1.9900000095367432;;false;;;1190
209;;0;3812;3784;0;true;;0;2090;0;1.9950000047683716;;false;;;1195
210;;0;3839;3812;0;true;;0;2100;0;2;;false;;;1200
211;;0;3867;3839;0;true;;0;2110;0;2.005000114440918;;false;;;1205
212;;0;3894;3867;0;true;;0;2120;0;2.009999990463257;;false;;;1210
213;;0;3922;3894;0;true;;0;2130;0;2.015000104904175;;false;;;1215
214;;0;3949;3922;0;true;;0;2140;0;2.0199999809265137;;false;;;1220
215;;0;3977;3949;0;true;;0;2150;0;2.0250000953674316;;false;;;1225
216;;0;4004;3977;0;true;;0;2160;0;2.0299999713897705;;false;;;1230
217;;0;4032;4004;0;true;;0;2170;0;2.0350000858306885;;false;;;1235
218;;0;4059;4032;0;true;;0;2180;0;2.0399999618530273;;false;;;1240
219;;0;4087;4059;0;true;;0;2190;0;2.0450000762939453;;false;;;1245
220;;0;4114;4087;0;true;;0;2200;0;2.049999952316284;;false;;;1250
221;;0;4142;4114;0;true;;0;2210;0;2.055000066757202;;false;;;1255
222;;0;4169;4142;0;true;;0;2220;0;2.059999942779541;;false;;;1260
223;;0;4197;4169;0;true;;0;2230;0;2.065000057220459;;false;;;1265
224;;0;4224;4197;0;true;;0;2240;0;2.069999933242798;;false;;;1270
225;;0;4252;4224;0;true;;0;2250;0;2.075000047683716;;false;;;1275
226;;0;4279;4252;0;true;;0;2260;0;2.0799999237060547;;false;;;1280
227;;0;4307;4279;0;true;;0;2270;0;2.0850000381469727;;false;;;1285
228;;0;4334;4307;0;true;;0;2280;0;2.0899999141693115;;false;;;1290
229;;0;4362;4334;0;true;;0;2290;0;2.0950000286102295;;false;;;1295
230;;0;4389;4362;0;true;;0;2300;0;2.0999999046325684;;false;;;1300
231;;0;4417;4389;0;true;;0;2310;0;2.1050000190734863;;false;;;1305
232;;0;4444;4417;0;true;;0;2320;0;2.109999895095825;;false;;;1310
233;;0;4472;4444;0;true;;0;2330;0;2.115000009536743;;false;;;1315
234;;0;4499;4472;0;true;;0;2340;0;2.119999885559082;;false;;;1320
235;;0;4527;4499;0;true;;0;2350;0;2.125;;false;;;1325
236;;0;4554;4527;0;true;;0;2360;0;2.130000114440918;;false;;;1330
237;;0;4582;4554;0;true;;0;2370;0;2.134999990463257;;false;;;1335
238;;0;4609;4582;0;true;;0;2380;0;2.140000104904175;;false;;;1340
239;;0;4637;4609;0;true;;0;2390;0;2.1449999809265137;;false;;;1345
240;;0;4664;4637;0;true;;0;2400;0;2.1500000953674316;;false;;;1350
241;;0;4692;4664;0;true;;0;2410;0;2.1549999713897705;;false;;;1355
242;;0;4719;4692;0;true;;0;2420;0;2.1600000858306885;;false;;;1360
243;;0;4747;4719;0;true;;0;2430;0;2.1649999618530273;;false;;;1365
244;;0;4774;4747;0;true;;0;2440;0;2.1700000762939453;;false;;;1370
245;;0;4802;4774;0;true;;0;2450;0;2.174999952316284;;false;;;1375
246;;0;4829;4802;0;true;;0;2460;0;2.180000066757202;;false;;;1380
247;;0;4857;4829;0;true;;0;2470;0;2.184999942779541;;false;;;1385
248;;0;4884;4857;0;true;;0;2480;0;2.190000057220459;;false;;;1390
249;;0;4912;4884;0;true;;0;2490;0;2.194999933242798;;false;;;1395
250;;0;4939;4912;0;true;;0;2500;0;2.200000047683716;;false;;;1400
251;;0;4967;4939;0;true;;0;2510;0;2.2049999237060547;;false;;;1405
252;;0;4994;4967;0;true;;0;2520;0;2.2100000381469727;;false;;;1410
253;;0;5022;4994;0;true;;0;2530;0;2.2149999141693115;;false;;;1415
254;;0;5049;5022;0;true;;0;2540;0;2.2200000286102295;;false;;;1420
255;;0;5077;5049;0;true;;0;2550;0;2.2249999046325684;;false;;;1425
256;;0;5104;5077;0;true;;0;2560;0;2.2300000190734863;;false;;;1430
257;;0;5132;5104;0;true;;0;2570;0;2.234999895095825;;false;;;1435
258;;0;5159;5132;0;true;;0;2580;0;2.240000009536743;;false;;;1440
259;;0;5187;5159;0;true;;0;2590;0;2.244999885559082;;false;;;1445
260;;0;5214;5187;0;true;;0;2600;0;2.25;;false;;;1450
261;;0;5242;5214;0;true;;0;2610;0;2.255000114440918;;false;;;1455
262;;0;5269;5242;0;true;;0;2620;0;2.259999990463257;;false;;;1460
263;;0;5297;5269;0;true;;0;2630;0;2.265000104904175;;false;;;1465
264;;0;5324;5297;0;true;;0;2640;0;2.2699999809265137;;false;;;1470
265;;0;5352;5324;0;true;;0;2650;0;2.2750000953674316;;false;;;1475
266;;0;5379;5352;0;true;;0;2660;0;2.2799999713897705;;false;;;1480
267;;0;5407;5379;0;true;;0;2670;0;2.2850000858306885;;false;;;1485
268;;0;5434;5407;0;true;;0;2680;0;2.2899999618530273;;false;;;1490
269;;0;5462;5434;0;true;;0;2690;0;2.2950000762939453;;false;;;1495
270;;0;5489;5462;0;true;;0;2700;0;2.299999952316284;;false;;;1500
271;;0;5517;5489;0;true;;0;2710;0;2.305000066757202;;false;;;1505
272;;0;5544;5517;0;true;;0;2720;0;2.309999942779541;;false;;;1510
273;;0;5572;5544;0;true;;0;2730;0;2.315000057220459;;false;;;1515
274;;0;5599;5572;0;true;;0;2740;0;2.319999933242798;;false;;;1520
275;;0;5627;5599;0;true;;0;2750;0;2.325000047683716;;false;;;1525
276;;0;5654;5627;0;true;;0;2760;0;2.3299999237060547;;false;;;1530
277;;0;5682;5654;0;true;;0;2770;0;2.3350000381469727;;false;;;1535
278;;0;5709;5682;0;true;;0;2780;0;2.3399999141693115;;false;;;1540
279;;0;5737;5709;0;true;;0;2790;0;2.3450000286102295;;false;;;1545
280;;0;5764;5737;0;true;;0;2800;0;2.3499999046325684;;false;;;1550
281;;0;5792;5764;0;true;;0;2810;0;2.3550000190734863;;false;;;1555
282;;0;5819;5792;0;true;;0;2820;0;2.359999895095825;;false;;;1560
283;;0;5847;5819;0;true;;0;2830;0;2.365000009536743;;false;;;1565
284;;0;5874;5847;0;true;;0;2840;0;2.369999885559082;;false;;;1570
285;;0;5902;5874;0;true;;0;2850;0;2.375;;false;;;1575
286;;0;5929;5902;0;true;;0;2860;0;2.380000114440918;;false;;;1580
287;;0;5957;5929;0;true;;0;2870;0;2.384999990463257;;false;;;1585
288;;0;5984;5957;0;true;;0;2880;0;2.390000104904175;;false;;;1590
289;;0;6012;5984;0;true;;0;2890;0;2.3949999809265137;;false;;;1595
290;;0;6039;6012;0;true;;0;2900;0;2.4000000953674316;;false;;;1600
291;;0;6067;6039;0;true;;0;2910;0;2.4049999713897705;;false;;;1605
292;;0;6094;6067;0;true;;0;2920;0;2.4100000858306885;;false;;;1610
293;;0;6122;6094;0;true;;0;2930;0;2.4149999618530273;;false;;;1615
294;;0;6149;6122;0;true;;0;2940;0;2.4200000762939453;;false;;;1620
295;;0;6177;6149;0;true;;0;2950;0;2.424999952316284;;false;;;1625
296;;0;6204;6177;0;true;;0;2960;0;2.430000066757202;;false;;;1630
297;;0;6232;6204;0;true;;0;2970;0;2.434999942779541;;false;;;1635
298;;0;6259;6232;0;true;;0;2980;0;2.440000057220459;;false;;;1640
299;;0;6287;6259;0;true;;0;2990;0;2.444999933242798;;false;;;1645
300;;0;6314;6287;0;true;;0;3000;0;2.450000047683716;;false;Detect Alchemy Creatures;;1650
301;;0;6600;6314;0;true;;0;3010;0;2.4600000381469727;;false;;;1655
302;;0;6600;6600;0;true;;0;3020;0;2.4700000286102295;;false;;;1660
303;;0;6600;6600;0;true;;0;3030;0;2.4800000190734863;;false;;;1665
304;;0;6600;6600;0;true;;0;3040;0;2.490000009536743;;false;;;1670
305;;0;6600;6600;0;true;;0;3050;0;2.5;;false;Detect T5 plants;;1675
306;;0;6600;6600;0;true;;0;3060;0;2.509999990463257;;false;;;1680
307;;0;6600;6600;0;true;;0;3070;0;2.5199999809265137;;false;;;1685
308;;0;6600;6600;0;true;;0;3080;0;2.5299999713897705;;false;;;1690
309;;0;6600;6600;0;true;;0;3090;0;2.5399999618530273;;false;;;1695
310;;0;6600;6600;0;true;;0;3100;0;2.549999952316284;;false;;;1700
311;;0;6600;6600;0;true;;0;3110;0;2.559999942779541;;false;;;1705
312;;0;6600;6600;0;true;;0;3120;0;2.569999933242798;;false;;;1710
313;;0;6600;6600;0;true;;0;3130;0;2.5799999237060547;;false;;;1715
314;;0;6600;6600;0;true;;0;3140;0;2.5899999141693115;;false;;;1720
315;;0;6600;6600;0;true;;0;3150;0;2.5999999046325684;;false;;;1725
316;;0;6600;6600;0;true;;0;3160;0;2.609999895095825;;false;;;1730
317;;0;6600;6600;0;true;;0;3170;0;2.619999885559082;;false;;;1735
318;;0;6600;6600;0;true;;0;3180;0;2.630000114440918;;false;;;1740
319;;0;6600;6600;0;true;;0;3190;0;2.640000104904175;;false;;;1745
320;;0;6600;6600;0;true;;0;3200;0;2.6500000953674316;;false;;;1750
321;;0;6600;6600;0;true;;0;3210;0;2.6600000858306885;;false;;;1755
322;;0;6600;6600;0;true;;0;3220;0;2.6700000762939453;;false;;;1760
323;;0;6600;6600;0;true;;0;3230;0;2.680000066757202;;false;;;1765
324;;0;6600;6600;0;true;;0;3240;0;2.690000057220459;;false;;;1770
325;;0;6600;6600;0;true;;0;3250;0;2.700000047683716;;false;;;1775
326;;0;6600;6600;0;true;;0;3260;0;2.7100000381469727;;false;;;1780
327;;0;6600;6600;0;true;;0;3270;0;2.7200000286102295;;false;;;1785
328;;0;6600;6600;0;true;;0;3280;0;2.7300000190734863;;false;;;1790
329;;0;6600;6600;0;true;;0;3290;0;2.740000009536743;;false;;;1795
330;;0;6600;6600;0;true;;0;3300;0;2.75;;false;;;1800
331;;0;6600;6600;0;true;;0;3310;0;2.759999990463257;;false;;;1805
332;;0;6600;6600;0;true;;0;3320;0;2.7699999809265137;;false;;;1810
333;;0;6600;6600;0;true;;0;3330;0;2.7799999713897705;;false;;;1815
334;;0;6600;6600;0;true;;0;3340;0;2.7899999618530273;;false;;;1820
335;;0;6600;6600;0;true;;0;3350;0;2.799999952316284;;false;;;1825
336;;0;6600;6600;0;true;;0;3360;0;2.809999942779541;;false;;;1830
337;;0;6600;6600;0;true;;0;3370;0;2.819999933242798;;false;;;1835
338;;0;6600;6600;0;true;;0;3380;0;2.8299999237060547;;false;;;1840
339;;0;6600;6600;0;true;;0;3390;0;2.8399999141693115;;false;;;1845
340;;0;6600;6600;0;true;;0;3400;0;2.8499999046325684;;false;;;1850
341;;0;6600;6600;0;true;;0;3410;0;2.859999895095825;;false;;;1855
342;;0;6600;6600;0;true;;0;3420;0;2.869999885559082;;false;;;1860
343;;0;6600;6600;0;true;;0;3430;0;2.880000114440918;;false;;;1865
344;;0;6600;6600;0;true;;0;3440;0;2.890000104904175;;false;;;1870
345;;0;6600;6600;0;true;;0;3450;0;2.9000000953674316;;false;;;1875
346;;0;6600;6600;0;true;;0;3460;0;2.9100000858306885;;false;;;1880
347;;0;6600;6600;0;true;;0;3470;0;2.9200000762939453;;false;;;1885
348;;0;6600;6600;0;true;;0;3480;0;2.930000066757202;;false;;;1890
349;;0;6600;6600;0;true;;0;3490;0;2.940000057220459;;false;;;1895
350;;0;6600;6600;0;true;;0;3500;0;2.950000047683716;;false;;;1900
351;;0;6600;6600;0;true;;0;3510;0;2.9600000381469727;;false;;;1905
352;;0;6600;6600;0;true;;0;3520;0;2.9700000286102295;;false;;;1910
353;;0;6600;6600;0;true;;0;3530;0;2.9800000190734863;;false;;;1915
