ItemID;Name;ItemType;ItemTypeDisplayName;Description;ItemClass;TradingCategory;TradingFamily;TradingGroup;BindOnPickup;BindOnEquip;GearScoreOverride;MinGearScore;MaxGearScore;Tier;ItemStatsRef;GrantsHWMBump;IgnoreNameChanges;CanHavePerks;CanReplaceGem;Perk1;Perk2;Perk3;Perk4;Perk5;PerkBucket1;PerkBucket2;PerkBucket3;PerkBucket4;PerkBucket5;ForceRarity;RequiredLevel;UseTypeAffix;UseMaterialAffix;UseMagicAffix;IconCaptureGroup;UiItemClass;RDyeSlotDisabled;GDyeSlotDisabled;BDyeSlotDisabled;ADyeSlotDisabled;ArmorAppearanceM;ArmorAppearanceF;WeaponAppearanceOverride;ConfirmDestroy;ConfirmBeforeUse;ConsumeOnUse;PrefabPath;HousingTags;IconPath;HiResIconPath;MaxStackSize;DeathDropPercentage;Nonremovable;IsMissionItem;IsUniqueItem;ContainerLevel;ContainerGS;IsSalvageable;SalvageResources;IsRepairable;RepairDustModifier;RepairRecipe;CraftingRecipe;RepairGameEventID;SalvageGameEventID;SalvageAchievement;RepairTypes;IngredientCategories;IngredientBonusPrimary;IngredientBonusSecondary;IngredientGearScoreBaseBonus;IngredientGearScoreMaxBonus;ExtraBonusItemChance;Durability;DurabilityDmgOnDeath;DestroyOnBreak;Weight;AcquisitionNotificationId;AudioPickup;AudioPlace;AudioUse;AudioCreated;AudioDestroyed;MannequinTag;SoundTableID;WarboardGatherStat;WarboardDepositStat;Notes;HideInLootTicker;HideFromRewardOpenPopup
Omega_Box_Armor_Soldier_Light;@Omega_Box_Armor_Soldier_Light_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Soldier_Light_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSoldierLight;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Soldier_Trinket;@Omega_Box_Armor_Soldier_Trinket_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Soldier_Trinket_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSoldierTrinket;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Ranger;@Omega_Box_Armor_Ranger_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Ranger_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/SprigganRewardContainer1.png;lyshineui/images/icons/items_hires/SprigganRewardContainer1.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorRanger;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Ranger_Heavy;@Omega_Box_Armor_Ranger_Heavy_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Ranger_Heavy_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorRangerHeavy;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Ranger_Medium;@Omega_Box_Armor_Ranger_Medium_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Ranger_Medium_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorRangerMedium;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Ranger_Light;@Omega_Box_Armor_Ranger_Light_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Ranger_Light_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorRangerLight;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Ranger_Trinket;@Omega_Box_Armor_Ranger_Trinket_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Ranger_Trinket_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorRangerTrinket;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Scholar;@Omega_Box_Armor_Scholar_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Scholar_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/SprigganRewardContainer1.png;lyshineui/images/icons/items_hires/SprigganRewardContainer1.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorScholar;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Scholar_Heavy;@Omega_Box_Armor_Scholar_Heavy_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Scholar_Heavy_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorScholarHeavy;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Scholar_Medium;@Omega_Box_Armor_Scholar_Medium_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Scholar_Medium_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorScholarMedium;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Scholar_Light;@Omega_Box_Armor_Scholar_Light_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Scholar_Light_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorScholarLight;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Scholar_Trinket;@Omega_Box_Armor_Scholar_Trinket_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Scholar_Trinket_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorScholarTrinket;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sage;@Omega_Box_Armor_Sage_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sage_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/SprigganRewardContainer1.png;lyshineui/images/icons/items_hires/SprigganRewardContainer1.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSage;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sage_Heavy;@Omega_Box_Armor_Sage_Heavy_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sage_Heavy_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSageHeavy;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sage_Medium;@Omega_Box_Armor_Sage_Medium_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sage_Medium_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSageMedium;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sage_Light;@Omega_Box_Armor_Sage_Light_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sage_Light_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSageLight;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sage_Trinket;@Omega_Box_Armor_Sage_Trinket_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sage_Trinket_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSageTrinket;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sentry;@Omega_Box_Armor_Sentry_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sentry_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/SprigganRewardContainer1.png;lyshineui/images/icons/items_hires/SprigganRewardContainer1.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSentry;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sentry_Heavy;@Omega_Box_Armor_Sentry_Heavy_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sentry_Heavy_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSentryHeavy;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sentry_Medium;@Omega_Box_Armor_Sentry_Medium_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sentry_Medium_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSentryMedium;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sentry_Light;@Omega_Box_Armor_Sentry_Light_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sentry_Light_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSentryLight;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_Box_Armor_Sentry_Trinket;@Omega_Box_Armor_Sentry_Trinket_MasterName;Resource;@ui_itemtypedescription_resource;@Omega_Box_Armor_Sentry_Trinket_Description;Resource+LootContainer;;;;false;false;0;0;0;5;;;;false;false;;;;;;;;;;;0;;false;false;false;;UI_Rewards;false;false;false;false;;;;;false;false;;;lyshineui/images/icons/items/Resource/QuestRewardArmorT3.png;lyshineui/images/icons/items_hires/QuestRewardArmorT3.png;10000;0;false;;false;1;;true;true;false;0;[LTID]OmegaArmorSentryTrinket;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;;false
Omega_HeavyHead_Soldier;@Omega_HeavyHead_MasterName;Armor;@ui_itemtypedescription_heavy_head_slot;@Omega_HeavyHead_Description;EquippableHead+Armor+Heavy;;;;false;false;600;600;600;5;HeavyHead_Balanced;;;true;true;PerkID_Stat_ArmorSoldier;PerkID_Common_CDR;PerkID_Gem_EmptyGemSlot;;;;;;;;0;;true;true;true;;UI_Armor;false;true;true;false;Metal_Hat_T5;F_Metal_Hat_T5;;;false;false;;;lyshineui/images/icons/items/Armor/Head_SoldierT5.png;lyshineui/images/icons/items_hires/Head_SoldierT5.png;1;0;false;;false;0;;true;false;true;4;SalvageSmall_MetalT5;SalvageSmall_MetalT5;;SalvageCoinGrantT5;;;;;;;;;750;0.11999999731779099;false;80;;Play_UI_Pickup_Armour;Play_UI_Drop_Armour;Play_UI_Use_Armour;Play_UI_Created_Armour;Play_UI_item_broken;;;;;;;false
Omega_HeavyChest_Soldier;@Omega_HeavyChest_MasterName;Armor;@ui_itemtypedescription_heavy_chest_slot;@Omega_HeavyChest_Description;EquippableChest+Armor+Heavy;;;;false;false;600;600;600;5;HeavyChest_Balanced;;;true;true;PerkID_Stat_ArmorSoldier;PerkID_Common_CDR;PerkID_Gem_EmptyGemSlot;;;;;;;;0;;true;true;true;;UI_Armor;false;false;false;false;Metal_Shirt_T5;F_Metal_Shirt_T5;;;false;false;;;lyshineui/images/icons/items/Armor/Chest_SoldierT5.png;lyshineui/images/icons/items_hires/Chest_SoldierT5.png;1;0;false;;false;0;;true;false;true;4;SalvageLarge_MetalT5;SalvageLarge_MetalT5;;SalvageCoinGrantT5;;;;;;;;;750;0.11999999731779099;false;120;;Play_UI_Pickup_Armour;Play_UI_Drop_Armour;Play_UI_Use_Armour;Play_UI_Created_Armour;Play_UI_item_broken;;;;;;;false
Omega_HeavyHands_Soldier;@Omega_HeavyHands_MasterName;Armor;@ui_itemtypedescription_heavy_glove_slot;@Omega_HeavyHands_Description;EquippableHands+Armor+Heavy;;;;false;false;600;600;600;5;HeavyHands_Balanced;;;true;true;PerkID_Stat_ArmorSoldier;PerkID_Common_CDR;PerkID_Gem_EmptyGemSlot;;;;;;;;0;;true;true;true;;UI_Armor;false;false;true;false;Metal_Gloves_T5;F_Metal_Gloves_T5;;;false;false;;;lyshineui/images/icons/items/Armor/Hands_SoldierT5.png;lyshineui/images/icons/items_hires/Hands_SoldierT5.png;1;0;false;;false;0;;true;false;true;4;SalvageSmall_MetalT5;SalvageSmall_MetalT5;;SalvageCoinGrantT5;;;;;;;;;750;0.11999999731779099;false;60;;Play_UI_Pickup_Armour;Play_UI_Drop_Armour;Play_UI_Use_Armour;Play_UI_Created_Armour;Play_UI_item_broken;;;;;;;false
