Level;DisplayName;RequiredLevel;MaximumInfluence;InfluenceCost;CurrencyCost;SanityCheck;GameEventId;RecipeLevel;RollBonus;GatheringMultiplier;GatheringEfficiency;IconTypeUnlock;IsMilestone;Tooltip;EntitlementId;XpReward
71;;0;1105;1079;0;true;;0;710;0;1.152999997138977;;false;;;188
72;;0;1131;1105;0;true;;0;720;0;1.156000018119812;;false;;;192
73;;0;1158;1131;0;true;;0;730;0;1.159000039100647;;false;;;196
74;;0;1185;1158;0;true;;0;740;0;1.1619999408721924;;false;;;200
75;@ui_alchemyStones;0;1212;1185;0;true;;0;750;0;1.1649999618530273;Alchemy2;false;;;204
76;;0;1239;1212;0;true;;0;760;0;1.1679999828338623;;false;;;209
77;;0;1267;1239;0;true;;0;770;0;1.1710000038146973;;false;;;214
78;;0;1295;1267;0;true;;0;780;0;1.1740000247955322;;false;;;219
79;;0;1323;1295;0;true;;0;790;0;1.1770000457763672;;false;;;224
80;;0;1352;1323;0;true;;0;800;0;1.1799999475479126;;false;;;229
81;;0;1381;1352;0;true;;0;810;0;1.1829999685287476;;false;;;234
82;;0;1410;1381;0;true;;0;820;0;1.1859999895095825;;false;;;239
83;;0;1439;1410;0;true;;0;830;0;1.1890000104904175;;false;;;244
84;;0;1469;1439;0;true;;0;840;0;1.1920000314712524;;false;;;249
85;;0;1499;1469;0;true;;0;850;0;1.1950000524520874;;false;;;254
86;;0;1529;1499;0;true;;0;860;0;1.1979999542236328;;false;;;259
87;;0;1559;1529;0;true;;0;870;0;1.2009999752044678;;false;;;264
88;;0;1590;1559;0;true;;0;880;0;1.2039999961853027;;false;;;269
89;;0;1621;1590;0;true;;0;890;0;1.2070000171661377;;false;;;274
90;;0;1652;1621;0;true;;0;900;0;1.2100000381469727;;false;;;279
91;;0;1683;1652;0;true;;0;910;0;1.2130000591278076;;false;;;284
92;;0;1715;1683;0;true;;0;920;0;1.215999960899353;;false;;;289
93;;0;1747;1715;0;true;;0;930;0;1.218999981880188;;false;;;294
94;;0;1779;1747;0;true;;0;940;0;1.222000002861023;;false;;;299
95;;0;1811;1779;0;true;;0;950;0;1.225000023841858;;false;;;304
96;;0;1844;1811;0;true;;0;960;0;1.2280000448226929;;false;;;309
97;;0;1877;1844;0;true;;0;970;0;1.2309999465942383;;false;;;314
98;;0;1910;1877;0;true;;0;980;0;1.2339999675750732;;false;;;319
99;;0;1943;1910;0;true;;0;990;0;1.2369999885559082;;false;;;324
100;;0;1976;1943;0;true;;0;1000;0;1.2400000095367432;;false;Mine Alchemy Stones;;329
101;;0;2009;1976;0;true;;0;1010;0;1.2430000305175781;;false;;;335
102;;0;2043;2009;0;true;;0;1020;0;1.246000051498413;;false;;;341
103;;0;2077;2043;0;true;;0;1030;0;1.2489999532699585;;false;;;347
104;;0;2111;2077;0;true;;0;1040;0;1.2519999742507935;;false;;;353
105;;0;2145;2111;0;true;;0;1050;0;1.2549999952316284;;false;;;359
106;;0;2179;2145;0;true;;0;1060;0;1.2580000162124634;;false;;;365
107;;0;2213;2179;0;true;;0;1070;0;1.2610000371932983;;false;;;371
108;;0;2247;2213;0;true;;0;1080;0;1.2640000581741333;;false;;;377
109;;0;2281;2247;0;true;;0;1090;0;1.2669999599456787;;false;;;383
110;;0;2315;2281;0;true;;0;1100;0;1.2699999809265137;;false;;;389
111;;0;2350;2315;0;true;;0;1110;0;1.2730000019073486;;false;;;395
112;;0;2385;2350;0;true;;0;1120;0;1.2760000228881836;;false;;;401
113;;0;2420;2385;0;true;;0;1130;0;1.2790000438690186;;false;;;407
114;;0;2455;2420;0;true;;0;1140;0;1.281999945640564;;false;;;413
115;;0;2490;2455;0;true;;0;1150;0;1.284999966621399;;false;;;419
116;;0;2525;2490;0;true;;0;1160;0;1.2879999876022339;;false;;;425
117;;0;2560;2525;0;true;;0;1170;0;1.2910000085830688;;false;;;431
118;;0;2595;2560;0;true;;0;1180;0;1.2940000295639038;;false;;;437
119;;0;2630;2595;0;true;;0;1190;0;1.2970000505447388;;false;;;443
120;;0;2665;2630;0;true;;0;1200;0;1.2999999523162842;;false;;;449
121;;0;2700;2665;0;true;;0;1210;0;1.3029999732971191;;false;;;455
122;;0;2735;2700;0;true;;0;1220;0;1.305999994277954;;false;;;461
123;;0;2770;2735;0;true;;0;1230;0;1.309000015258789;;false;;;467
124;;0;2805;2770;0;true;;0;1240;0;1.312000036239624;;false;;;473
125;@ui_starmetal;0;2840;2805;0;true;;0;1250;0;1.315000057220459;Starmetal;false;Detect Alchemy Stones;;479
126;;0;2875;2840;0;true;;0;1260;0;1.3179999589920044;;false;;;486
127;;0;2910;2875;0;true;;0;1270;0;1.3209999799728394;;false;;;493
128;;0;2945;2910;0;true;;0;1280;0;1.3240000009536743;;false;;;500
129;;0;2980;2945;0;true;;0;1290;0;1.3270000219345093;;false;;;507
130;;0;3015;2980;0;true;;0;1300;0;1.3300000429153442;;false;Mine Lodestone;;514
131;;0;3050;3015;0;true;;0;1310;0;1.3329999446868896;;false;;;521
132;;0;3085;3050;0;true;;0;1320;0;1.3359999656677246;;false;;;528
133;;0;3119;3085;0;true;;0;1330;0;1.3389999866485596;;false;;;535
134;;0;3153;3119;0;true;;0;1340;0;1.3420000076293945;;false;;;542
135;@ui_platinum;0;3187;3153;0;true;;0;1350;0;1.3450000286102295;Platinum;false;;;549
136;;0;3221;3187;0;true;;0;1360;0;1.3480000495910645;;false;;;556
137;;0;3255;3221;0;true;;0;1370;0;1.3509999513626099;;false;;;563
138;;0;3289;3255;0;true;;0;1380;0;1.3539999723434448;;false;;;570
139;;0;3323;3289;0;true;;0;1390;0;1.3569999933242798;;false;;;577
140;;0;3356;3323;0;true;;0;1400;0;1.3600000143051147;;false;;;584
141;;0;3389;3356;0;true;;0;1410;0;1.3630000352859497;;false;;;591
142;;0;3422;3389;0;true;;0;1420;0;1.3660000562667847;;false;;;598
143;;0;3455;3422;0;true;;0;1430;0;1.36899995803833;;false;;;605
144;;0;3488;3455;0;true;;0;1440;0;1.371999979019165;;false;;;612
145;;0;3520;3488;0;true;;0;1450;0;1.375;;false;;;619
146;;0;3552;3520;0;true;;0;1460;0;1.378000020980835;;false;;;626
147;;0;3584;3552;0;true;;0;1470;0;1.38100004196167;;false;;;633
148;;0;3616;3584;0;true;;0;1480;0;1.3839999437332153;;false;;;640
149;;0;3648;3616;0;true;;0;1490;0;1.3869999647140503;;false;;;647
150;;0;3680;3648;0;true;;0;1500;0;1.3899999856948853;;false;Mine Gold;;654
151;;0;3711;3680;0;true;;0;1510;0;1.3930000066757202;;false;;;661
152;;0;3742;3711;0;true;;0;1520;0;1.3960000276565552;;false;;;668
153;;0;3773;3742;0;true;;0;1530;0;1.3990000486373901;;false;;;675
154;;0;3804;3773;0;true;;0;1540;0;1.4019999504089355;;false;;;682
155;@ui_lodestone;0;3834;3804;0;true;;0;1550;0;1.4049999713897705;Lodestone;false;Detect Lodestone;;689
156;;0;3864;3834;0;true;;0;1560;0;1.4079999923706055;;false;;;696
157;;0;3894;3864;0;true;;0;1570;0;1.4110000133514404;;false;;;703
158;;0;3924;3894;0;true;;0;1580;0;1.4140000343322754;;false;;;710
159;;0;3954;3924;0;true;;0;1590;0;1.4170000553131104;;false;;;717
160;;0;3983;3954;0;true;;0;1600;0;1.4199999570846558;;false;;;724
161;;0;4012;3983;0;true;;0;1610;0;1.4229999780654907;;false;;;732
162;;0;4041;4012;0;true;;0;1620;0;1.4259999990463257;;false;;;740
163;;0;4070;4041;0;true;;0;1630;0;1.4290000200271606;;false;;;748
164;;0;4098;4070;0;true;;0;1640;0;1.4320000410079956;;false;;;756
165;;0;4126;4098;0;true;;0;1650;0;1.434999942779541;;false;;;764
166;;0;4154;4126;0;true;;0;1660;0;1.437999963760376;;false;;;772
167;;0;4182;4154;0;true;;0;1670;0;1.440999984741211;;false;;;780
168;;0;4210;4182;0;true;;0;1680;0;1.444000005722046;;false;;;788
169;;0;4237;4210;0;true;;0;1690;0;1.4470000267028809;;false;;;796
170;;0;4264;4237;0;true;;0;1700;0;1.4500000476837158;;false;;;804
171;;0;4291;4264;0;true;;0;1710;0;1.4529999494552612;;false;;;812
172;;0;4318;4291;0;true;;0;1720;0;1.4559999704360962;;false;;;820
173;;0;4344;4318;0;true;;0;1730;0;1.4589999914169312;;false;;;828
174;;0;4370;4344;0;true;;0;1740;0;1.4620000123977661;;false;;;836
175;;0;4396;4370;0;true;;0;1750;0;1.465000033378601;;false;Detect Gold;;844
176;;0;4422;4396;0;true;;0;1760;0;1.468000054359436;;false;;;853
177;;0;4447;4422;0;true;;0;1770;0;1.4709999561309814;;false;;;862
178;;0;4472;4447;0;true;;0;1780;0;1.4739999771118164;;false;;;871
179;;0;4497;4472;0;true;;0;1790;0;1.4769999980926514;;false;;;880
180;;0;4521;4497;0;true;;0;1800;0;1.4800000190734863;;false;Mine Starmetal;;889
181;;0;4545;4521;0;true;;0;1810;0;1.4830000400543213;;false;;;898
182;;0;4569;4545;0;true;;0;1820;0;1.4859999418258667;;false;;;907
183;;0;4592;4569;0;true;;0;1830;0;1.4889999628067017;;false;;;916
184;;0;4615;4592;0;true;;0;1840;0;1.4919999837875366;;false;;;925
185;;0;4638;4615;0;true;;0;1850;0;1.4950000047683716;;false;;;934
186;;0;4661;4638;0;true;;0;1860;0;1.4980000257492065;;false;;;943
187;;0;4683;4661;0;true;;0;1870;0;1.5010000467300415;;false;;;952
188;;0;4705;4683;0;true;;0;1880;0;1.503999948501587;;false;;;961
189;;0;4727;4705;0;true;;0;1890;0;1.5069999694824219;;false;;;970
190;;0;4748;4727;0;true;;0;1900;0;1.5099999904632568;;false;;;979
191;;0;4769;4748;0;true;;0;1910;0;1.5130000114440918;;false;;;989
192;;0;4790;4769;0;true;;0;1920;0;1.5160000324249268;;false;;;999
193;;0;4811;4790;0;true;;0;1930;0;1.5190000534057617;;false;;;1009
194;;0;4831;4811;0;true;;0;1940;0;1.5219999551773071;;false;;;1019
195;;0;4851;4831;0;true;;0;1950;0;1.524999976158142;;false;;;1029
196;;0;4871;4851;0;true;;0;1960;0;1.527999997138977;;false;;;1039
197;;0;4891;4871;0;true;;0;1970;0;1.531000018119812;;false;;;1049
198;;0;4910;4891;0;true;;0;1980;0;1.534000039100647;;false;;;1059
199;;0;4929;4910;0;true;;0;1990;0;1.5369999408721924;;false;;;1069
200;@ui_orichalcum;0;4948;4929;0;true;;0;2000;0;1.5399999618530273;Orichalcum;false;;;1079
201;;0;2612;4948;0;true;;0;2010;0;1.9550000429153442;;false;;;1155
202;;0;2632;2612;0;true;;0;2020;0;1.9600000381469727;;false;;;1160
203;;0;2652;2632;0;true;;0;2030;0;1.965000033378601;;false;;;1165
204;;0;2672;2652;0;true;;0;2040;0;1.9700000286102295;;false;;;1170
205;;0;2692;2672;0;true;;0;2050;0;1.975000023841858;;false;Detect Starmetal;;1175
206;;0;2712;2692;0;true;;0;2060;0;1.9800000190734863;;false;;;1180
207;;0;2732;2712;0;true;;0;2070;0;1.9850000143051147;;false;;;1185
208;;0;2752;2732;0;true;;0;2080;0;1.9900000095367432;;false;;;1190
209;;0;2772;2752;0;true;;0;2090;0;1.9950000047683716;;false;;;1195
210;;0;2792;2772;0;true;;0;2100;0;2;;false;Mine Platinum;;1200
211;;0;2812;2792;0;true;;0;2110;0;2.005000114440918;;false;;;1205
212;;0;2832;2812;0;true;;0;2120;0;2.009999990463257;;false;;;1210
213;;0;2852;2832;0;true;;0;2130;0;2.015000104904175;;false;;;1215
214;;0;2872;2852;0;true;;0;2140;0;2.0199999809265137;;false;;;1220
215;;0;2892;2872;0;true;;0;2150;0;2.0250000953674316;;false;;;1225
216;;0;2912;2892;0;true;;0;2160;0;2.0299999713897705;;false;;;1230
217;;0;2932;2912;0;true;;0;2170;0;2.0350000858306885;;false;;;1235
218;;0;2952;2932;0;true;;0;2180;0;2.0399999618530273;;false;;;1240
219;;0;2972;2952;0;true;;0;2190;0;2.0450000762939453;;false;;;1245
220;;0;2992;2972;0;true;;0;2200;0;2.049999952316284;;false;;;1250
221;;0;3012;2992;0;true;;0;2210;0;2.055000066757202;;false;;;1255
222;;0;3032;3012;0;true;;0;2220;0;2.059999942779541;;false;;;1260
223;;0;3052;3032;0;true;;0;2230;0;2.065000057220459;;false;;;1265
224;;0;3072;3052;0;true;;0;2240;0;2.069999933242798;;false;;;1270
225;;0;3092;3072;0;true;;0;2250;0;2.075000047683716;;false;;;1275
226;;0;3112;3092;0;true;;0;2260;0;2.0799999237060547;;false;;;1280
227;;0;3132;3112;0;true;;0;2270;0;2.0850000381469727;;false;;;1285
228;;0;3152;3132;0;true;;0;2280;0;2.0899999141693115;;false;;;1290
229;;0;3172;3152;0;true;;0;2290;0;2.0950000286102295;;false;;;1295
230;;0;3192;3172;0;true;;0;2300;0;2.0999999046325684;;false;;;1300
231;;0;3212;3192;0;true;;0;2310;0;2.1050000190734863;;false;;;1305
232;;0;3232;3212;0;true;;0;2320;0;2.109999895095825;;false;;;1310
233;;0;3252;3232;0;true;;0;2330;0;2.115000009536743;;false;;;1315
234;;0;3272;3252;0;true;;0;2340;0;2.119999885559082;;false;;;1320
235;;0;3292;3272;0;true;;0;2350;0;2.125;;false;Detect Platinum;;1325
236;;0;3312;3292;0;true;;0;2360;0;2.130000114440918;;false;;;1330
237;;0;3332;3312;0;true;;0;2370;0;2.134999990463257;;false;;;1335
238;;0;3352;3332;0;true;;0;2380;0;2.140000104904175;;false;;;1340
239;;0;3372;3352;0;true;;0;2390;0;2.1449999809265137;;false;;;1345
240;;0;3392;3372;0;true;;0;2400;0;2.1500000953674316;;false;;;1350
241;;0;3412;3392;0;true;;0;2410;0;2.1549999713897705;;false;;;1355
242;;0;3432;3412;0;true;;0;2420;0;2.1600000858306885;;false;;;1360
243;;0;3452;3432;0;true;;0;2430;0;2.1649999618530273;;false;;;1365
244;;0;3472;3452;0;true;;0;2440;0;2.1700000762939453;;false;;;1370
245;;0;3492;3472;0;true;;0;2450;0;2.174999952316284;;false;;;1375
246;;0;3512;3492;0;true;;0;2460;0;2.180000066757202;;false;;;1380
247;;0;3532;3512;0;true;;0;2470;0;2.184999942779541;;false;;;1385
248;;0;3552;3532;0;true;;0;2480;0;2.190000057220459;;false;;;1390
249;;0;3572;3552;0;true;;0;2490;0;2.194999933242798;;false;;;1395
250;;0;3592;3572;0;true;;0;2500;0;2.200000047683716;;false;Mine Orichalcum;;1400
251;;0;3612;3592;0;true;;0;2510;0;2.2049999237060547;;false;;;1405
252;;0;3632;3612;0;true;;0;2520;0;2.2100000381469727;;false;;;1410
253;;0;3652;3632;0;true;;0;2530;0;2.2149999141693115;;false;;;1415
254;;0;3672;3652;0;true;;0;2540;0;2.2200000286102295;;false;;;1420
255;;0;3692;3672;0;true;;0;2550;0;2.2249999046325684;;false;;;1425
256;;0;3712;3692;0;true;;0;2560;0;2.2300000190734863;;false;;;1430
257;;0;3732;3712;0;true;;0;2570;0;2.234999895095825;;false;;;1435
258;;0;3752;3732;0;true;;0;2580;0;2.240000009536743;;false;;;1440
259;;0;3772;3752;0;true;;0;2590;0;2.244999885559082;;false;;;1445
260;;0;3792;3772;0;true;;0;2600;0;2.25;;false;;;1450
261;;0;3812;3792;0;true;;0;2610;0;2.255000114440918;;false;;;1455
262;;0;3832;3812;0;true;;0;2620;0;2.259999990463257;;false;;;1460
263;;0;3852;3832;0;true;;0;2630;0;2.265000104904175;;false;;;1465
264;;0;3872;3852;0;true;;0;2640;0;2.2699999809265137;;false;;;1470
265;;0;3892;3872;0;true;;0;2650;0;2.2750000953674316;;false;;;1475
266;;0;3912;3892;0;true;;0;2660;0;2.2799999713897705;;false;;;1480
267;;0;3932;3912;0;true;;0;2670;0;2.2850000858306885;;false;;;1485
268;;0;3952;3932;0;true;;0;2680;0;2.2899999618530273;;false;;;1490
269;;0;3972;3952;0;true;;0;2690;0;2.2950000762939453;;false;;;1495
270;;0;3992;3972;0;true;;0;2700;0;2.299999952316284;;false;;;1500
271;;0;4012;3992;0;true;;0;2710;0;2.305000066757202;;false;;;1505
272;;0;4032;4012;0;true;;0;2720;0;2.309999942779541;;false;;;1510
273;;0;4052;4032;0;true;;0;2730;0;2.315000057220459;;false;;;1515
274;;0;4072;4052;0;true;;0;2740;0;2.319999933242798;;false;;;1520
275;;0;4092;4072;0;true;;0;2750;0;2.325000047683716;;false;;;1525
276;;0;4112;4092;0;true;;0;2760;0;2.3299999237060547;;false;;;1530
277;;0;4132;4112;0;true;;0;2770;0;2.3350000381469727;;false;;;1535
278;;0;4152;4132;0;true;;0;2780;0;2.3399999141693115;;false;;;1540
279;;0;4172;4152;0;true;;0;2790;0;2.3450000286102295;;false;;;1545
280;;0;4192;4172;0;true;;0;2800;0;2.3499999046325684;;false;;;1550
281;;0;4212;4192;0;true;;0;2810;0;2.3550000190734863;;false;;;1555
282;;0;4232;4212;0;true;;0;2820;0;2.359999895095825;;false;;;1560
283;;0;4252;4232;0;true;;0;2830;0;2.365000009536743;;false;;;1565
284;;0;4272;4252;0;true;;0;2840;0;2.369999885559082;;false;;;1570
285;;0;4292;4272;0;true;;0;2850;0;2.375;;false;;;1575
286;;0;4312;4292;0;true;;0;2860;0;2.380000114440918;;false;;;1580
287;;0;4332;4312;0;true;;0;2870;0;2.384999990463257;;false;;;1585
288;;0;4352;4332;0;true;;0;2880;0;2.390000104904175;;false;;;1590
289;;0;4372;4352;0;true;;0;2890;0;2.3949999809265137;;false;;;1595
290;;0;4392;4372;0;true;;0;2900;0;2.4000000953674316;;false;;;1600
291;;0;4412;4392;0;true;;0;2910;0;2.4049999713897705;;false;;;1605
292;;0;4432;4412;0;true;;0;2920;0;2.4100000858306885;;false;;;1610
293;;0;4452;4432;0;true;;0;2930;0;2.4149999618530273;;false;;;1615
294;;0;4472;4452;0;true;;0;2940;0;2.4200000762939453;;false;;;1620
295;;0;4492;4472;0;true;;0;2950;0;2.424999952316284;;false;;;1625
296;;0;4512;4492;0;true;;0;2960;0;2.430000066757202;;false;;;1630
297;;0;4532;4512;0;true;;0;2970;0;2.434999942779541;;false;;;1635
298;;0;4552;4532;0;true;;0;2980;0;2.440000057220459;;false;;;1640
299;;0;4572;4552;0;true;;0;2990;0;2.444999933242798;;false;;;1645
300;;0;4592;4572;0;true;;0;3000;0;2.450000047683716;;false;Detect Orichalcum;;1650
301;;0;4800;4592;0;true;;0;3010;0;2.4600000381469727;;false;;;1655
302;;0;4800;4800;0;true;;0;3020;0;2.4700000286102295;;false;;;1660
303;;0;4800;4800;0;true;;0;3030;0;2.4800000190734863;;false;;;1665
304;;0;4800;4800;0;true;;0;3040;0;2.490000009536743;;false;;;1670
305;;0;4800;4800;0;true;;0;3050;0;2.5;;false;;;1675
306;;0;4800;4800;0;true;;0;3060;0;2.509999990463257;;false;;;1680
307;;0;4800;4800;0;true;;0;3070;0;2.5199999809265137;;false;;;1685
308;;0;4800;4800;0;true;;0;3080;0;2.5299999713897705;;false;;;1690
309;;0;4800;4800;0;true;;0;3090;0;2.5399999618530273;;false;;;1695
310;;0;4800;4800;0;true;;0;3100;0;2.549999952316284;;false;;;1700
311;;0;4800;4800;0;true;;0;3110;0;2.559999942779541;;false;;;1705
312;;0;4800;4800;0;true;;0;3120;0;2.569999933242798;;false;;;1710
313;;0;4800;4800;0;true;;0;3130;0;2.5799999237060547;;false;;;1715
314;;0;4800;4800;0;true;;0;3140;0;2.5899999141693115;;false;;;1720
315;;0;4800;4800;0;true;;0;3150;0;2.5999999046325684;;false;;;1725
316;;0;4800;4800;0;true;;0;3160;0;2.609999895095825;;false;;;1730
317;;0;4800;4800;0;true;;0;3170;0;2.619999885559082;;false;;;1735
318;;0;4800;4800;0;true;;0;3180;0;2.630000114440918;;false;;;1740
319;;0;4800;4800;0;true;;0;3190;0;2.640000104904175;;false;;;1745
320;;0;4800;4800;0;true;;0;3200;0;2.6500000953674316;;false;;;1750
321;;0;4800;4800;0;true;;0;3210;0;2.6600000858306885;;false;;;1755
322;;0;4800;4800;0;true;;0;3220;0;2.6700000762939453;;false;;;1760
323;;0;4800;4800;0;true;;0;3230;0;2.680000066757202;;false;;;1765
324;;0;4800;4800;0;true;;0;3240;0;2.690000057220459;;false;;;1770
325;;0;4800;4800;0;true;;0;3250;0;2.700000047683716;;false;;;1775
326;;0;4800;4800;0;true;;0;3260;0;2.7100000381469727;;false;;;1780
327;;0;4800;4800;0;true;;0;3270;0;2.7200000286102295;;false;;;1785
328;;0;4800;4800;0;true;;0;3280;0;2.7300000190734863;;false;;;1790
329;;0;4800;4800;0;true;;0;3290;0;2.740000009536743;;false;;;1795
330;;0;4800;4800;0;true;;0;3300;0;2.75;;false;;;1800
331;;0;4800;4800;0;true;;0;3310;0;2.759999990463257;;false;;;1805
332;;0;4800;4800;0;true;;0;3320;0;2.7699999809265137;;false;;;1810
333;;0;4800;4800;0;true;;0;3330;0;2.7799999713897705;;false;;;1815
334;;0;4800;4800;0;true;;0;3340;0;2.7899999618530273;;false;;;1820
335;;0;4800;4800;0;true;;0;3350;0;2.799999952316284;;false;;;1825
336;;0;4800;4800;0;true;;0;3360;0;2.809999942779541;;false;;;1830
337;;0;4800;4800;0;true;;0;3370;0;2.819999933242798;;false;;;1835
338;;0;4800;4800;0;true;;0;3380;0;2.8299999237060547;;false;;;1840
339;;0;4800;4800;0;true;;0;3390;0;2.8399999141693115;;false;;;1845
340;;0;4800;4800;0;true;;0;3400;0;2.8499999046325684;;false;;;1850
341;;0;4800;4800;0;true;;0;3410;0;2.859999895095825;;false;;;1855
342;;0;4800;4800;0;true;;0;3420;0;2.869999885559082;;false;;;1860
343;;0;4800;4800;0;true;;0;3430;0;2.880000114440918;;false;;;1865
344;;0;4800;4800;0;true;;0;3440;0;2.890000104904175;;false;;;1870
345;;0;4800;4800;0;true;;0;3450;0;2.9000000953674316;;false;;;1875
346;;0;4800;4800;0;true;;0;3460;0;2.9100000858306885;;false;;;1880
347;;0;4800;4800;0;true;;0;3470;0;2.9200000762939453;;false;;;1885
348;;0;4800;4800;0;true;;0;3480;0;2.930000066757202;;false;;;1890
349;;0;4800;4800;0;true;;0;3490;0;2.940000057220459;;false;;;1895
350;;0;4800;4800;0;true;;0;3500;0;2.950000047683716;;false;;;1900
351;;0;4800;4800;0;true;;0;3510;0;2.9600000381469727;;false;;;1905
