ItemID;Name;ItemType;ItemTypeDisplayName;Description;ItemClass;TradingCategory;TradingFamily;TradingGroup;BindOnPickup;BindOnEquip;GearScoreOverride;MinGearScore;MaxGearScore;Tier;ItemStatsRef;GrantsHWMBump;IgnoreNameChanges;CanHavePerks;CanReplaceGem;Perk1;Perk2;Perk3;Perk4;Perk5;PerkBucket1;PerkBucket2;PerkBucket3;PerkBucket4;PerkBucket5;ForceRarity;RequiredLevel;UseTypeAffix;UseMaterialAffix;UseMagicAffix;IconCaptureGroup;UiItemClass;RDyeSlotDisabled;GDyeSlotDisabled;BDyeSlotDisabled;ADyeSlotDisabled;ArmorAppearanceM;ArmorAppearanceF;WeaponAppearanceOverride;ConfirmDestroy;ConfirmBeforeUse;ConsumeOnUse;PrefabPath;HousingTags;IconPath;MaxStackSize;DeathDropPercentage;Nonremovable;IsMissionItem;IsUniqueItem;ContainerLevel;ContainerGS;IsSalvageable;SalvageResources;IsRepairable;RepairDustModifier;RepairRecipe;CraftingRecipe;RepairGameEventID;SalvageGameEventID;SalvageAchievement;RepairTypes;IngredientCategories;IngredientBonusPrimary;IngredientBonusSecondary;IngredientGearScoreBaseBonus;IngredientGearScoreMaxBonus;ExtraBonusItemChance;Durability;DurabilityDmgOnDeath;DestroyOnBreak;Weight;AcquisitionNotificationId;AudioPickup;AudioPlace;AudioUse;AudioCreated;AudioDestroyed;MannequinTag;SoundTableID;WarboardGatherStat;WarboardDepositStat;Notes;HideInLootTicker
QuestRewardWeaponsL9;@QuestRewardWeaponsL9_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;0;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;9;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL10;@QuestRewardWeaponsL10_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;10;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL11;@QuestRewardWeaponsL11_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;11;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL12;@QuestRewardWeaponsL12_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;12;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL13;@QuestRewardWeaponsL13_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;13;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL14;@QuestRewardWeaponsL14_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;14;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL15;@QuestRewardWeaponsL15_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;15;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL16;@QuestRewardWeaponsL16_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;16;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL17;@QuestRewardWeaponsL17_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;17;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL18;@QuestRewardWeaponsL18_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;18;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL19;@QuestRewardWeaponsL19_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;2;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT2;10000;0;false;false;;19;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL20;@QuestRewardWeaponsL20_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;20;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL21;@QuestRewardWeaponsL21_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;21;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL22;@QuestRewardWeaponsL22_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;22;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL23;@QuestRewardWeaponsL23_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;23;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL24;@QuestRewardWeaponsL24_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;24;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL25;@QuestRewardWeaponsL25_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;25;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL26;@QuestRewardWeaponsL26_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;26;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL27;@QuestRewardWeaponsL27_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;27;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL28;@QuestRewardWeaponsL28_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;28;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL29;@QuestRewardWeaponsL29_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;29;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL30;@QuestRewardWeaponsL30_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;30;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL31;@QuestRewardWeaponsL31_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;31;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL32;@QuestRewardWeaponsL32_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;32;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL33;@QuestRewardWeaponsL33_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;33;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL34;@QuestRewardWeaponsL34_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;34;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL35;@QuestRewardWeaponsL35_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;35;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL36;@QuestRewardWeaponsL36_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;36;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL37;@QuestRewardWeaponsL37_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;37;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL38;@QuestRewardWeaponsL38_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;38;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL39;@QuestRewardWeaponsL39_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;3;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT3;10000;0;false;false;;39;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL40;@QuestRewardWeaponsL40_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;4;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT4;10000;0;false;false;;40;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL41;@QuestRewardWeaponsL41_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;4;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT4;10000;0;false;false;;41;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL42;@QuestRewardWeaponsL42_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;4;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT4;10000;0;false;false;;42;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
QuestRewardWeaponsL43;@QuestRewardWeaponsL43_MasterName;Resource;@ui_itemtypedescription_resource;@RewardContainerInfo;Resource+LootContainer;;;;true;;0;0;0;4;;;false;false;false;;;;;;;;;;;1;0;false;false;false;;LootContainer;false;false;false;false;;;;;false;false;;;QuestRewardWeaponsT4;10000;0;false;false;;43;0;true;true;false;0;[LTID]WeaponCase;;;;;;;;;;;;0;0;false;5;;Play_UI_Pickup_Generic;Play_UI_Drop_Generic;Play_UI_Use_Generic;Play_UI_Created_Generic;;;;;;;false
