ConsumableID;AddStatusEffects;StatusEffectMod;DurationOverrides;MinDurationModifier;MaxDurationModifier;DurationScaleFactor;MinPotencyModifier;MaxPotencyModifier;PotencyScaleFactor;RemoveStatusEffects;RemoveStatusEffectCategories;DisplayStatusEffect;UseCount;WeaponUseCount;AfflictionDamage;BaseDamageModifier;BaseDamageType;DamageType;Damage;DMGVitalsCategory;OnUseAffliction;StatMultipliers;RequiredItemClass;MannequinTag;CooldownDuration;CooldownId
PotionHealthT1;PotionHeal;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
PotionHealthBT1;PotionHeal;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
PotionHealthT2;PotionHealT2;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
PotionHealthT3;PotionHealT3;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
PotionHealthT4;PotionHealT4;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
PotionHealthT5;PotionHealT5;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
PotionManaT1;PotionMana;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;15;PotionMana
PotionManaT2;PotionManaT2;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;15;PotionMana
PotionManaT3;PotionManaT3;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;15;PotionMana
PotionManaT4;PotionManaT4;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;15;PotionMana
PotionManaT5;PotionManaT5;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;15;PotionMana
PotionRegenT1;MinorPotionRegen;1;10;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionRegen
PotionRegenT2;MajorPotionRegen;1;10;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionRegen
PotionRegenT3;GreaterPotionRegen;1;10;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionRegen
PotionRegenT4;GrandPotionRegen;1;10;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionRegen
PotionEnduranceT1;MajorPotionEndurance;1;60;0;0;1;0;0;0;;Boost;;0;;;;;;;;;;;Potion;0;
PotionEnduranceT2;GreaterPotionEndurance;1;60;0;0;1;0;0;0;;Boost;;0;;;;;;;;;;;Potion;0;
PotionEnduranceT3;GrandPotionEndurance;1;60;0;0;1;0;0;0;;Boost;;0;;;;;;;;;;;Potion;0;
PotionFocusT1;MinorPotionFocus;1;60;0;0;1;0;0;0;;Focus;;0;;;;;;;;;;;Potion;0;
PotionFocusT2;MajorPotionFocus;1;60;0;0;1;0;0;0;;Focus;;0;;;;;;;;;;;Potion;0;
PotionFocusT3;GreaterPotionFocus;1;60;0;0;1;0;0;0;;Focus;;0;;;;;;;;;;;Potion;0;
PotionFocusT4;GrandPotionFocus;1;60;0;0;1;0;0;0;;Focus;;0;;;;;;;;;;;Potion;0;
PotionStalwartT1;MinorPotionStalwart;1;60;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;0;
PotionStalwartT2;MajorPotionStalwart;1;60;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;0;
PotionStalwartT3;GrandPotionStalwart;1;60;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;0;
PotionEncumbranceT1;MajorPotionEncumbrance;1;120;0;0;1;0;0;0;;Boost;;0;;;;;;;;;;;Potion;0;
PotionEncumbranceT2;GreaterPotionEncumbrance;1;150;0;0;1;0;0;0;;Boost;;0;;;;;;;;;;;Potion;0;
PotionEncumbranceT3;GrandPotionEncumbrance;1;180;0;0;1;0;0;0;;Boost;;0;;;;;;;;;;;Potion;0;
PotionCleanseFTW;Cleanse;1;5;0;0;1;0;0;0;MinorCurseAbsorb+MajorCurseAbsorb+GreaterCurseAbsorb+GrandCurseAbsorb+MinorPoisonAbsorb+MajorPoisonAbsorb+GreaterPoisonAbsorb+GrandPoisonAbsorb+MinorDiseaseAbsorb+MajorDiseaseAbsorb+GreaterDiseaseAbsorb+GrandDiseaseAbsorb+MinorBleedAbsorb+MajorBleedAbsorb+GreaterBleedAbsorb+GrandBleedAbsorb+MinorFrostbiteAbsorb+MajorFrostbiteAbsorb+GreaterFrostbiteAbsorb+GrandFrostbiteAbsorb;;;0;;;;;;;;AfflictionCurse=-1000+AfflictionPoison=-1000+AfflictionDisease=-1000+AfflictionBleed=-1000+AfflictionFrostbite=-1000;;;Potion;10;PotionCleanse
PotionHasteFTW;PotionHaste;1;20;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;60;PotionHaste
BlessedWater;GrandDrinkStaminaRegen;1;120;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;0;
PotionHealthFTW;PotionHealT5;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
PotionManaFTW;PotionManaT5;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;15;PotionMana
TinctureCorruptionT2;MinorCurseAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionCurse=-9999;;;Potion;0;
TinctureCorruptionT3;MajorCurseAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionCurse=-9999;;;Potion;0;
TinctureCorruptionT4;GreaterCurseAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionCurse=-9999;;;Potion;0;
TinctureCorruptionT5;GrandCurseAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionCurse=-9999;;;Potion;0;
TinctureBlightT2;MinorBlightAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionBlight=-9999;;;Potion;0;
TinctureBlightT3;MajorBlightAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionBlight=-9999;;;Potion;0;
TinctureBlightT4;GreaterBlightAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionBlight=-9999;;;Potion;0;
TinctureBlightT5;GrandBlightAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionBlight=-9999;;;Potion;0;
TinctureFreezingT2;MinorFrostbiteAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionFrostbite=-9999;;;Potion;0;
TinctureFreezingT3;MajorFrostbiteAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionFrostbite=-9999;;;Potion;0;
TinctureFreezingT4;GreaterFrostbiteAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionFrostbite=-9999;;;Potion;0;
TinctureFreezingT5;GrandFrostbiteAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionFrostbite=-9999;;;Potion;0;
CoatingBeastT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_Beasts_T2;0;;;;;;;Beast=.09;;;;WeaponOil;0;
CoatingBeastT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_Beasts_T3;0;;;;;;;Beast=.11;;;;WeaponOil;0;
CoatingBeastT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_Beasts_T4;0;;;;;;;Beast=.13;;;;WeaponOil;0;
CoatingBeastT5;;1;2400;0;0;1;0;0;0;;;WeaponCoatingEffect_Beasts_T5;0;;;;;;;Beast=.15;;;;WeaponOil;0;
CoatingLostT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_Lost_T2;0;;;;;;;Lost=.09;;;;WeaponOil;0;
CoatingLostT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_Lost_T3;0;;;;;;;Lost=.11;;;;WeaponOil;0;
CoatingLostT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_Lost_T4;0;;;;;;;Lost=.13;;;;WeaponOil;0;
CoatingLostT5;;1;2400;0;0;1;0;0;0;;;WeaponCoatingEffect_Lost_T5;0;;;;;;;Lost=.15;;;;WeaponOil;0;
CoatingCorruptedT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_Corrupted_T2;0;;;;;;;Corrupted=.09;;;;WeaponOil;0;
CoatingCorruptedT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_Corrupted_T3;0;;;;;;;Corrupted=.11;;;;WeaponOil;0;
CoatingCorruptedT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_Corrupted_T4;0;;;;;;;Corrupted=.13;;;;WeaponOil;0;
CoatingCorruptedT5;;1;2400;0;0;1;0;0;0;;;WeaponCoatingEffect_Corrupted_T5;0;;;;;;;Corrupted=.15;;;;WeaponOil;0;
CoatingAncientT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_Ancient_T2;0;;;;;;;Ancient=.09;;;;WeaponOil;0;
CoatingAncientT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_Ancient_T3;0;;;;;;;Ancient=.11;;;;WeaponOil;0;
CoatingAncientT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_Ancient_T4;0;;;;;;;Ancient=.13;;;;WeaponOil;0;
CoatingAncientT5;;1;2400;0;0;1;0;0;0;;;WeaponCoatingEffect_Ancient_T5;0;;;;;;;Ancient=.15;;;;WeaponOil;0;
CoatingAngryEarthT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_AngryEarth_T2;0;;;;;;;AngryEarth=.09;;;;WeaponOil;0;
CoatingAngryEarthT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_AngryEarth_T3;0;;;;;;;AngryEarth=.11;;;;WeaponOil;0;
CoatingAngryEarthT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_AngryEarth_T4;0;;;;;;;AngryEarth=.13;;;;WeaponOil;0;
CoatingAngryEarthT5;;1;2400;0;0;1;0;0;0;;;WeaponCoatingEffect_AngryEarth_T5;0;;;;;;;AngryEarth=.15;;;;WeaponOil;0;
Imbue_DEBUG;;1;300;0;0;1;0;0;0;;;;10;;;;;;;;;;;WeaponOil;0;
FactionPotionHealthT2;PotionHealT2;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
FactionPotionHealthT3;PotionHealT3;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
FactionPotionHealthT4;PotionHealT4;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;30;PotionHealth
FactionPotionManaT2;PotionManaT2;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;15;PotionMana
FactionPotionManaT3;PotionManaT3;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;15;PotionMana
FactionPotionManaT4;PotionManaT4;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;15;PotionMana
FactionCoatingBeastT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_Beasts_T2;0;;;;;;;Beast=.09;;;;WeaponOil;0;
FactionCoatingBeastT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_Beasts_T3;0;;;;;;;Beast=.11;;;;WeaponOil;0;
FactionCoatingBeastT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_Beasts_T4;0;;;;;;;Beast=.13;;;;WeaponOil;0;
FactionCoatingLostT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_Lost_T2;0;;;;;;;Lost=.09;;;;WeaponOil;0;
FactionCoatingLostT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_Lost_T3;0;;;;;;;Lost=.11;;;;WeaponOil;0;
FactionCoatingLostT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_Lost_T4;0;;;;;;;Lost=.13;;;;WeaponOil;0;
FactionCoatingCorruptedT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_Corrupted_T2;0;;;;;;;Corrupted=.09;;;;WeaponOil;0;
FactionCoatingCorruptedT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_Corrupted_T3;0;;;;;;;Corrupted=.11;;;;WeaponOil;0;
FactionCoatingCorruptedT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_Corrupted_T4;0;;;;;;;Corrupted=.13;;;;WeaponOil;0;
FactionCoatingAncientT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_Ancient_T2;0;;;;;;;Ancient=.09;;;;WeaponOil;0;
FactionCoatingAncientT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_Ancient_T3;0;;;;;;;Ancient=.11;;;;WeaponOil;0;
FactionCoatingAncientT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_Ancient_T4;0;;;;;;;Ancient=.13;;;;WeaponOil;0;
FactionCoatingAngryEarthT2;;1;1500;0;0;1;0;0;0;;;WeaponCoatingEffect_AngryEarth_T2;0;;;;;;;AngryEarth=.09;;;;WeaponOil;0;
FactionCoatingAngryEarthT3;;1;1800;0;0;1;0;0;0;;;WeaponCoatingEffect_AngryEarth_T3;0;;;;;;;AngryEarth=.11;;;;WeaponOil;0;
FactionCoatingAngryEarthT4;;1;2100;0;0;1;0;0;0;;;WeaponCoatingEffect_AngryEarth_T4;0;;;;;;;AngryEarth=.13;;;;WeaponOil;0;
FactionTinctureCorruptionT2;MinorCurseAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionCurse=-9999;;;Potion;0;
FactionTinctureCorruptionT3;MajorCurseAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionCurse=-9999;;;Potion;0;
FactionTinctureCorruptionT4;GreaterCurseAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionCurse=-9999;;;Potion;0;
FactionTinctureBlightT2;MinorBlightAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionBlight=-9999;;;Potion;0;
FactionTinctureBlightT3;MajorBlightAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionBlight=-9999;;;Potion;0;
FactionTinctureBlightT4;GreaterBlightAbsorb;1;300;0;0;1;0;0;0;;ResistTincture;;0;;;;;;;;AfflictionBlight=-9999;;;Potion;0;
BandageT2;;1;0;0;0;1;0;0;0;;Bleed;;0;;;;;;;;;;;Bandage;0;
PotionCurePoisonT1;;1;0;0;0;1;0;0;0;;Poison;;0;;;;;;;;;;;Potion;0;
PotionCureBurningT1;;1;0;0;0;1;0;0;0;;Burn;;0;;;;;;;;;;;Potion;0;
PotionCureShockT1;;1;0;0;0;1;0;0;0;;Shock;;0;;;;;;;;;;;Potion;0;
PotionCureDiseaseT1;;1;0;0;0;1;0;0;0;;Disease;;0;;;;;;;;;;;Potion;0;
PotionCureSlowT1;;1;0;0;0;1;0;0;0;;Slow;;0;;;;;;;;;;;Potion;0;
PotionCureSilenceT1;;1;0;0;0;1;0;0;0;;Silence;;0;;;;;;;;;;;Potion;0;
PotionCureRendT1;;1;0;0;0;1;0;0;0;;Rend;;0;;;;;;;;;;;Potion;0;
PotionCureWeakenT1;;1;0;0;0;1;0;0;0;;Weaken;;0;;;;;;;;;;;Potion;0;
PotionBoostFireAbsT3;PotionBoostFireAbsT3;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostFireAbsT4;PotionBoostFireAbsT4;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostFireAbsT5;PotionBoostFireAbsT5;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostArcaneAbsT3;PotionBoostArcaneAbsT3;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostArcaneAbsT4;PotionBoostArcaneAbsT4;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostArcaneAbsT5;PotionBoostArcaneAbsT5;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostNatureAbsT3;PotionBoostNatureAbsT3;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostNatureAbsT4;PotionBoostNatureAbsT4;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostNatureAbsT5;PotionBoostNatureAbsT5;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostLightningAbsT3;PotionBoostLightningAbsT3;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostLightningAbsT4;PotionBoostLightningAbsT4;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostLightningAbsT5;PotionBoostLightningAbsT5;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostVoidAbsT3;PotionBoostVoidAbsT3;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostVoidAbsT4;PotionBoostVoidAbsT4;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionBoostVoidAbsT5;PotionBoostVoidAbsT5;1;30;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardLostT3;PotionFamilyWardLostT3;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardLostT4;PotionFamilyWardLostT4;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardLostT5;PotionFamilyWardLostT5;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardCorruptedT3;PotionFamilyWardCorruptedT3;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardCorruptedT4;PotionFamilyWardCorruptedT4;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardCorruptedT5;PotionFamilyWardCorruptedT5;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardAngryEarthT3;PotionFamilyWardAngryEarthT3;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardAngryEarthT4;PotionFamilyWardAngryEarthT4;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardAngryEarthT5;PotionFamilyWardAngryEarthT5;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamiliyWardAncientT3;PotionFamilyWardAncientT3;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamiliyWardAncientT4;PotionFamilyWardAncientT4;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamiliyWardAncientT5;PotionFamilyWardAncientT5;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardBeastT3;PotionFamilyWardBeastT3;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardBeastT4;PotionFamilyWardBeastT4;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionFamilyWardBeastT5;PotionFamilyWardBeastT5;1;0;0;0;1;0;0;0;;DefBoost;;0;;;;;;;;;;;Potion;120;AbsorbBoost
PotionGypsumYellow;PotionGypsumYellow;1;0;0;0;1;0;0;0;;;;0;;;;;;;;;;;Potion;120;AbsorbBoost
FoodHealthRecoveryT1;FoodInitialRecoveryT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;Recovery+FoodInitialRecovery;;0;;;;;;;;;;;Eat;0;
FoodCorruptedT1;FoodCorruptedT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
FoodLostT1;FoodLostT1+FoodRecoveryT1;1;0;0;0;0;0;0;0;;Family;;0;;;;;;;;;;;Eat;0;
