UniqueTagID;IsEnabled;DisplayName;Description;PortraitImage;LandscapeImage;SquareImage;ThumbnailImage
EntitlementSkin_SpecialCorruptedVar1;0;@EntitlementSkin_SpecialCorruptedVar1_name;@EntitlementSkin_SpecialCorruptedVar1_description;LyShineUI/Images/mtx/mtx_product_images/armorSet_Portrait_SpecialCorrupted.png;LyShineUI/Images/mtx/mtx_product_images/armorSet_Rectangle_SpecialCorrupted.png;LyShineUI/Images/mtx/mtx_product_images/armorSet_Square_SpecialCorrupted.png;LyShineUI/Images/mtx/mtx_product_images/armorSet_Thumbnail_SpecialCorrupted.png
Icon_Crest_Pack_AnimalHead;1;@Icon_Crest_Pack_AnimalHead_name;@Icon_Crest_Pack_AnimalHead_description;LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_AnimalHeads.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_AnimalHeads.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_AnimalHeads.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_AnimalHeads.png
Icon_Crest_Pack_FullDeck;1;@Icon_Crest_Pack_FullDeck_name;@Icon_Crest_Pack_FullDeck_description;LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_FullDeck.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_FullDeck.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_FullDeck.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_FullDeck.png
Icon_Crest_Pack_Gesture;1;@Icon_Crest_Pack_Gesture_name;@Icon_Crest_Pack_Gesture_description;LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_Gesture.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_Gesture.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_Gesture.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_Gesture.png
twitch_pirate_crestpack;0;@twitch_pirate_itemskin_name;@twitch_pirate_itemskin_description;LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_Pirate.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_Pirate.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_Pirate.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_Pirate.png
Icon_Crest_Pack_RobinHood;0;@Icon_Crest_Pack_RobinHood_name;@Icon_Crest_Pack_RobinHood_description;LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_RobinHood.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_RobinHood.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_RobinHood.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_RobinHood.png
Icon_Crest_Pack_Thespain;0;@Icon_Crest_Pack_Thespain_name;@Icon_Crest_Pack_Thespain_description;LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_Thespian.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_Thespian.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_Thespian.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_Thespian.png
Icon_Crest_Pack_WeaponMaster;1;@Icon_Crest_Pack_WeaponMaster_name;@Icon_Crest_Pack_WeaponMaster_description;LyShineUI/Images/mtx/mtx_product_images/crestPack_Portrait_WeaponMaster.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Rectangle_WeaponMaster.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Square_WeaponMaster.png;LyShineUI/Images/mtx/mtx_product_images/crestPack_Thumbnail_WeaponMaster.png
primeblue_dye;0;@primeblue_dye_name;@primeblue_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye4_Portrait_PrimeBlue.png;LyShineUI/Images/mtx/mtx_product_images/dye4_Rectangle_PrimeBlue.png;LyShineUI/Images/mtx/mtx_product_images/dye4_Square_PrimeBlue.png;LyShineUI/Images/mtx/mtx_product_images/dye4_Thumbnail_PrimeBlue.png
gold_dye;1;@gold_dye_name;@gold_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye6_Portrait_LustrousGold.png;LyShineUI/Images/mtx/mtx_product_images/dye6_Rectangle_LustrousGold.png;LyShineUI/Images/mtx/mtx_product_images/dye6_Square_LustrousGold.png;LyShineUI/Images/mtx/mtx_product_images/dye6_Thumbnail_LustrousGold.png
amazonorange_dye;0;@amazonorange_dye_name;@amazonorange_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye22_Portrait_AmazonOrange.png;LyShineUI/Images/mtx/mtx_product_images/dye22_Rectangle_AmazonOrange.png;LyShineUI/Images/mtx/mtx_product_images/dye22_Square_AmazonOrange.png;LyShineUI/Images/mtx/mtx_product_images/dye22_Thumbnail_AmazonOrange.png
twitchpurple_dye;0;@twitchpurple_dye_name;@twitchpurple_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye23_Portrait_TwitchPurple.png;LyShineUI/Images/mtx/mtx_product_images/dye23_Rectangle_TwitchPurple.png;LyShineUI/Images/mtx/mtx_product_images/dye23_Square_TwitchPurple.png;LyShineUI/Images/mtx/mtx_product_images/dye23_Thumbnail_TwitchPurple.png
shipgray_dye;1;@shipgray_dye_name;@shipgray_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye27_Portrait_ShipGray.png;LyShineUI/Images/mtx/mtx_product_images/dye27_Rectangle_ShipGray.png;LyShineUI/Images/mtx/mtx_product_images/dye27_Square_ShipGray.png;LyShineUI/Images/mtx/mtx_product_images/dye27_Thumbnail_ShipGray.png
softcoal_dye;1;@softcoal_dye_name;@softcoal_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye29_Portrait_SoftCoal.png;LyShineUI/Images/mtx/mtx_product_images/dye29_Rectangle_SoftCoal.png;LyShineUI/Images/mtx/mtx_product_images/dye29_Square_SoftCoal.png;LyShineUI/Images/mtx/mtx_product_images/dye29_Thumbnail_SoftCoal.png
blemishedpearl_dye;1;@blemishedpearl_dye_name;@blemishedpearl_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye36_Portrait_BlemishedPearl.png;LyShineUI/Images/mtx/mtx_product_images/dye36_Rectangle_BlemishedPearl.png;LyShineUI/Images/mtx/mtx_product_images/dye36_Square_BlemishedPearl.png;LyShineUI/Images/mtx/mtx_product_images/dye36_Thumbnail_BlemishedPearl.png
sandalwood_dye;1;@sandalwood_dye_name;@sandalwood_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye42_Portrait_Sandalwood.png;LyShineUI/Images/mtx/mtx_product_images/dye42_Rectangle_Sandalwood.png;LyShineUI/Images/mtx/mtx_product_images/dye42_Square_Sandalwood.png;LyShineUI/Images/mtx/mtx_product_images/dye42_Thumbnail_Sandalwood.png
bleached_cofee_dye;1;@bleached_cofee_dye_name;@bleached_cofee_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye48_Portrait_BleachedCoffee.png;LyShineUI/Images/mtx/mtx_product_images/dye48_Rectangle_BleachedCoffee.png;LyShineUI/Images/mtx/mtx_product_images/dye48_Square_BleachedCoffee.png;LyShineUI/Images/mtx/mtx_product_images/dye48_Thumbnail_BleachedCoffee.png
blood_dye;1;@blood_dye_name;@blood_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye50_Portrait_Blood.png;LyShineUI/Images/mtx/mtx_product_images/dye50_Rectangle_Blood.png;LyShineUI/Images/mtx/mtx_product_images/dye50_Square_Blood.png;LyShineUI/Images/mtx/mtx_product_images/dye50_Thumbnail_Blood.png
viola_dye;1;@viola_dye_name;@viola_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye56_Portrait_Viola.png;LyShineUI/Images/mtx/mtx_product_images/dye56_Rectangle_Viola.png;LyShineUI/Images/mtx/mtx_product_images/dye56_Square_Viola.png;LyShineUI/Images/mtx/mtx_product_images/dye56_Thumbnail_Viola.png
burntsienna_dye;1;@burntsienna_dye_name;@burntsienna_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye69_Portrait_BurntSienna.png;LyShineUI/Images/mtx/mtx_product_images/dye69_Rectangle_BurntSienna.png;LyShineUI/Images/mtx/mtx_product_images/dye69_Square_BurntSienna.png;LyShineUI/Images/mtx/mtx_product_images/dye69_Thumbnail_BurntSienna.png
silt_dye;1;@silt_dye_name;@silt_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye74_Portrait_Silt.png;LyShineUI/Images/mtx/mtx_product_images/dye74_Rectangle_Silt.png;LyShineUI/Images/mtx/mtx_product_images/dye74_Square_Silt.png;LyShineUI/Images/mtx/mtx_product_images/dye74_Thumbnail_Silt.png
blond_dye;1;@blond_dye_name;@blond_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye79_Portrait_Blond.png;LyShineUI/Images/mtx/mtx_product_images/dye79_Rectangle_Blond.png;LyShineUI/Images/mtx/mtx_product_images/dye79_Square_Blond.png;LyShineUI/Images/mtx/mtx_product_images/dye79_Thumbnail_Blond.png
sushigreen_dye;1;@sushigreen_dye_name;@sushigreen_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye85_Portrait_SushiGreen.png;LyShineUI/Images/mtx/mtx_product_images/dye85_Rectangle_SushiGreen.png;LyShineUI/Images/mtx/mtx_product_images/dye85_Square_SushiGreen.png;LyShineUI/Images/mtx/mtx_product_images/dye85_Thumbnail_SushiGreen.png
keylime_dye;1;@keylime_dye_name;@keylime_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye88_Portrait_KeyLime.png;LyShineUI/Images/mtx/mtx_product_images/dye88_Rectangle_KeyLime.png;LyShineUI/Images/mtx/mtx_product_images/dye88_Square_KeyLime.png;LyShineUI/Images/mtx/mtx_product_images/dye88_Thumbnail_KeyLime.png
forestgreen_dye;1;@forestgreen_dye_name;@forestgreen_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye89_Portrait_ForestGreen.png;LyShineUI/Images/mtx/mtx_product_images/dye89_Rectangle_ForestGreen.png;LyShineUI/Images/mtx/mtx_product_images/dye89_Square_ForestGreen.png;LyShineUI/Images/mtx/mtx_product_images/dye89_Thumbnail_ForestGreen.png
mantis_dye;1;@mantis_dye_name;@mantis_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye94_Portrait_Mantis.png;LyShineUI/Images/mtx/mtx_product_images/dye94_Rectangle_Mantis.png;LyShineUI/Images/mtx/mtx_product_images/dye94_Square_Mantis.png;LyShineUI/Images/mtx/mtx_product_images/dye94_Thumbnail_Mantis.png
angelicsatin_dye;1;@angelicsatin_dye_name;@angelicsatin_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye100_Portrait_AngelicSatin.png;LyShineUI/Images/mtx/mtx_product_images/dye100_Rectangle_AngelicSatin.png;LyShineUI/Images/mtx/mtx_product_images/dye100_Square_AngelicSatin.png;LyShineUI/Images/mtx/mtx_product_images/dye100_Thumbnail_AngelicSatin.png
tradewind_dye;1;@tradewind_dye_name;@tradewind_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye103_Portrait_Tradewind.png;LyShineUI/Images/mtx/mtx_product_images/dye103_Rectangle_Tradewind.png;LyShineUI/Images/mtx/mtx_product_images/dye103_Square_Tradewind.png;LyShineUI/Images/mtx/mtx_product_images/dye103_Thumbnail_Tradewind.png
bluedsteel_dye;1;@bluedsteel_dye_name;@bluedsteel_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye109_Portrait_BluedSteel.png;LyShineUI/Images/mtx/mtx_product_images/dye109_Rectangle_BluedSteel.png;LyShineUI/Images/mtx/mtx_product_images/dye109_Square_BluedSteel.png;LyShineUI/Images/mtx/mtx_product_images/dye109_Thumbnail_BluedSteel.png
supremesaphire_dye;1;@supremesaphire_dye_name;@supremesaphire_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye112_Portrait_SupremeSaphire.png;LyShineUI/Images/mtx/mtx_product_images/dye112_Rectangle_SupremeSaphire.png;LyShineUI/Images/mtx/mtx_product_images/dye112_Square_SupremeSaphire.png;LyShineUI/Images/mtx/mtx_product_images/dye112_Thumbnail_SupremeSaphire.png
fiercecobalt_dye;1;@fiercecobalt_dye_name;@fiercecobalt_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye113_Portrait_FierceCobalt.png;LyShineUI/Images/mtx/mtx_product_images/dye113_Rectangle_FierceCobalt.png;LyShineUI/Images/mtx/mtx_product_images/dye113_Square_FierceCobalt.png;LyShineUI/Images/mtx/mtx_product_images/dye113_Thumbnail_FierceCobalt.png
springgrape_dye;1;@springgrape_dye_name;@springgrape_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye117_Portrait_SpringGrape.png;LyShineUI/Images/mtx/mtx_product_images/dye117_Rectangle_SpringGrape.png;LyShineUI/Images/mtx/mtx_product_images/dye117_Square_SpringGrape.png;LyShineUI/Images/mtx/mtx_product_images/dye117_Thumbnail_SpringGrape.png
tranquilblossom_dye;1;@tranquilblossom_dye_name;@tranquilblossom_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye121_Portrait_TranquilBlossom.png;LyShineUI/Images/mtx/mtx_product_images/dye121_Rectangle_TranquilBlossom.png;LyShineUI/Images/mtx/mtx_product_images/dye121_Square_TranquilBlossom.png;LyShineUI/Images/mtx/mtx_product_images/dye121_Thumbnail_TranquilBlossom.png
deepvelvet_dye;1;@deepvelvet_dye_name;@deepvelvet_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye123_Portrait_DeepVelvet.png;LyShineUI/Images/mtx/mtx_product_images/dye123_Rectangle_DeepVelvet.png;LyShineUI/Images/mtx/mtx_product_images/dye123_Square_DeepVelvet.png;LyShineUI/Images/mtx/mtx_product_images/dye123_Thumbnail_DeepVelvet.png
crushedberry_dye;1;@crushedberry_dye_name;@crushedberry_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye124_Portrait_CrushedBerry.png;LyShineUI/Images/mtx/mtx_product_images/dye124_Rectangle_CrushedBerry.png;LyShineUI/Images/mtx/mtx_product_images/dye124_Square_CrushedBerry.png;LyShineUI/Images/mtx/mtx_product_images/dye124_Thumbnail_CrushedBerry.png
lavender_dye;1;@lavender_dye_name;@lavender_dye_description;LyShineUI/Images/mtx/mtx_product_images/dye130_Portrait_Lavender.png;LyShineUI/Images/mtx/mtx_product_images/dye130_Rectangle_Lavender.png;LyShineUI/Images/mtx/mtx_product_images/dye130_Square_Lavender.png;LyShineUI/Images/mtx/mtx_product_images/dye130_Thumbnail_Lavender.png
twitch_robinhood_emote_blowkiss;0;@twitch_robinhood_emote_blowkiss_name;@twitch_robinhood_emote_blowkiss_description;LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_BlowKiss.png;LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_BlowKiss.png;LyShineUI/Images/mtx/mtx_product_images/emote_Square_BlowKiss.png;LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_BlowKiss.png
coin_toss;1;@coin_toss_name;@coin_toss_description;LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_CoinToss.png;LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_CoinToss.png;LyShineUI/Images/mtx/mtx_product_images/emote_Square_CoinToss.png;LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_CoinToss.png
applause;1;@applause_name;@applause_description;LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_CourteousApplause.png;LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_CourteousApplause.png;LyShineUI/Images/mtx/mtx_product_images/emote_Square_CourteousApplause.png;LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_CourteousApplause.png
twitch_robinhood_emote_fingerwag;0;@twitch_robinhood_emote_fingerwag_name;@twitch_robinhood_emote_fingerwag_description;LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_FingerWag.png;LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_FingerWag.png;LyShineUI/Images/mtx/mtx_product_images/emote_Square_FingerWag.png;LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_FingerWag.png
twitch_pirate_emote_piratestance;0;@twitch_pirate_emote_piratestance_name;@twitch_pirate_emote_piratestance_description;LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_PirateStance.png;LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_PirateStance.png;LyShineUI/Images/mtx/mtx_product_images/emote_Square_PirateStance.png;LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_PirateStance.png
twitch_pirate_emote_throat;0;@twitch_pirate_emote_throat_name;@twitch_pirate_emote_throat_description;LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_ThroatSlit.png;LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_ThroatSlit.png;LyShineUI/Images/mtx/mtx_product_images/emote_Square_ThroatSlit.png;LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_ThroatSlit.png
thumbs;1;@thumbs_name;@thumbs_description;LyShineUI/Images/mtx/mtx_product_images/emote_Portrait_Thumbs.png;LyShineUI/Images/mtx/mtx_product_images/emote_Rectangle_Thumbs.png;LyShineUI/Images/mtx/mtx_product_images/emote_Square_Thumbs.png;LyShineUI/Images/mtx/mtx_product_images/emote_Thumbnail_Thumbs.png
