ObjectiveID;Type;Difficulty;DifficultyLevel;MaxInfluenceLevel;FlagPvp;CanBeShared;CanFastTravel;Task;NpcDestinationId;ExclusiveTerritory;AchievementId;RequiredAchievementId;RequiredFaction;RequiredLevel;SuccessGameEventId;FailureGameEventId;ProgressionReward;ExperienceReward;ObjectiveReward;ItemRewardName;ItemRewardQty;ShouldResetOnFactionChange;Repeatable;CanBeAbandoned;Title;Description;PlayerPrompt;ObjectiveProposalResponse;InProgressResponse;DestinationCompletionAvailablePrompt;DestinationCompletionAvailableResponse;ObjectiveCompletionResponse;ObjectiveAcceptanceResponse;HideIncompleteTurninMarker;ReleaseEventTags;ReleaseActiveOverride;SkipReqAchievmentWhenInvalid;EntitlementId;QuestArcTag
0232_0204_azothtreeachene;Journey;;0;;false;false;false;0232_0204_d_00_Container_azothtreeachene;0232_Naturalist;0;02_Quest_25;02_Quest_24;;0;0232_0204_azothtreeachene_Success;;;;;;;false;0;true;@0232_0204_azothtreeachene_title;@0232_0204_azothtreeachene_description;@0232_0204_azothtreeachene_start_prompt;@0232_0204_azothtreeachene_proposal;@0232_0204_azothtreeachene_incomplete;@complete_available_prompt_DEFAULT;@0232_0204_azothtreeachene_complete;;;;;;;;
0233_0201_bearcohabitation;Journey;;0;;false;false;false;0233_0201_d_00_Container_bearcohabitation;0233_Hunter;0;02_Quest_26;;;0;0233_0201_bearcohabitation_Success;;;;;;;false;0;true;@0233_0201_bearcohabitation_title;@0233_0201_bearcohabitation_description;@0233_0201_bearcohabitation_start_prompt;@0233_0201_bearcohabitation_proposal;@0233_0201_bearcohabitation_incomplete;@complete_available_prompt_DEFAULT;@0233_0201_bearcohabitation_complete;;;;;;;;
0233_0202_papabear;Journey;;0;;false;false;false;0233_0202_d_00_Container_papabear;0233_Hunter;0;02_Quest_27;02_Quest_26;;0;0233_0202_papabear_Success;;;;;;;false;0;true;@0233_0202_papabear_title;@0233_0202_papabear_description;@0233_0202_papabear_start_prompt;@0233_0202_papabear_proposal;@0233_0202_papabear_incomplete;@complete_available_prompt_DEFAULT;@0233_0202_papabear_complete;;;;;;;;
0234_0201_memoriesofanotherlife;Journey;;0;;false;false;false;0234_0201_d_00_Container_memoriesofanotherlife;0234_Mourner;0;02_Quest_28;;;0;0234_0201_memoriesofanotherlife_Success;;;;;;;false;0;true;@0234_0201_memoriesofanotherlife_title;@0234_0201_memoriesofanotherlife_description;@0234_0201_memoriesofanotherlife_start_prompt;@0234_0201_memoriesofanotherlife_proposal;@0234_0201_memoriesofanotherlife_incomplete;@complete_available_prompt_DEFAULT;@0234_0201_memoriesofanotherlife_complete;;;;;;;;
0234_0202_homenomore;Journey;;0;;false;false;false;0234_0202_d_00_Container_homenomore;0234_Mourner;0;02_Quest_29;02_Quest_28;;0;0234_0202_homenomore_Success;;;;;;;false;0;true;@0234_0202_homenomore_title;@0234_0202_homenomore_description;@0234_0202_homenomore_start_prompt;@0234_0202_homenomore_proposal;@0234_0202_homenomore_incomplete;@complete_available_prompt_DEFAULT;@0234_0202_homenomore_complete;;;;;;;;
0234_0203_tildeathdouspart;Journey;;0;;false;false;false;0234_0203_d_00_Container_tildeathdouspart;0234_Mourner;0;02_Quest_30;02_Quest_29;;0;0234_0203_tildeathdouspart_Success;;;;;;;false;0;true;@0234_0203_tildeathdouspart_title;@0234_0203_tildeathdouspart_description;@0234_0203_tildeathdouspart_start_prompt;@0234_0203_tildeathdouspart_proposal;@0234_0203_tildeathdouspart_incomplete;@complete_available_prompt_DEFAULT;@0234_0203_tildeathdouspart_complete;;;;;;;;
0205_0102_Battles_Embrace_Gear;Journey;;55;;false;false;false;0205_0102_d_00_Container_Battles_Embrace_Gear;0205_Artificer;0;02_Quest_Armor_12;02_Quest_10;;40;0205_0102_Battles_Embrace_Gear_Success;;;;;;;false;0;false;@0205_0102_Battles_Embrace_Gear_title;@0205_0102_Battles_Embrace_Gear_description;@0205_0102_Battles_Embrace_Gear_start_prompt;@0205_0102_Battles_Embrace_Gear_proposal;@0205_0102_Battles_Embrace_Gear_incomplete;@complete_available_prompt_DEFAULT;@0205_0102_Battles_Embrace_Gear_complete;;;;;;;;
0205_0102_01_Boots;Journey;;0;;false;false;false;0205_0102_d_00_Container_01_Boots;;0;02_Quest_Armor_12_Boots;;;0;0205_0102_01_Boots_Success;;;;;;;false;0;false;@0205_0102_01_Boots_title;@0205_0102_01_Boots_description;@0205_0102_01_Boots_start_prompt;@0205_0102_01_Boots_proposal;@0205_0102_01_Boots_incomplete;@complete_available_prompt_DEFAULT;@0205_0102_01_Boots_complete;;;;;;;;
0205_0102_02_Breastplate;Journey;;0;;false;false;false;0205_0102_d_00_Container_02_Breastplate;;0;02_Quest_Armor_12_Breastplate;;;0;0205_0102_02_Breastplate_Success;;;;;;;false;0;false;@0205_0102_02_Breastplate_title;@0205_0102_02_Breastplate_description;@0205_0102_02_Breastplate_start_prompt;@0205_0102_02_Breastplate_proposal;@0205_0102_02_Breastplate_incomplete;@complete_available_prompt_DEFAULT;@0205_0102_02_Breastplate_complete;;;;;;;;
0205_0102_03_Greaves;Journey;;0;;false;false;false;0205_0102_d_00_Container_03_Greaves;;0;02_Quest_Armor_12_Greaves;;;0;0205_0102_03_Greaves_Success;;;;;;;false;0;false;@0205_0102_03_Greaves_title;@0205_0102_03_Greaves_description;@0205_0102_03_Greaves_start_prompt;@0205_0102_03_Greaves_proposal;@0205_0102_03_Greaves_incomplete;@complete_available_prompt_DEFAULT;@0205_0102_03_Greaves_complete;;;;;;;;
0205_0102_04_Gauntlets;Journey;;0;;false;false;false;0205_0102_d_00_Container_04_Gauntlets;;0;02_Quest_Armor_12_Gauntlets;;;0;0205_0102_04_Gauntlets_Success;;;;;;;false;0;false;@0205_0102_04_Gauntlets_title;@0205_0102_04_Gauntlets_description;@0205_0102_04_Gauntlets_start_prompt;@0205_0102_04_Gauntlets_proposal;@0205_0102_04_Gauntlets_incomplete;@complete_available_prompt_DEFAULT;@0205_0102_04_Gauntlets_complete;;;;;;;;
0205_0102_05_Helm;Journey;;0;;false;false;false;0205_0102_d_00_Container_05_Helm;;0;02_Quest_Armor_12_Helm;;;0;0205_0102_05_Helm_Success;;;;;;;false;0;false;@0205_0102_05_Helm_title;@0205_0102_05_Helm_description;@0205_0102_05_Helm_start_prompt;@0205_0102_05_Helm_proposal;@0205_0102_05_Helm_incomplete;@complete_available_prompt_DEFAULT;@0205_0102_05_Helm_complete;;;;;;;;
9804_M_0001_RankUp;Journey;;20;;false;false;false;9804_M_0001_d_00_Container_RankUp;;0;FactionRank_M_0001_RankUp;;Marauder;0;98_M_0001_RankUp_success;;MarauderTokens 1;;;;;true;0;false;@98_M_0001_RankUp_title;@98_M_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
9806_M_0001_RankUp;Journey;;20;;false;false;false;9806_M_0001_d_00_Container_RankUp;;0;FactionRank_M_0001_RankUp;;Marauder;0;98_M_0001_RankUp_success;;MarauderTokens 1;;;;;true;0;false;@98_M_0001_RankUp_title;@98_M_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
9809_M_0001_RankUp;Journey;;20;;false;false;false;9809_M_0001_d_00_Container_RankUp;;0;FactionRank_M_0001_RankUp;;Marauder;0;98_M_0001_RankUp_success;;MarauderTokens 1;;;;;true;0;false;@98_M_0001_RankUp_title;@98_M_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
9812_M_0001_RankUp;Journey;;20;;false;false;false;9812_M_0001_d_00_Container_RankUp;;0;FactionRank_M_0001_RankUp;;Marauder;0;98_M_0001_RankUp_success;;MarauderTokens 1;;;;;true;0;false;@98_M_0001_RankUp_title;@98_M_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_M_01_combatprowess;Journey;;25;;false;false;false;98_M_01_d_00_Container_combatprowess;1007_Commander;0;marauders_faction_quest_01;S_factionhandoff;Marauder;0;98_M_01_combatprowess_success;;Marauder 1;;98_M_0102_RankUp;;;true;0;true;@98_M_01_combatprowess_title;@98_M_01_combatprowess_description;@98_M_01_combatprowess_start_prompt;@98_M_01_combatprowess_proposal;@98_M_01_combatprowess_incomplete;@complete_available_prompt_DEFAULT;@98_M_01_combatprowess_complete;;;;;;;;
98_M_0102_RankUp;Journey;;35;;false;false;false;98_M_0102_d_00_Container_RankUp;;0;FactionRank_M_0102_RankUp;S_factionhandoff;Marauder;0;98_M_0102_RankUp_success;;MarauderTokens 2;;;;;true;0;false;@98_M_0102_RankUp_title;@98_M_0102_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_M_01b_fenravager;Journey;;40;;false;false;false;98_M_01b_d_00_Container_fenravager;1307_Commander;0;marauders_faction_quest_01b;marauders_faction_quest_01;Marauder;0;98_M_01b_fenravager_success;;Marauder 2;;98_M_0203_RankUp;;;true;0;true;@98_M_01b_fenravager_title;@98_M_01b_fenravager_description;@98_M_01b_fenravager_start_prompt;@98_M_01b_fenravager_proposal;@98_M_01b_fenravager_incomplete;@complete_available_prompt_DEFAULT;@98_M_01b_fenravager_complete;;;;;;;;
98_M_0203_RankUp;Journey;;45;;false;false;false;98_M_0203_d_00_Container_RankUp;;0;FactionRank_M_0203_RankUp;;Marauder;0;98_M_0203_RankUp_success;;MarauderTokens 3;;;;;true;0;false;@98_M_0203_RankUp_title;@98_M_0203_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_M_02_ultimatewarrior;Journey;;50;;false;false;false;98_M_02_d_00_Container_ultimatewarrior;1507_Commander;0;marauders_faction_quest_02;marauders_faction_quest_01b;Marauder;0;98_M_02_ultimatewarrior_success;;Marauder 3;;98_M_0304_RankUp;;;true;0;true;@98_M_02_ultimatewarrior_title;@98_M_02_ultimatewarrior_description;@98_M_02_ultimatewarrior_start_prompt;@98_M_02_ultimatewarrior_proposal;@98_M_02_ultimatewarrior_incomplete;@complete_available_prompt_DEFAULT;@98_M_02_ultimatewarrior_complete;;;;;;;;
98_M_0304_RankUp;Journey;;55;;false;false;false;98_M_0304_d_00_Container_RankUp;;0;FactionRank_M_0304_RankUp;;Marauder;0;98_M_0304_RankUp_success;;MarauderTokens 4;;;;;true;0;false;@98_M_0304_RankUp_title;@98_M_0304_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_M_03_darkvengeance;Journey;;60;;false;false;false;98_M_03_d_00_Container_darkvengeance;0807_Commander;0;marauders_faction_quest_03;marauders_faction_quest_02;Marauder;0;98_M_03_darkvengeance_success;;Marauder 4;;;;;true;0;true;@98_M_03_darkvengeance_title;@98_M_03_darkvengeance_description;@98_M_03_darkvengeance_start_prompt;@98_M_03_darkvengeance_proposal;@98_M_03_darkvengeance_incomplete;@complete_available_prompt_DEFAULT;@98_M_03_darkvengeance_complete;;;;;;;;
9804_S_0001_RankUp;Journey;;20;;false;false;false;9804_S_0001_d_00_Container_RankUp;;0;FactionRank_S_0001_RankUp;;Syndicate;0;98_S_0001_RankUp_success;;SyndicateTokens 1;;;;;true;0;false;@98_S_0001_RankUp_title;@98_S_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
9806_S_0001_RankUp;Journey;;20;;false;false;false;9806_S_0001_d_00_Container_RankUp;;0;FactionRank_S_0001_RankUp;;Syndicate;0;98_S_0001_RankUp_success;;SyndicateTokens 1;;;;;true;0;false;@98_S_0001_RankUp_title;@98_S_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
9809_S_0001_RankUp;Journey;;20;;false;false;false;9809_S_0001_d_00_Container_RankUp;;0;FactionRank_S_0001_RankUp;;Syndicate;0;98_S_0001_RankUp_success;;SyndicateTokens 1;;;;;true;0;false;@98_S_0001_RankUp_title;@98_S_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
9812_S_0001_RankUp;Journey;;20;;false;false;false;9812_S_0001_d_00_Container_RankUp;;0;FactionRank_S_0001_RankUp;;Syndicate;0;98_S_0001_RankUp_success;;SyndicateTokens 1;;;;;true;0;false;@98_S_0001_RankUp_title;@98_S_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_S_01_theexperiment;Journey;;25;;false;false;false;98_S_01_d_00_Container_theexperiment;0208_Alchemist;0;syndicate_faction_quest_01;S_factionhandoff;Syndicate;0;98_S_01_theexperiment_success;;Syndicate 1;;98_S_0102_RankUp;;;true;0;true;@98_S_01_theexperiment_title;@98_S_01_theexperiment_description;@98_S_01_theexperiment_start_prompt;@98_S_01_theexperiment_proposal;@98_S_01_theexperiment_incomplete;@complete_available_prompt_DEFAULT;@98_S_01_theexperiment_complete;;;;;;;;
98_S_0102_RankUp;Journey;;35;;false;false;false;98_S_0102_d_00_Container_RankUp;;0;FactionRank_S_0102_RankUp;S_factionhandoff;Syndicate;0;98_S_0102_RankUp_success;;SyndicateTokens 2;;;;;true;0;false;@98_S_0102_RankUp_title;@98_S_0102_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_S_01b_fenscholar;Journey;;40;;false;false;false;98_S_01b_d_00_Container_fenscholar;1308_Alchemist;0;syndicate_faction_quest_01b;syndicate_faction_quest_01;Syndicate;0;98_S_01b_fenscholar_success;;Syndicate 2;;98_S_0203_RankUp;;;true;0;true;@98_S_01b_fenscholar_title;@98_S_01b_fenscholar_description;@98_S_01b_fenscholar_start_prompt;@98_S_01b_fenscholar_proposal;@98_S_01b_fenscholar_incomplete;@complete_available_prompt_DEFAULT;@98_S_01b_fenscholar_complete;;;;;;;;
98_S_0203_RankUp;Journey;;45;;false;false;false;98_S_0203_d_00_Container_RankUp;;0;FactionRank_S_0203_RankUp;;Syndicate;0;98_S_0203_RankUp_success;;SyndicateTokens 3;;;;;true;0;false;@98_S_0203_RankUp_title;@98_S_0203_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_S_02_necromanticchemistry;Journey;;50;;false;false;false;98_S_02_d_00_Container_necromanticchemistry;1108_Alchemist;0;syndicate_faction_quest_02;syndicate_faction_quest_01b;Syndicate;0;98_S_02_necromanticchemistry_success;;Syndicate 3;;98_S_0304_RankUp;;;true;0;true;@98_S_02_necromanticchemistry_title;@98_S_02_necromanticchemistry_description;@98_S_02_necromanticchemistry_start_prompt;@98_S_02_necromanticchemistry_proposal;@98_S_02_necromanticchemistry_incomplete;@complete_available_prompt_DEFAULT;@98_S_02_necromanticchemistry_complete;;;;;;;;
98_S_0304_RankUp;Journey;;55;;false;false;false;98_S_0304_d_00_Container_RankUp;;0;FactionRank_S_0304_RankUp;;Syndicate;0;98_S_0304_RankUp_success;;SyndicateTokens 4;;;;;true;0;false;@98_S_0304_RankUp_title;@98_S_0304_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
98_S_03_lostnotlost;Journey;;60;;false;false;false;98_S_03_d_00_Container_lostnotlost;0508_Alchemist;0;syndicate_faction_quest_03;syndicate_faction_quest_02;Syndicate;0;98_S_03_lostnotlost_success;;Syndicate 4;;;;;true;0;true;@98_S_03_lostnotlost_title;@98_S_03_lostnotlost_description;@98_S_03_lostnotlost_start_prompt;@98_S_03_lostnotlost_proposal;@98_S_03_lostnotlost_incomplete;@complete_available_prompt_DEFAULT;@98_S_03_lostnotlost_complete;;;;;;;;
9804_C_0001_RankUp;Journey;;20;;false;false;false;9804_C_0001_d_00_Container_RankUp;;0;FactionRank_C_0001_RankUp;;Covenant;0;98_C_0001_RankUp_success;;CovenantTokens 1;;;;;true;0;false;@98_C_0001_RankUp_title;@98_C_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
9806_C_0001_RankUp;Journey;;20;;false;false;false;9806_C_0001_d_00_Container_RankUp;;0;FactionRank_C_0001_RankUp;;Covenant;0;98_C_0001_RankUp_success;;CovenantTokens 1;;;;;true;0;false;@98_C_0001_RankUp_title;@98_C_0001_RankUp_description;;;;@complete_available_prompt_DEFAULT;;;;;;;;;
