AbilityID;DisplayName;Description;UICategory;Icon;StatusEffectIcon;Sound;TelegraphStatusEffect;TelegraphCountOffset;OnEquipStatusEffect;WeaponTag;RequiredAbilityId;TreeId;TreeRowPosition;TreeColumnPosition;IsActiveAbility;IsGlobalAbility;ScalingStrength;ScalingDexterity;ScalingIntelligence;ScalingSpirit;ScalingConstitution;OnKill;OnExecuted;OnHit;OnBlockedHit;OnCrit;OnHeadShot;OnLegShot;OnHitTaken;OnBlockBreak;OnTargetBlockBreak;OnDeath;OnDeathsDoor;RequireReaction;NumSuccessfulHits;NumConsecutiveHits;MaxConsecutiveHits;ResetConsecutiveOnSuccess;TrackHitCount;MaxTrackedHitCounts;NumberOfTrackedHits;NumberOfHitsComparisonType;DamageIsRanged;DamageIsMelee;ForceShowNameTag;TargetHasGritActive;DamageTableRow;RemoteDamageTableRow;RangedAttackName;AttackType;DamageTypes;StatusEffect;StatusEffectCategories;TargetStatusEffect;TargetStatusEffectCategory;TargetStatusEffectStackSize;TargetStatusEffectComparison;TargetCollisionFilters;TargetMarker;MyHealthPercent;MyComparisonType;MyStaminaPercent;MyStaminaComparisonType;TargetHealthPercent;TargetComparisonType;DistFromDefender;DistComparisonType;NumAroundMe;NumAroundComparisonType;AbilityList;AbilityTrigger;InAction;InActionTime;AfterAction;BaseDamage;BaseDamageReduction;BlockDamage;BlockDamageReduction;CritDamage;CritChance;HeadshotDamage;stagger damage;StaggerDamageReduction;HitRateDmg;HitRateDmgReduction;HealthDamageMitigation;ThreatDamage;ArmorPenetration;PhysicalArmor;ElementalArmor;LinearlyScaleToDistance;Knockback;WeaponAccuracy;Health;DmgPctToHealth;MaxHealth;Mana;MaxMana;DamageTableRowOverride;StatusEffectDamageTableRowOverride;RangedAttackNameOverride;DamageTableStatusEffectOverride;EnableCrit;PerStatusEffectOnTarget;ForceTakeStaminaDamage;CastSpell;SelfApplyStatusEffect;OtherApplyStatusEffect;SetPotencyAsCount;MultiplyRemovedByPotency;RemoveStatusEffects;StatusEffectsList;StatusEffectCategoriesList;RemoveTargetStatusEffectsList;ConsumeTargetStatusEffectMult;StatusEffectDurationReduction;TargetStatusEffectDurationList;TargetStatusEffectDurationMod;Duration;CooldownId;CDRImmediatelyOptions;ResetCooldownTimers;CooldownTimer;NumFreeCooldownsPerUse;MaxHitCountMultiplier;SetMannequinTag;SetMannequinTagStatus
Rapier_Flourish_Mod1;@Rapier_03_Mod1;@Rapier_03_Mod1_description;Melee Damage;lyshineui/images/icons/abilities/Rapier_Ability3Mod1_Grit.png;;;;;;Rapier;Ability_Rapier_Flourish;0;2;2;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;;;0;;0;;
Rapier_Flourish_Mod2;@Rapier_03_Mod2;@Rapier_03_Mod2_description;Melee Damage;lyshineui/images/icons/abilities/Rapier_Ability3Mod2_Stamina.png;;;;;;Rapier;Rapier_Flourish_Mod1;0;3;2;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;1H_Rapier_Finish,1H_Rapier_Finish_Consume_Ult;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rapier_Finish_Stam_Mod2;;;;;;;;0;;;0;0;;;;0;;0;;
Rapier_Flourish_Mod3;@Rapier_03_Mod3;@Rapier_03_Mod3_description;Melee Damage;lyshineui/images/icons/abilities/Rapier_BloodMasterPass2_HeavyBleeds.png;;;;;;Rapier;Rapier_Flourish_Mod2;0;4;2;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;1H_Rapier_Slash_Bleed;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;Ability_Rapier_Flourish;AbilitySpecific;;-0.03500000014901161;;0;;
Rapier_Flourish_Mod4;@Rapier_03_Mod4;@Rapier_03_Mod4_description;Melee Damage;lyshineui/images/icons/abilities/Rapier_Ability3Mod3_DeadlyFinish.png;;Play_UI_WeaponSkills_Rapier_Ultimate_1;;;;Rapier;Rapier_Flourish_Mod3;0;5;2;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;1H_Rapier_Finish_Consume_Ult;;;;;;;Rapier_Bleed_DOT;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rapier_Flourish_Debuff;;;;;;Rapier_Bleed_DOT;1.5;;;0;0;;;;0;;0;;
PassiveRapier01;@RapierPassive01;@RapierPassive01_description;Passive;lyshineui/images/icons/abilities/Rapier_BloodMasterPass5_DoubleSlash.png;;;;;;Rapier;;0;2;3;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;1H_Rapier_PrimaryTwoThirdsAttack;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0.07999999821186066;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;;;0;;0;;
PassiveRapier02;@RapierPassive02;@RapierPassive02_description;Passive;lyshineui/images/icons/abilities/Rapier_BloodMasterPass2_HeavyBleeds.png;;;;;;Rapier;;0;0;1;false;false;;;;;;false;false;true;true;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;true;;;;;;Light,Heavy,Ability;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;ActiveWeapon;;-0.009999999776482582;;0;;
PassiveRapier03;@RapierPassive03;@RapierPassive03_description;Passive;lyshineui/images/icons/abilities/Rapier_BloodMasterPass1_LightBleeds.png;;;;;;Rapier;;0;3;1;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;Heavy;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;Rapier_Bleed_DOT;2;0;;;;0;;0;;
PassiveRapier04;@RapierPassive04;@RapierPassive04_description;Passive;lyshineui/images/icons/abilities/Rapier_BloodMasterPass4_BleedDamage.png;;;;;;Rapier;;0;1;1;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;Rapier_Bleed_DOT;;;;;;0;;0;;0;;0;;;;;;;0;;0.05000000074505806;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;;;0;;0;;
PassiveRapier05;@RapierPassive05;@RapierPassive05_description;Passive;lyshineui/images/icons/abilities/Rapier_EvasionPass1_Perfectionist.png;;;;;;Rapier;;0;0;3;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;0;;50;GreaterThan;0;;;;;;;0;;0.10000000149011612;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;;;0;;0;;
Ability_Rapier_Riposte;@Rapier_04;@Rapier_04_description;Debuff;lyshineui/images/icons/abilities/Rapier_Ability4_Riposte.png;;Play_UI_WeaponSkills_Rapier_Ability_4;;;;Rapier;;1;1;0;true;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;Ability_Rapier_Riposte;;;0;;0;;
Rapier_Riposte_Mod1;@Rapier_04_Mod1;@Rapier_04_Mod1_description;Debuff;lyshineui/images/icons/abilities/Rapier_Ability4Mod1_Insult_to_Injury.png;;;;;;Rapier;Ability_Rapier_Riposte;1;2;0;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;;;0;;0;;
Rapier_Riposte_Mod2;@Rapier_04_Mod2;@Rapier_04_Mod2_description;Debuff;lyshineui/images/icons/abilities/Rapier_Ability4Mod2_Priority.png;;;;;;Rapier;Rapier_Riposte_Mod1;1;3;0;false;false;;;;;;false;false;true;true;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;1H_Rapier_Riposte_Stun,1H_Rapier_Riposte_Stun_Enhanced;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;Ability_Rapier_Riposte;AllExcept;;-0.20000000298023224;;0;;
Rapier_Riposte_Mod3;@Rapier_04_Mod3;@Rapier_04_Mod3_description;Debuff;lyshineui/images/icons/abilities/warhammerPassive2.png;;;;;;Rapier;Rapier_Riposte_Mod2;1;4;0;false;false;;;;;;false;false;true;true;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;;;0;;0;;
Ability_Rapier_Aerial_Lunge_Intro;@Rapier_05;@Rapier_05_description;Melee Damage;lyshineui/images/icons/abilities/Rapier_Ability5_AerialLunge.png;;Play_UI_WeaponSkills_Rapier_Ability_6;;;;Rapier;;1;1;4;true;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;Ability_Rapier_Aerial_Lunge_Intro;;;0;;0;;
Rapier_Aerial_Lunge_Mod1;@Rapier_05_Mod1;@Rapier_05_Mod1_description;Melee Damage;lyshineui/images/icons/abilities/Rapier_Ability5Mod1_RenewedVigor.png;;;;;;Rapier;Ability_Rapier_Aerial_Lunge_Intro;1;2;4;false;false;;;;;;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;1H_Rapier_Aerial_Lunge;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;Ability_Rapier_Aerial_Lunge_Intro;AbilitySpecific;;-0.800000011920929;;0;;
Rapier_Aerial_Lunge_Mod2;@Rapier_05_Mod2;@Rapier_05_Mod2_description;Melee Damage;lyshineui/images/icons/abilities/Rapier_BloodMasterPass5_DoubleSlash.png;;;;;;Rapier;Rapier_Aerial_Lunge_Mod1;1;3;4;false;false;;;;;;false;false;false;false;true;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;true;;;;;;Light,Heavy,Ability;;Rapier_Fleche_Backstab;;;;;;;;0;;0;;0;;0;;;;;;;0;;0.15000000596046448;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AbilitySpecific;Rapier_Fleche_Backstab;;;0;;;0;0;;;;0;;0;;
Rapier_Aerial_Lunge_Mod3;@Rapier_05_Mod3;@Rapier_05_Mod3_description;Melee Damage;lyshineui/images/icons/abilities/Rapier_Ability5Mod2_Wake.png;;;;;;Rapier;Rapier_Aerial_Lunge_Mod2;1;4;4;false;false;;;;;;true;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;1H_Rapier_Wake;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;Ability_Rapier_Aerial_Lunge_Intro;AbilitySpecific;;-0.800000011920929;;0;;
Ability_Rapier_Evasion;@Rapier_06;@Rapier_06_description;Buff;lyshineui/images/icons/abilities/Rapier_Ability6_Evade.png;;Play_UI_WeaponSkills_Rapier_Ability_5;;;;Rapier;;1;0;2;true;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;Ability_Rapier_Evasion;;;0;;0;;
Rapier_Evasion_Mod1;@Rapier_06_Mod1;@Rapier_06_Mod1_description;Buff;lyshineui/images/icons/abilities/Rapier_Ability6Mod1_Breath.png;;;;;;Rapier;Ability_Rapier_Evasion;1;1;2;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;Ability_Rapier_Evasion;OnPerform;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rapier_Evasion_Mod1;;;;;;;;0;;;0;0;;;;0;;0;;
Rapier_Evasion_Mod2;@Rapier_06_Mod2;@Rapier_06_Mod2_description;Buff;lyshineui/images/icons/abilities/Rapier_Ability6Mod2_MinorTempo.png;;;;;;Rapier;Rapier_Evasion_Mod1;1;2;2;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;Ability_Rapier_Evasion;OnPerform;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rapier_Evasion_Mod2;;;;;;;;0;;;0;0;;;;0;;0;;
Rapier_Evasion_Mod3;@Rapier_06_Mod3;@Rapier_06_Mod3_description;Buff;lyshineui/images/icons/abilities/Rapier_Ability6Mod3_MajorTempo.png;;;;;;Rapier;Rapier_Evasion_Mod2;1;3;2;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;Light;;Rapier_Evade_Forward_Damage;;;;;;;;0;;0;;0;;0;;;;;;;0;;0.15000000596046448;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AbilitySpecific;Rapier_Evade_Forward_Damage;;;0;;;0;0;;;;0;;0;;
Rapier_Evasion_Mod4;@Rapier_06_Mod4;@Rapier_06_Mod4_description;Buff;lyshineui/images/icons/abilities/Rapier_Ability6Mod4_BurstTempo.png;;;;;;Rapier;Rapier_Evasion_Mod3;1;4;2;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;Light;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;Ability_Rapier_Evasion;AbilitySpecific;;-0.30000001192092896;;0;;
Rapier_BonusDMGMaxHP;@Rapier_BonusDMGMaxHP;@Rapier_BonusDMGMaxHP_description;Passive;lyshineui/images/icons/abilities/Rapier_EvasionPass1_Perfectionist.png;;;;;;Rapier;;1;1;3;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;99;GreaterThan;0;;0;;0;;;;;;;0;;0.10000000149011612;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;;;0;;0;;
Rapier_BonusStamRegenOnKill;@Rapier_BonusStamRegenOnHit;@Rapier_BonusStamRegenOnHit_description;Passive;lyshineui/images/icons/abilities/Rapier_EvasionPass2_ControlledBreathing.png;;;;;;Rapier;;1;0;3;false;false;;;;;;false;false;true;true;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;true;;;;;;Light,Heavy,Ability;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rapier_BonusStamOnHit;;;;;;;;0;;;0;0;;;;0;;0;;
Rapier_BonusSpeedOnKill;@Rapier_BonusSpeedOnKill;@Rapier_BonusSpeedOnKill_description;Passive;lyshineui/images/icons/abilities/Rapier_EvasionPass4_ArtOfBattle.png;;;;;;Rapier;;1;3;3;false;false;;;;;;false;false;true;true;false;false;false;false;false;false;false;false;true;0;0;0;false;false;0;0;;;true;;;;;;Light,Heavy,Ability;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rapier_BonusSpeedOnKill;;;;;;;;0;;;0;0;;;;0;;0;;
Rapier_BonusDmgLowStamina;@Rapier_BonusDmgLowStamina;@Rapier_BonusDmgLowStamina_description;Passive;lyshineui/images/icons/abilities/Rapier_EvasionPass5_DodgeIn.png;;;;;;Rapier;;1;0;1;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;;;;;;;;;;;0;;40;LessThan;0;;0;;;;;;;0;;0.10000000149011612;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;;;0;;0;;
Rapier_BonusDMGAfterAbility;@Rapier_BonusDMGAfterAbility;@Rapier_BonusDMGAfterAbility_description;Passive;lyshineui/images/icons/abilities/Rapier_EvasionPass3_Momentum.png;;Play_UI_WeaponSkills_Rapier_Ultimate_2;;;;Rapier;;1;5;2;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;false;;;;;;Light,Heavy;;Rapier_BonusDMGAfterAbility;;;;;;;;0;;0;;0;;0;;;;;;;0;;0.30000001192092896;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AbilitySpecific;Rapier_BonusDMGAfterAbility;;;0;;;0;0;;;;0;;0;;
Rapier_BonusCDOnCrit;@Rapier_BonusCDOnCrit;@Rapier_BonusCDOnCrit_description;Passive;lyshineui/images/icons/abilities/Rapier_BloodMasterPass2_HeavyBleeds.png;;;;;;Rapier;;1;2;1;false;false;;;;;;false;false;false;false;true;false;false;false;false;false;false;false;false;0;0;0;false;false;0;0;;;true;;;;;;Light,Heavy,Ability;;;;;;;;;;0;;0;;0;;0;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;;ActiveWeapon;;-0.05000000074505806;;0;;
