AbilityID;DisplayName;Description;UICategory;Icon;StatusEffectIcon;Sound;TelegraphStatusEffect;TelegraphCountOffset;OnEquipStatusEffect;WeaponTag;RequiredAbilityId;TreeId;TreeRowPosition;TreeColumnPosition;IsActiveAbility;IsGlobalAbility;IsStackableAbility;IsNonCombatAbility;ScalingStrength;ScalingDexterity;ScalingIntelligence;ScalingSpirit;ScalingConstitution;OnKill;OnExecuted;OnHit;OnHitBehind;OnBlockedHit;OnCrit;OnCritTaken;OnHeadShot;OnLegShot;OnHitTaken;OnDeath;OnDeathsDoor;OnBlockBreak;OnTargetBlockBreak;OnTargetSet;OnContributedKill;OnHealed;OnGatheringComplete;GatheringTradeskill;NumConsecutiveHits;MaxConsecutiveHits;TrackHitCount;ResetConsecutiveOnSuccess;DamageIsRanged;DamageIsMelee;ForceShowNameTag;TargetHasGritActive;DamageTableRow;RemoteDamageTableRow;RangedAttackName;AttackType;DamageTypes;DamageCategory;StatusEffect;StatusEffectCategories;DontHaveStatusEffect;TargetStatusEffect;TargetStatusEffectCategory;TargetStatusEffectStackSize;TargetStatusEffectComparison;TargetCollisionFilters;TargetMarker;MyHealthPercent;MyComparisonType;MyStaminaPercent;MyStaminaComparisonType;TargetHealthPercent;TargetComparisonType;DistFromDefender;DistComparisonType;NumAroundMe;NumAroundComparisonType;AbilityList;AbilityTrigger;InAction;InActionTime;AfterAction;BaseDamage;BaseDamageReduction;BlockDamage;BlockDamageReduction;CritDamage;CritChance;HeadshotDamage;StaggerDamage;StaggerDamageReduction;HitRateDmg;HitRateDmgReduction;HealthDamageMitigation;ThreatDamage;ArmorPenetration;PhysicalArmor;PhysicalArmorMaxHealthMod;ElementalArmor;Knockback;WeaponAccuracy;Health;DmgPctToHealth;HealScalingValueMultiplier;MaxHealth;ConsumableHealMod;Mana;ManaRate;MaxMana;DamageTableRowOverride;RangedAttackNameOverride;EnableCrit;PerStatusEffectOnTarget;ForceTakeStaminaDamage;StaminaCostList;StaminaCostFlatMod;CastSpell;SelfApplyStatusEffect;OtherApplyStatusEffect;SetPotencyAsCount;MultiplyRemovedByPotency;OnlyChangeOwnedStatusEffects;RemoveStatusEffects;StatusEffectsList;StatusEffectCategoriesList;RemoveTargetStatusEffectsList;ConsumeTargetStatusEffectMult;StatusEffectDurationReduction;TargetStatusEffectDurationList;TargetStatusEffectDurationCats;TargetStatusEffectDurationMod;TargetStatusEffectDurationMult;Duration;CooldownId;CDRImmediatelyOptions;ResetCooldownTimers;CooldownTimer;NumFreeCooldownsPerUse;MaxHitCountMultiplier;SetMannequinTag;SetMannequinTagStatus;RepairDustYieldMod;ToolDurabilityLossMod;FastTravelInnCooldownMod;FastTravelAzothCostMod;GiveAzothPercentChance;Azoth;RefundAmmoPercentChance
Int_Bonus_300_1;@Int_Bonus_300_active;@Int_Bonus_300_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;100;Equal;;;;;;;;;;0.10000000149011612;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Int_Bonus_300_2;Int_Bonus_300_2;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;-0.10000000149011612;0;0;0
Con_Bonus_50_1;@Con_Bonus_50_active;@Con_Bonus_50_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0.20000000298023224;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_50_2;Con_Bonus_50_2;;;;;;;;ATB_Con_Bonus_50_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_100_1;@Con_Bonus_100_active;@Con_Bonus_100_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0.10000000149011612;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_100_2;Con_Bonus_100_2;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;-0.10000000149011612;0;0;0;0;0
Con_Bonus_150_1;@Con_Bonus_150_active;@Con_Bonus_150_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;1,0,0.1,0.1;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_150_2;Con_Bonus_150_2;;;;;;;;ATB_Con_Bonus_150_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_200_1;@Con_Bonus_200_active;@Con_Bonus_200_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0.20000000298023224;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_200_2;Con_Bonus_200_2;;;;;;;;ATB_Con_Bonus_200_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_250_1;@Con_Bonus_250_active;@Con_Bonus_250_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;ATB_Con_Bonus_250_1_SpamPrevention;;;;;;;99;GreaterThan;;;0;;;;;;;;;;;0;0.800000011920929;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;ATB_Con_Bonus_250_1_SpamPrevention;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_250_2;Con_Bonus_250_2;;;;;;;;ATB_Con_Bonus_250_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_300_1;@Con_Bonus_300_active;@Con_Bonus_300_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;CC;;0.20000000298023224;0;;;;;;;;;0;0;0;0;0;0;0
Con_Bonus_300_2;Con_Bonus_300_2;;;;;;;;ATB_Con_Bonus_300_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_50_1;@Dex_Bonus_50_active;@Dex_Bonus_50_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0.05000000074505806;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_50_2;Dex_Bonus_50_2;;;;;;;;ATB_Dex_Bonus_50_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_100_1;@Dex_Bonus_100_active;@Dex_Bonus_100_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;Thrust;;;;;;;;;;;0;;;;0;;;;;;;;;;;0.05000000074505806;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_100_2;Dex_Bonus_100_2;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;Skinning;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;ATB_Dex_Bonus_100_2_Effect;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_150_1;@Dex_Bonus_150_active;@Dex_Bonus_150_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;Dodge,Dodge_Prone,Dodge_Roll,Dodge_Roll_Fast,Dodge_Roll_Slow,Sprint_Jump;-10;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_150_2;Dex_Bonus_150_2;;;;;;;;ATB_Dex_Bonus_150_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_200_1;@Dex_Bonus_200_active;@Dex_Bonus_200_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0.10000000149011612;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_200_2;Dex_Bonus_200_2;;;;;;;;ATB_Dex_Bonus_200_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_250_1;@Dex_Bonus_250_active;@Dex_Bonus_250_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;CC;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0.10000000149011612;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_250_2;Dex_Bonus_250_2;;;;;;;;ATB_Dex_Bonus_250_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_300_1;@Dex_Bonus_300_active;@Dex_Bonus_300_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;ATB_Dex_Bonus_CritOnDodge_SpamPrevention;;;;;;;0;;;;0;;;;;;;;;;Dodge;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;ATB_Dex_Bonus_300_2_Effect;;;;;;;;;;;;;;0;2;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_300_1_Crit;Dex_Bonus_300_1_Crit;;;;;;;;;;;;;;;;;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;1;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Dex_Bonus_300_2;Dex_Bonus_300_2;;;;;;;;;;;;;;;;;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0.15000000596046448
Foc_Bonus_50_1;@Foc_Bonus_50_active;@Foc_Bonus_50_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0.10000000149011612;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Foc_Bonus_50_2;Foc_Bonus_50_2;;;;;;;;ATB_Foc_Bonus_50_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Foc_Bonus_100_1;@Foc_Bonus_100_active;@Foc_Bonus_100_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0.20000000298023224;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Foc_Bonus_100_2;Foc_Bonus_100_2;;;;;;;;;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0.10000000149011612;0;0;0;0;0;0
Foc_Bonus_150_1;@Foc_Bonus_150_active;@Foc_Bonus_150_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0.20000000298023224;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Foc_Bonus_150_2;Foc_Bonus_150_2;;;;;;;;ATB_Foc_Bonus_150_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Foc_Bonus_200_1;@Foc_Bonus_200_active;@Foc_Bonus_200_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;Buff;;0.20000000298023224;0;;;;;;;;;0;0;0;0;0;0;0
Foc_Bonus_200_2;Foc_Bonus_200_2;;;;;;;;ATB_Foc_Bonus_200_2_Effect;;;;;;;;;true;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
Foc_Bonus_250_1;@Foc_Bonus_250_active;@Foc_Bonus_250_inactive;;bowAbility5_mod2;;;;;;;;;;;;;;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;;;;;;;false;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;0;0;0;;0;0;;0;;;;;;;0;0;;;;;;0;;0;0.30000001192092896;0;0;;;;;;;0;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0
