AbilityID;DisplayName;Description;UICategory;Icon;StatusEffectIcon;Sound;TelegraphStatusEffect;TelegraphCountOffset;OnEquipStatusEffect;WeaponTag;RequiredAbilityId;TreeId;TreeRowPosition;TreeColumnPosition;IsActiveAbility;IsGlobalAbility;IsStackableAbility;CanBeUnapplied;ScalingStrength;ScalingDexterity;ScalingIntelligence;ScalingSpirit;ScalingConstitution;OnEventPassiveConditionsPass;OnKill;OnExecuted;OnHit;OnBlockedHit;OnHitBehind;OnCrit;OnCritTaken;OnHeadShot;OnLegShot;OnHitTaken;OnBlockedHitTaken;OnBlockBreak;OnTargetBlockBreak;OnDeath;OnDeathsDoor;OnAttachedSpellTargetDied;OnHealed;OnSelfDamage;OnProjPassedThrough;OnContributedKill;OnUsedConsumable;OnGatheringComplete;GatheringTradeskill;RequireReaction;NumSuccessfulHits;NumConsecutiveHits;MaxConsecutiveHits;ResetConsecutiveOnSuccess;DisableConsecutivePotency;TrackHitCount;MaxTrackedHitCounts;NumberOfTrackedHits;NumberOfHitsComparisonType;DamageIsRanged;DamageIsMelee;ForceShowNameTag;TargetHasGritActive;DamageTableRow;RemoteDamageTableRow;RangedAttackName;AttackType;DamageTypes;CheckOwnedStatusEffects;StatusEffect;StatusEffectStackSize;StatusEffectComparisonType;StatusEffectCategories;DontHaveStatusEffect;CheckStatusEffectsOnTargetOwned;TargetStatusEffect;TargetStatusEffectCategory;TargetStatusEffectStackSize;TargetStatusEffectComparison;TargetCollisionFilters;TargetMarker;MyHealthPercent;MyComparisonType;MyStaminaPercent;MyStaminaComparisonType;MyManaPercent;MyManaComparisonType;TargetHealthPercent;TargetComparisonType;DistFromDefender;DistComparisonType;NumAroundMe;NumAroundComparisonType;AbilityOnCooldownOptions;AbilitiesOnCooldown;AbilityCooldownComparisonType;AttachedTargetSpellIds;AbilityList;AbilityTrigger;InAction;InActionTime;AfterAction;BaseDamage;SetHealthOnFatalDamageTaken;BaseDamageReduction;CritDamageReduction;BlockDamage;BlockDamageReduction;CritDamage;CritChance;HeadshotDamage;StaggerDamage;StaggerDamageReduction;HitRateDmg;HitRateDmgReduction;HealthDamageMitigation;ThreatDamage;ArmorPenetration;PhysicalArmor;PhysicalArmorMaxHealthMod;ElementalArmor;LinearlyScaleToDistance;RefundAmmoPercentChance;RefundConsumablePercentChance;GiveAzothPercentChance;Azoth;Knockback;WeaponAccuracy;Health;DmgPctToHealth;HealScalingValueMultiplier;MaxHealth;Mana;ManaRate;MaxMana;ManaCostList;ManaCostMult;DamageTableRowOverride;StatusEffectDamageTableRowOverride;ForceStatusEffectDamageTableRow;RangedAttackNameOverride;DamageTableStatusEffectOverride;EnableCrit;EnableTaunt;PerStatusEffectOnTarget;PerStatusEffectOnTargetMax;DisableApplyPerStatusEffectStack;ForceTakeStaminaDamage;StaminaCostList;StaminaCostFlatMod;CastSpell;SelfApplyStatusEffect;OtherApplyStatusEffect;SelfApplyStatusEffectDurations;OtherApplyStatusEffectDurations;DoNotUnequipSelfAppliedSE;NumStatusEffectsToTransfer;StatusEffectCategoryToTransfer;SetPotencyAsCount;MultiplyRemovedByPotency;OnlyChangeOwnedStatusEffects;NumStatusEffectsToRemove;RemoveStatusEffects;StatusEffectsList;StatusEffectCategoriesList;RemoveTargetStatusEffectsList;RemoveTargetStatusEffectCats;ConsumeTargetStatusEffectMult;StatusEffectDurationReduction;StatusEffectDurationCats;StatusEffectDurationMod;StatusEffectDurationMult;TargetStatusEffectDurationList;TargetStatusEffectDurationCats;TargetStatusEffectDurationMod;TargetStatusEffectDurationMult;Duration;CooldownId;CDRImmediatelyOptions;ResetCooldownTimers;CooldownTimer;NumFreeCooldownsPerUse;MaxHitCountMultiplier;SetMannequinTag;SetMannequinTagStatus;RepairDustYieldMod;ToolDurabilityLossMod;FastTravelInnCooldownMod;FastTravelAzothCostMod
SpinAttackPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;SpinAttackDamagePerk2;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SpinAttackPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;SpinAttackDamagePerk3;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SpinAttackDamagePerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;3;GreaterThanOrEqual;;;;;;;;0;;0.15000000596046448;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SpinAttackDamagePerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;3;GreaterThanOrEqual;;;;;;;;0;;0.1899999976158142;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
SpinAttackDamagePerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;3;GreaterThanOrEqual;;;;;;;;0;;0.23000000417232513;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
LastStandHealPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;LastStand;OnPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;LastStandHealPerk1;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
LastStandHealPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;LastStand;OnPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;LastStandHealPerk2;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
LastStandHealPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;LastStand;OnPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;LastStandHealPerk3;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
JumpBackShotSpeedPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;JumpBackShot;AfterPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;JumpBackShotSpeedPerk1;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
JumpBackShotSpeedPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;JumpBackShot;AfterPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;JumpBackShotSpeedPerk2;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
JumpBackShotSpeedPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;JumpBackShot;AfterPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;JumpBackShotSpeedPerk3;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
PowerThrowBlockBreakPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;;false;false;false;false;;false;1;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;Hatchet_PowerThrow;0.15000000596046448;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;20;;;;0;;;;;;;;
PowerThrowBlockBreakPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;;false;false;false;false;;false;1;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;Hatchet_PowerThrow;0.2199999988079071;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;20;;;;0;;;;;;;;
PowerThrowBlockBreakPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;;false;false;false;false;;false;1;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;Hatchet_PowerThrow;0.30000001192092896;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;20;;;;0;;;;;;;;
PurgeHealPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;Purge,Plus15PrcntHPPerPurged;AfterPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;PurgeHealPerk1;;;;false;0;;true;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
PurgeHealPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;Purge,Plus15PrcntHPPerPurged;AfterPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;PurgeHealPerk2;;;;false;0;;true;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
PurgeHealPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;Purge,Plus15PrcntHPPerPurged;AfterPerform;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;PurgeHealPerk3;;;;false;0;;true;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
BlockBreakerDebuffPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;Warhammer_Damage_ArmorBreaker;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;BlockBreakerDebuffPerk1;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
BlockBreakerDebuffPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;Warhammer_Damage_ArmorBreaker;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;BlockBreakerDebuffPerk2;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
BlockBreakerDebuffPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;Warhammer_Damage_ArmorBreaker;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;BlockBreakerDebuffPerk3;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
ShockwaveHitPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;Warhammer_Damage_Shockwave,Warhammer_Damage_Shockwave_L2;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;ShockwaveHitPerk1;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
ShockwaveHitPerk2;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;Warhammer_Damage_Shockwave,Warhammer_Damage_Shockwave_L2;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;ShockwaveHitPerk2;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
ShockwaveHitPerk3;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;Warhammer_Damage_Shockwave,Warhammer_Damage_Shockwave_L2;;;;;;;;;;;;;;0;;;;0;;0;;;;0;;;;0;;;;;;;;;0;;0;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;ShockwaveHitPerk3;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
RuinousPerk1;;;;;;;;;;;;;;;false;false;false;false;;;;;;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;;false;false;false;false;;false;0;0;0;;false;false;0;0;;;;;;;;;;;;;;;;;;;;0;;Structure;;0;;0;;;;0;;;;0;;;;;;;;;0;;0.10000000149011612;;;0;0;0;0;0;0;;;;;;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;;0;;;;;false;;;;false;;;;;;;;;;;;false;0;;false;;;0;;;;;;;0;;;0;;;;0;0;;;;0;;;;;;;;
