AbilityID;DisplayName;Description;UICategory;Icon;StatusEffectIcon;Sound;TelegraphStatusEffect;TelegraphCountOffset;OnEquipStatusEffect;WeaponTag;RequiredAbilityId;TreeId;TreeRowPosition;TreeColumnPosition;IsActiveAbility;IsGlobalAbility;ScalingStrength;ScalingDexterity;ScalingIntelligence;ScalingSpirit;ScalingConstitution;OnKill;OnExecuted;OnHit;OnBlockedHit;OnCrit;OnHeadShot;OnLegShot;OnHitTaken;OnBlockBreak;OnTargetBlockBreak;OnDeath;OnDeathsDoor;RequireReaction;NumSuccessfulHits;NumConsecutiveHits;MaxConsecutiveHits;TrackHitCount;MaxTrackedHitCounts;ResetConsecutiveOnSuccess;DamageIsRanged;DamageIsMelee;ForceShowNameTag;TargetHasGritActive;DamageTableRow;RemoteDamageTableRow;RangedAttackName;AttackType;DamageTypes;StatusEffect;StatusEffectCategories;TargetStatusEffect;TargetStatusEffectCategory;TargetStatusEffectStackSize;TargetStatusEffectComparison;TargetCollisionFilters;TargetMarker;MyHealthPercent;MyComparisonType;MyStaminaPercent;MyStaminaComparisonType;TargetHealthPercent;TargetComparisonType;DistFromDefender;DistComparisonType;NumAroundMe;NumAroundComparisonType;AbilityList;AbilityTrigger;InAction;InActionTime;AfterAction;BaseDamage;BaseDamageReduction;BlockDamage;BlockDamageReduction;CritDamage;CritChance;HeadshotDamage;StaggerDamage;StaggerDamageReduction;HitRateDmg;HitRateDmgReduction;HealthDamageMitigation;ThreatDamage;ArmorPenetration;PhysicalArmor;ElementalArmor;Knockback;WeaponAccuracy;Health;DmgPctToHealth;MaxHealth;Mana;MaxMana;DamageTableRowOverride;RangedAttackNameOverride;EnableCrit;PerStatusEffectOnTarget;ForceTakeStaminaDamage;CastSpell;SelfApplyStatusEffect;OtherApplyStatusEffect;SetPotencyAsCount;MultiplyRemovedByPotency;RemoveStatusEffects;StatusEffectsList;StatusEffectCategoriesList;RemoveTargetStatusEffectsList;ConsumeTargetStatusEffectMult;StatusEffectDurationReduction;TargetStatusEffectDurationList;TargetStatusEffectDurationCats;TargetStatusEffectDurationMod;TargetStatusEffectDurationMult;Duration;CooldownId;CDRImmediatelyOptions;ResetCooldownTimers;CooldownTimer;NumFreeCooldownsPerUse;MaxHitCountMultiplier;SetMannequinTag;SetMannequinTagStatus;RefundAmmoPercentChance
Passive_Bow_Skirmish_HasteWhenFoesNear;@Passive_Bow_Skirmish_HasteWhenFoesNear;@Passive_Bow_Skirmish_HasteWhenFoesNear_description;Passive;GreatAxe_ReaperPass5_Pursuit;;;;;;Bow;;0;0;4;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;2;GreaterThan;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;Status_Passive_Bow_Skirmish_HasteWhenFoesNear;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Skirmish_CDRVsLow;@Passive_Bow_Skirmish_CDRVsLow;@Passive_Bow_Skirmish_CDRVsLow_description;Passive;Rapier_Ability4Mod2_Priority;;;;;;Bow;;0;1;3;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;true;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;50;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;-1;;ActiveWeapon;;-0.05000000074505806;;;;;0
Passive_Bow_Skirmish_SlowFull;@Passive_Bow_Skirmish_SlowFull;@Passive_Bow_Skirmish_SlowFull_description;Passive;bowAbility6_mod2;;;;;;Bow;;0;1;1;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;100;Equal;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;Status_Passive_Bow_Skirmish_SlowFull;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Skirmish_StaminaVsDebuff;@Passive_Bow_Skirmish_StaminaVsDebuff;@Passive_Bow_Skirmish_StaminaVsDebuff_description;Passive;BowPassive8;;;;;;Bow;;0;2;3;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;true;0;0;0;false;0;false;false;;;;;;;;;;;;Debuff;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;Status_Passive_Bow_Skirmish_StaminaVsDebuff;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Skirmish_DodgeHaste;@Passive_Bow_Skirmish_DodgeHaste;@Passive_Bow_Skirmish_DodgeHaste_description;Passive;bowPassive12;;;;;;Bow;;0;2;1;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;Dodge;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;Status_Passive_Bow_Skirmish_DodgeHaste;;;;;;;;;;;;;0;2;;;;0;;;;;0
Passive_Bow_Skirmish_HasteOnSwap;@Passive_Bow_Skirmish_HasteOnSwap;@Passive_Bow_Skirmish_HasteOnSwap_description;Passive;firestaffAbility4_mod3;;;;;;Bow;;0;3;3;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;0;;;;;0
Passive_Bow_Skirmish_DmgVsDebuff;@Passive_Bow_Skirmish_DmgVsDebuff;@Passive_Bow_Skirmish_DmgVsDebuff_description;Passive;firestaffAbility4_mod1;;;;;;Bow;;0;4;1;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;Debuff;;;;;;;;;0;;0;;0;;;;;0;;0.10000000149011612;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Skirmish_DebuffDur;@Passive_Bow_Skirmish_DebuffDur;@Passive_Bow_Skirmish_DebuffDur_description;Passive;bowAbility5_mod2;;;;;;Bow;;0;4;3;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;true;0;0;0;false;0;false;false;;;;;;;;;;;;Debuff;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;Debilitate,DoT;;0.20000000298023224;0;;;;0;;;;;0
Ultimate_Bow_Skirmish;@Ultimate_Bow_Skirmish;@Ultimate_Bow_Skirmish_description;Passive;bowPassive7;;Play_UI_WeaponSkills_Bow_Ultimate_1;;;;Bow;;0;5;2;false;false;;;;;;false;false;false;false;false;false;true;false;false;false;false;false;true;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;Status_Ultimate_Bow_Skirmish;;;;;;;;;;;;0;0;;;;0;;;;;0
Ability_Bow_RapidShot;@Ability_Bow_RapidShot;@Ability_Bow_RapidShot_description;Ranged Damage;bowAbility1;;Play_UI_WeaponSkills_Bow_Ability_4;;;;Bow;;1;2;0;true;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;Ability_Bow_RapidShot;;;0;;;;;0
Upgrade_Bow_RapidAccuracy_CDROnLast;@Upgrade_Bow_RapidAccuracy_CDROnLast;@Upgrade_Bow_RapidAccuracy_CDROnLast_description;Ranged Damage;bowAbility1_Mod1;;;;;;Bow;Ability_Bow_RapidShot;1;3;0;false;false;;;;;;false;false;true;true;false;false;false;false;false;false;false;false;true;0;3;3;false;0;true;false;;;;Bow_RapidAttack_Standard,Bow_RapidAttack_KnockBack;;;;;;;;;;;;;;;;;0;;0;;0;;;;Bow_RapidShot;0.10000000149011612;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;Ability_Bow_RapidShot;AbilitySpecific;;-0.5;;;;;0
Upgrade_Bow_RapidAccuracy_DmgOnLast;@Upgrade_Bow_RapidAccuracy_DmgOnLast;@Upgrade_Bow_RapidAccuracy_DmgOnLast_description;Ranged Damage;bowAbility1_Mod2;;;;;;Bow;Ability_Bow_RapidShot;1;4;0;false;false;;;;;;false;false;true;true;false;false;false;false;false;false;false;false;true;0;0;0;false;0;false;false;;;;Bow_RapidAttack_KnockBack;;;;;;;;;;;;;;;;;0;;0;;0;;;;Bow_RapidShot;0.10000000149011612;;0.25;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Ability_Bow_PenetratingShot;@Ability_Bow_PenetratingShot;@Ability_Bow_PenetratingShot_description;Ranged Damage;bowAbility3;;Play_UI_WeaponSkills_Bow_Ability_5;;;;Bow;;1;0;2;true;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;Ability_Bow_PenetratingShot;;;0;;;;;0
Upgrade_Bow_PenetratingShot_DmgPerHit;@Upgrade_Bow_PenetratingShot_DmgPerHit;@Upgrade_Bow_PenetratingShot_DmgPerHit_description;Ranged Damage;bowAbility3_mod1;;;;;;Bow;Ability_Bow_PenetratingShot;1;1;2;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;Bow_Penetrating_Attack;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;Bow_Penetrating_AttackA1;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Upgrade_Bow_PenetratingShot_DmgPerDist;@Upgrade_Bow_PenetratingShot_DmgPerDist;@Upgrade_Bow_PenetratingShot_DmgPerDist_description;Ranged Damage;bowAbility3_mod2;;;;;;Bow;Ability_Bow_PenetratingShot;1;2;2;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;Bow_Penetrating_Attack,Bow_Penetrating_AttackA1,Bow_Penetrating_AttackA2;;;;;;;;;;;;;;;;;0;;20;GreaterThanOrEqual;0;;;;;0;;0.20000000298023224;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Ability_Bow_SplinterShot;@Ability_Bow_SplinterShot;@Ability_Bow_SplinterShot_description;Ranged Damage;bowAbility4;;Play_UI_WeaponSkills_Bow_Ability_6;;;;Bow;;1;1;4;true;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;Ability_Bow_SplinterShot;;;0;;;;;0
Upgrade_Bow_SplinterShot_FiveA;@Upgrade_Bow_SplinterShot_FiveA;@Upgrade_Bow_SplinterShot_FiveA_description;Ranged Damage;bowAbility4_mod2;;;;;;Bow;Ability_Bow_SplinterShot;1;2;4;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Upgrade_Bow_SplinterShot_CDRPerHIt;@Upgrade_Bow_SplinterShot_CDRPerHIt;@Upgrade_Bow_SplinterShot_CDRPerHIt_description;Ranged Damage;hatchetAbility5_mod4;;;;;;Bow;Ability_Bow_SplinterShot;1;4;4;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;Bow_Spread_Shot;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;Ability_Bow_SplinterShot;AbilitySpecific;;-0.10000000149011612;;;;;0
Passive_Bow_Hunter_DmgVsDist;@Passive_Bow_Hunter_DmgVsDist;@Passive_Bow_Hunter_DmgVsDist_description;Passive;bowPassive4;;;;;;Bow;;1;0;1;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;10;GreaterThanOrEqual;0;;;;;0;;0.20000000298023224;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Hunter_HeavyDmg;@Passive_Bow_Hunter_HeavyDmg;@Passive_Bow_Hunter_HeavyDmg_description;Passive;bowAbility4_mod1;;;;;;Bow;;1;0;3;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;BowAttack2;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0.30000001192092896;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Hunter_ArmorAimHeavy;@Passive_Bow_Hunter_ArmorAimHeavy;@Passive_Bow_Hunter_ArmorAimHeavy_description;Passive;swordPassive14;;;;;;Bow;;1;1;3;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;BowAttack2;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Hunter_DmgVsLow;@Passive_Bow_Hunter_DmgVsLow;@Passive_Bow_Hunter_DmgVsLow_description;Passive;lifestaffPassive12;;;;;;Bow;;1;1;1;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;50;;0;;0;;;;;0;;0.20000000298023224;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Hunter_HeavyDmgVsFull;@Passive_Bow_Hunter_HeavyDmgVsFull;@Passive_Bow_Hunter_HeavyDmgVsFull_description;Passive;swordPassive5;;;;;;Bow;;1;2;3;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;BowAttack2;;;;;;;;;;;;;;;;;100;Equal;0;;0;;;;;0;;0.20000000298023224;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Hunter_DmgOnFirst;@Passive_Bow_Hunter_DmgOnFirst;@Passive_Bow_Hunter_DmgOnFirst_description;Passive;bowPassive2;;;;;;Bow;;1;3;1;false;false;;;;;;false;false;true;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;Status_Passive_Bow_Hunter_DmgOnFirst_Tracker;;;NotEqual;;;;;;;0;;0;;0;;;;;0;;0.20000000298023224;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;Status_Passive_Bow_Hunter_DmgOnFirst_Tracker;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Hunter_Accuracy;@Passive_Bow_Hunter_Accuracy;@Passive_Bow_Hunter_Accuracy_description;Passive;musketAbility5;;;;;;Bow;;1;3;3;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;Basic;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0;;;;;Basic_Plus;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Hunter_HealOnFive;@Passive_Bow_Hunter_HealOnFive;@Passive_Bow_Hunter_HealOnFive_description;Passive;swordPassive13;;;;;;Bow;;1;4;1;false;false;;;;;;false;false;false;false;false;true;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0;;;;;;;;;;;;;;0.10000000149011612;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Passive_Bow_Hunter_Crit;@Passive_Bow_Hunter_Crit;@Passive_Bow_Hunter_Crit_description;Passive;musketPassive4;;;;;;Bow;;1;4;3;false;false;;;;;;false;false;false;false;false;false;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0;;;;;0.10000000149011612;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0
Ultimate_Bow_Hunter;@Ultimate_Bow_Hunter;@Ultimate_Bow_Hunter_description;Passive;musketPassive5;;Play_UI_WeaponSkills_Bow_Ultimate_2;;;;Bow;;1;5;2;false;false;;;;;;false;false;false;false;false;true;false;false;false;false;false;false;false;0;0;0;false;0;false;false;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;;0;;0.20000000298023224;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;0;;;;;0.5
