TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
0901_0104_d_03_01_TaskGoToPOITag_shipwreck_40006;TaskGoToPOITag;;;0;;;0;0;false;;shipwreck_40006;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0901_0104_xmarksthespot_GoTo_POI_search;;;;;;;;;;;;;
0901_0104_d_03_02_TaskGatherAndReturnItems_ShipsLocker_shipwreck_40006;TaskGatherAndReturnItems;;1;1;MI_ArcaneBottles;MSQ_ShipsLocker;100;0;true;;shipwreck_40006;;1;false;false;;;;;IO_MSQ_ShipsLocker;;;;;0;;;;;;;;;;;;;;;;0;;@0901_0104_xmarksthespot_search_IO_at_POI;;9989.58 198.37 45.37;;;;;;;;;;;
0901_0104_d_04_TaskGoToPOITag_shipwreck_40004;TaskGoToPOITag;;;0;;;0;0;false;;shipwreck_40004;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0901_0104_xmarksthespot_GoTo_POI_search;;;;;;;;;;;;;
0901_0104_d_05_container_xmarksthespot_flags;SimpleTaskContainer;;;0;;;0;0;false;;shipwreck_40004;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0901_0104_xmarksthespot_POIRef_shipwreck_40004;;;;;;;;;0901_0104_d_05_01_TaskGatherAndReturnItems_shipflagStern_shipwreck_40004;0901_0104_d_05_02_TaskGatherAndReturnItems_shipflagBow_shipwreck_40004;;;
0901_0104_d_05_01_TaskGatherAndReturnItems_shipflagStern_shipwreck_40004;TaskGatherAndReturnItems;;1;1;0901_0104_ShipsFlagA;MSQ_0001_ShipFlagStern;100;0;true;;shipwreck_40004;;1;false;false;;;;;IO_MSQ_0001_ShipFlagStern;;;;;0;;;;;;;;;;;;;;;;0;;@0901_0104_xmarksthespot_collect_sternflag;;9935.793 413.678 51.641;;;;;;;;;;;
0901_0104_d_05_02_TaskGatherAndReturnItems_shipflagBow_shipwreck_40004;TaskGatherAndReturnItems;;1;1;0901_0104_ShipsFlagB;MSQ_0002_ShipFlagBow;100;0;true;;shipwreck_40004;;1;false;false;;;;;IO_MSQ_0002_ShipFlagBow;;;;;0;;;;;;;;;;;;;;;;0;;@0901_0104_xmarksthespot_collect_bowflag;;9924.812 373.003 50.231;;;;;;;;;;;
0901_0107_d_00_container_preciouscargo;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0901_0107_d_01_TaskGoToPOITag_drowned_cavern;0901_0107_d_02_TaskTriggerArea_drowned_cavern;0901_0107_d_03_kill_Damned_Cultist_Named_03_drowned_cavern;;
0901_0107_d_01_TaskGoToPOITag_drowned_cavern;TaskGoToPOITag;;1;0;;;0;0;false;;drowned_cave_40022;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0901_0107_d_01_task;;;;;;;;;;;;;
0901_0107_d_02_TaskTriggerArea_drowned_cavern;TaskTriggerArea;;1;1;;;0;0;false;;;;;false;false;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;0;TriggerVol_09_BeachCave;@0901_0107_d_02_task;;9755.29 476.29 59.19;;;;;;;;;;;
0901_0107_d_03_kill_Damned_Cultist_Named_03_drowned_cavern;TaskKillContribution;;1;1;;;0;0;true;;drowned_cave_40022;;;false;false;;;;;;;;Damned_Cultist_Named_03;;0;;;;;;;;;;;;;;;;0;;@0901_0107_d_03_task;;9755.29 476.29 59.19;;;;;;;;;;;
0901_0108_d_00_container_introtosettlement;SimpleTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0901_0108_d_01_GrantAchievement_FirstLight;0901_0108_d_02_transport_npc_note;0901_0108_d_03_have_npc_note;0901_0108_d_04_task_openmap;
0901_0108_d_01_GrantAchievement_FirstLight;TaskUnlockAchievement;;1;1;BeachStart_FirstLight;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
0901_0108_d_02_transport_npc_note;TaskGiveAndTakeItem;;1;1;MI_SummonsNote;;0;100;true;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@09_task_transport_generic;;;1;;;;;;;;;;
0901_0108_d_03_have_npc_note;TaskHaveAndReturnItems;;1;1;MI_SummonsNote;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@09_task_transport_generic;;;1;;;;;;;;;;
0901_0108_d_04_task_openmap;TaskOpenUiScreen;;;1;;;0;0;false;;;;;false;false;;;;;;Map;;;;0;;;;;;;;;;;;;;;;0;;@task_getoffbeach_openmap;;;;;;;;;;;;;
0925_0101_d_00_container_truffles;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0925_0101_d_01_GiveItem_GatheringSickleT1;0925_0101_d_01A_EquipItem_Sickle;0925_0101_d_02_container_truffles_tasks;0925_0101_d_03_SliceSwap_0425_HerbalistPath_Off;0925_0101_d_04_SliceSwap_0425_HerbalistFLTown_On
0925_0101_d_01_GiveItem_GatheringSickleT1;TaskGiveItem;;1;1;1hSickleT1;;0;0;false;;;;;true;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
0925_0101_d_01A_EquipItem_Sickle;TaskEquipItem;;1;1;1hSickleT1;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0425_0101_truffles_equip_sickle;;;;;;;;;;;;;
0925_0101_d_02_container_truffles_tasks;SimpleTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;0925_0101_d_02_01_GatherAndReturn_5_DeliciousTruffles;0925_0101_d_02_02_container_truffles_tasks;;;
0925_0101_d_02_01_GatherAndReturn_5_DeliciousTruffles;TaskGatherAndReturnItems;;1;5;0925_0101_Truffle;0925_Truffle;100;0;false;;;;1;false;false;;;;;IO_0925_Truffle;;;;;0;;;;;;;;;;;;;;;;0;;@0425_0101_truffles_gather_truffle;;9476.864 468.780 60.205;;;;;;;;;;;
0925_0101_d_02_02_container_truffles_tasks;PartialTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;0925_0101_d_02_02_01_Have_5_DeliciousTruffles;0925_0101_d_02_02_02_container_truffles_gather;;;
0925_0101_d_02_02_01_Have_5_DeliciousTruffles;TaskHaveItems;;;5;0925_0101_Truffle;;0;0;false;;;;1;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
0925_0101_d_02_02_02_container_truffles_gather;PartialTaskContainer;;;1;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0425_0101_truffles_optional_gather_hyssop;;;;;;;;;0925_0101_d_02_02_02_01_GatherAndReturn_Herbs;0925_0101_d_02_02_02_02_GatherAndReturn_Berries;;;
0925_0101_d_02_02_02_01_GatherAndReturn_Herbs;TaskRequireGatherItems;;1;1;HerbT1;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
0925_0101_d_02_02_02_02_GatherAndReturn_Berries;TaskRequireGatherItems;;1;1;BerryT1;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
0925_0101_d_03_SliceSwap_0425_HerbalistPath_Off;TaskUnlockAchievement;;1;1;SwapActive_0425_HerbalistPath_Off;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
0925_0101_d_04_SliceSwap_0425_HerbalistFLTown_On;TaskUnlockAchievement;;1;1;SwapActive_0425_HerbalistFLTown_On;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
0904_01a01_d_00_container_warnmagistrate;SimpleTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0904_01a01_d_01_transport_npc_note;0904_01a01_d_02_have_npc_note;;;
0904_01a01_d_01_transport_npc_note;TaskGiveAndTakeItem;;1;1;MI_SummonsNote;;0;100;true;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@09_task_transport_generic;;;1;;;;;;;;;;
0904_01a01_d_02_have_npc_note;TaskHaveAndReturnItems;;1;1;MI_SummonsNote;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@09_task_transport_generic;;;1;;;;;;;;;;
0902_0101_d_00_container_hearthandhome;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0902_0101_d_01_interact_inn;;;;
0902_0101_d_01_interact_inn;TaskOpenUiScreen;;;1;;;0;0;false;;;;;false;false;;;;;;InnInteractMenu;;;;0;;;;;;;;;;;;;;;;0;;@0902_0101_hearthandhome_interact_inn;;;;;;;;;;;;;
0902_0102_d_00_container_intrototrader;SimpleTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0902_0102_d_01_open_tradingpost;0902_0102_d_02_openUI_global_storage;;;
0902_0102_d_01_open_tradingpost;TaskOpenUiScreen;;;1;;;0;0;false;;;;;false;false;;;;;;Contracts;;;;0;;;;;;;;;;;;;;;;0;;@0902_0102_intrototrader_open_tradingpost;;;;;;;;;;;;;
0902_0102_d_02_openUI_global_storage;TaskInteract;;;1;;;0;0;false;;;;;false;false;;;;;SettlementStorage;;;;;0;;;;;;;;;;;;;;;;0;;@0902_0102_intrototrader_openUI_global_storage;;;;;;;;;;;;;
0905_0102_d_00_container_campingunlock;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0905_0102_d_01_transport_npc_note;0905_0102_d_02_have_npc_note;;;
0905_0102_d_01_transport_npc_note;TaskGiveAndTakeItem;;1;1;MI_SummonsNote;;0;100;true;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@09_task_transport_generic;;;1;;;;;;;;;;
0905_0102_d_02_have_npc_note;TaskHaveAndReturnItems;;1;1;MI_SummonsNote;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@09_task_transport_generic;;;1;;;;;;;;;;
0903_0201_d_00_container_survivalistquest;SimpleTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0903_0201_d_01_survivalistquest_makeCamp;0903_0201_d_02_container_survivalistquest_wolfDens;;;
0903_0201_d_01_survivalistquest_makeCamp;TaskGameEvent;;;1;;;0;0;false;;;;;false;false;;;;;;;;MakeCamp;;0;;;;;;;;;;;;;;;;0;;@0903_0201_survivalistquest_makecamp;;;;;;;;;;;;;
0903_0201_d_02_container_survivalistquest_wolfDens;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;0903_0201_d_02_01_TaskGoToPOITag_alphawolf_den_40010;0903_0201_d_02_02_survivalistquest_kill_5_Wolf_alphawolf_den_40010;0903_0201_d_02_03_TaskGoToPOITag_alphawolf_den_40023;0903_0201_d_02_04_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf;
0903_0201_d_02_01_TaskGoToPOITag_alphawolf_den_40010;TaskGoToPOITag;;1;0;;;0;0;false;;wolf_den_40010;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@09_task_travelto_POITag_generic;;;;;;;;;;;;;
0903_0201_d_02_02_survivalistquest_kill_5_Wolf_alphawolf_den_40010;TaskKillContribution;;1;5;;;0;0;false;;wolf_den_40010;;;false;false;;;;;;;;Wolf_Timber_09FL02;;0;;;;;;;;;;;;;;;;0;;@09_task_cull_enemies_generic;;;;;;;;;;;;;
0903_0201_d_02_03_TaskGoToPOITag_alphawolf_den_40023;TaskGoToPOITag;;1;0;;;0;0;false;;wolf_den_40023;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@09_task_travelto_POITag_generic;;;;;;;;;;;;;
0903_0201_d_02_04_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf;TaskHaveAndReturnItems;;1;3;0903_0201_CoarseWolfHairs;Wolf_Grey_09FL01;100;0;true;;wolf_den_40023;;1;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0903_0201_survivalistquest_skin_target;;;;;;;;;;;;;
0903_0201_d_00_container_survivalistquest_V2;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0903_0201_V2_d_01_survivalistquest_makeCamp;0903_0201_V2_d_01_01_container_survivalistquest_wolfDens;;;
0903_0201_V2_d_01_survivalistquest_makeCamp;TaskGameEvent;;;1;;;0;0;false;;;;;false;false;;;;;;;;MakeCamp;;0;;;;;;;;;;;;;;;;0;;@0903_0201_survivalistquest_makecamp;;;;;;;;;;;;;
0903_0201_V2_d_01_01_container_survivalistquest_wolfDens;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;0903_0201_V2_d_02_00_container_survivalistquest_wolfDen_01;0903_0201_V2_d_02_00_container_survivalistquest_wolfDen_02;;;
0903_0201_V2_d_02_00_container_survivalistquest_wolfDen_01;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;0903_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_wolf_den_40226;0903_0201_V2_d_02_02_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf;;;
0903_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_wolf_den_40226;TaskGoToPOITag;;1;0;;;0;0;false;;wolf_den_40023;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0903_0201_V2_TaskGoToPOITag_WolfDen01;;;;;;;;;;;;;
0903_0201_V2_d_02_02_TaskHaveAndReturnItems_4_MI_CoarseWolfHairs_Wolf;TaskHaveAndReturnItems;;1;5;MI_WolfMusk;Wolf_Grey_09FL01;100;0;true;;wolf_den_40023;;1;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0903_0201_V2_TaskHaveAndReturnItems;;;;;;;;;;;;;
0903_0201_V2_d_02_00_container_survivalistquest_wolfDen_02;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;0903_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_40230;0903_0201_V2_d_03_00_container_survivalistquest_killAlpha;;;
0903_0201_V2_d_02_01_TaskGoToPOITag_alphawolf_den_40230;TaskGoToPOITag;;1;0;;;0;0;false;;wolf_den_40010;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0903_0201_V2_TaskGoToPOITag_WolfDen02;;;;;;;;;;;;;
0903_0201_V2_d_03_00_container_survivalistquest_killAlpha;SimpleTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;IO_0903_0201_AlphaLure;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;0903_0201_V2_d_03_01_container_survivalistquest_wolfDen_02_PartialContainer;0903_0201_V2_d_03_03_TaskHaveAndReturnItems_FineAlphaFur;;;
0903_0201_V2_d_03_01_container_survivalistquest_wolfDen_02_PartialContainer;PartialTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;0903_0201_V2_d_03_02a_TaskInteract_LureAlpha_Optional;0903_0201_V2_d_02_02b_TaskInteract_KillContribution_Alpha_Hidden;;;
0903_0201_V2_d_03_02a_TaskInteract_LureAlpha_Optional;TaskInteract;;;1;;;0;0;false;;;;;false;false;;;;;IO_0903_0201_AlphaLure;;;IO_0903_0201_AlphaLure_interact;;0;;;;;;;;;;;;;;;;0;;@0903_0201_V2_TaskInteract_LureAlpha_Optional;;8495.422 890.757 105.636;;;;;;;;;;;
0903_0201_V2_d_02_02b_TaskInteract_KillContribution_Alpha_Hidden;TaskKillContribution;;1;1;;;0;0;false;;;;;false;false;;;;;;;;Wolf_Alpha_Named_0903_0201_WaveEventBoss;;0;;;;;;;;;;;;;;;;0;;@0903_0201_V2_TaskInteract_KillContribution_Alpha_Hidden;;;1;;;;;;;;;;
0903_0201_V2_d_03_03_TaskHaveAndReturnItems_FineAlphaFur;TaskHaveAndReturnItems;;1;1;MI_FineFur;Wolf_Alpha_Named_0903_0201_WaveEventBoss;100;0;false;;;;1;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@0903_0201_V2_TaskHaveAndReturnItems_FineAlphaFur;;8495.422 890.757 105.636;;;;;;;;;;;
0902_0103_d_00_container_introtooverseer;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0902_0103_d_01_transport_npc_note;0902_0103_d_02_have_npc_note;;;
0902_0103_d_01_transport_npc_note;TaskGiveAndTakeItem;;;1;MI_SummonsNote;;0;100;true;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@09_task_transport_generic;;;1;;;;;;;;;;
0902_0103_d_02_have_npc_note;TaskHaveAndReturnItems;;1;1;MI_SummonsNote;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@09_task_transport_generic;;;1;;;;;;;;;;
0904_0104_d_00_container_overseersettlement;ConsecutiveTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;0904_0104_d_01_container_overseersettlement_gather;0904_0104_d_02_container_overseersettlement_refine;;;
0904_0104_d_01_container_overseersettlement_gather;SimpleTaskContainer;;;0;;;0;0;false;;;;;false;false;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;0904_0104_d_01_01_TaskHaveItems_40_StoneT1;0904_0104_d_01_02_TaskHaveItems_16_RawhideT1;0904_0104_d_01_03_TaskHaveItems_40_WoodT1;;
