TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
1302_1304_d_01a_Container;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1302_1304_d_02_Task_Kill;1302_1304_d_03_Task_GatherChest;;;
1302_1304_d_02_Task_Kill;TaskKillContribution;;1;15;;;0;0;true;;ancient_bridge_50212;;false;;;;;;;;;;Ancient;;0;;;;;;;;;;;;;;;;0;;@1302_1304_d_02_Task_Kill;;;0;;;;;;;;;;
1302_1304_d_03_Task_GatherChest;TaskHaveAndReturnItems;;1;4;1302_1304_AncientHerbs;;0;100;true;;ancient_bridge_50212;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1302_1304_d_03_Task_GatherChest;;;0;;;;;;;;;;
1302_1305_d_00_container_HealingFeeling;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1302_1305_d_01_Task_Goto;1302_1305_d_02_Task_KillToken;;;
1302_1305_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;ancient_bridge_50215;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1302_1305_d_01_Task_Goto;;;0;;;;;;;;;;
1302_1305_d_02_Task_KillToken;TaskHaveAndReturnItems;;1;1;1302_1305_AncientHealersKit;AncientGuardian_Mage_13WF02;60;0;true;;ancient_bridge_50215;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1302_1305_d_02_Task_KillToken;;;0;;;;;;;;;;
1310_1306_d_00_container_Tarrying;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1310_1306_d_01_Task_Goto;1310_1306_d_03_Task_KillToken;;;
1310_1306_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;abandoned_farm_village_50223;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1310_1306_d_01_Task_Goto;;;0;;;;;;;;;;
1310_1306_d_03_Task_KillToken;TaskHaveAndReturnItems;;1;5;1310_1306_DebtorsPurse;Lost;60;0;true;;abandoned_farm_village_50223;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1310_1306_d_02_Task_KillToken;;;0;;;;;;;;;;
1303_1307_d_00_container_HazelsCave;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1303_1307_d_01_Task_Goto;1303_1307_d_02_Task_Kill;;;
1303_1307_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;gracewatercave_50233;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1303_1307_d_01_Task_Goto;;;0;;;;;;;;;;
1303_1307_d_02_Task_Kill;TaskKillContribution;;1;1;;;0;0;true;;gracewatercave_50233;;false;;;;;;;;;;Ghost_Plagued_Named_02;;0;;;;;;;;;;;;;;;;0;;@1303_1307_d_02_Task_Kill;;;0;;;;;;;;;;
1305_1308_d_00_container_Weavers;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1305_1308_d_01_Task_Goto;1305_1308_d_02_container_Weavers_collect;;;
1305_1308_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;abandoned_fishing_village_50206;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1305_1308_d_01_Task_Goto;;;0;;;;;;;;;;
1305_1308_d_02_container_Weavers_collect;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1305_1308_d_02_01_container_Weavers_collectTongs;1305_1308_d_02_02_container_Weavers_collectBellows;1305_1308_d_02_03_container_Weavers_collectHammer;;
1305_1308_d_02_01_container_Weavers_collectTongs;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1305_1308_d_02_01_01_TaskGameEvent_1301_ForgingTongs;1305_1308_d_02_01_02_TaskGatherAndReturn_MetalworkingSupplies;;;
1305_1308_d_02_01_01_TaskGameEvent_1301_ForgingTongs;TaskGameEvent;;0;1;;;0;0;true;;abandoned_fishing_village_50206;;false;;;;;;;IO_1301_ForgingTongs;;;1301_ForgingTongs_interact;;0;;;;;;;;;;;;;;;;0;;@1305_1308_d_02_Task_CollectTongs;;;0;;;;;;;;;;
1305_1308_d_02_01_02_TaskGatherAndReturn_MetalworkingSupplies;TaskGatherAndReturnItems;;1;3;1310_1306_MetalworkingSupplies;1301_ForgingTongs;100;0;true;;abandoned_fishing_village_50206;;true;;;;;;;IO_1301_ForgingTongs;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
1305_1308_d_02_02_container_Weavers_collectBellows;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1305_1308_d_02_02_01_TaskGameEvent_1302_ForgingBellows;1305_1308_d_02_02_02_TaskGatherAndReturn_MetalworkingSupplies;;;
1305_1308_d_02_02_01_TaskGameEvent_1302_ForgingBellows;TaskGameEvent;;0;1;;;0;0;true;;abandoned_fishing_village_50206;;false;;;;;;;IO_1302_ForgingBellows;;;1302_ForgingBellows_interact;;0;;;;;;;;;;;;;;;;0;;@1305_1308_d_02_Task_CollectBellows;;;0;;;;;;;;;;
1305_1308_d_02_02_02_TaskGatherAndReturn_MetalworkingSupplies;TaskGatherAndReturnItems;;1;3;1310_1306_MetalworkingSupplies;1302_ForgingBellows;100;0;true;;abandoned_fishing_village_50206;;true;;;;;;;IO_1302_ForgingBellows;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
1305_1308_d_02_03_container_Weavers_collectHammer;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1305_1308_d_02_03_01_TaskGameEvent_1303_ForgingHammer;1305_1308_d_02_03_02_TaskGatherAndReturn_MetalworkingSupplies;;;
1305_1308_d_02_03_01_TaskGameEvent_1303_ForgingHammer;TaskGameEvent;;0;1;;;0;0;true;;abandoned_fishing_village_50206;;false;;;;;;;IO_1303_ForgingHammer;;;1303_ForgingHammer_interact;;0;;;;;;;;;;;;;;;;0;;@1305_1308_d_02_Task_CollectHammer;;;0;;;;;;;;;;
1305_1308_d_02_03_02_TaskGatherAndReturn_MetalworkingSupplies;TaskGatherAndReturnItems;;1;3;1310_1306_MetalworkingSupplies;1303_ForgingHammer;100;0;true;;abandoned_fishing_village_50206;;true;;;;;;;IO_1303_ForgingHammer;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;;;;;
1305_1309_d_00_container_Possible;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1305_1309_d_01_container_Possible_tracking;1305_1309_d_03_Task_Kill;;;
1305_1309_d_01_container_Possible_tracking;PartialTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1305_1309_d_02_01_Task_TriggerVolume;1305_1309_d_01a_container_Possible_tracking1;;;
1305_1309_d_01a_container_Possible_tracking1;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1305_1309_d_01a_01_TaskInteract_1304_EctoplasmA;1305_1309_d_01a_02_TaskInteract_1304_EctoplasmB;1305_1309_d_01a_03_TaskInteract_1304_EctoplasmC;1305_1309_d_01b_container_Possible_tracking2;
1305_1309_d_01a_01_TaskInteract_1304_EctoplasmA;TaskInteract;;0;1;;;0;0;false;;;;false;;;;;;;IO_1304_EctoplasmA;;;;;0;;;;;;;;;;;;;;;;0;;@1305_1309_d_03_Task_Track_First;;11522.22 5390.47 40.33;0;;;;;;;;;;
1305_1309_d_01a_02_TaskInteract_1304_EctoplasmB;TaskInteract;;0;1;;;0;0;false;;;;false;;;;;;;IO_1304_EctoplasmB;;;;;0;;;;;;;;;;;;;;;;0;;@1305_1309_d_03_Task_Track;;11552.06 5381.07 40.18;0;;;;;;;;;;
1305_1309_d_01a_03_TaskInteract_1304_EctoplasmC;TaskInteract;;0;1;;;0;0;false;;;;false;;;;;;;IO_1304_EctoplasmC;;;;;0;;;;;;;;;;;;;;;;0;;@1305_1309_d_03_Task_Track;;11597.14 5375.40 40.52;0;;;;;;;;;;
1305_1309_d_01b_container_Possible_tracking2;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1305_1309_d_01b_01_TaskInteract_1304_EctoplasmD;1305_1309_d_01b_02_TaskInteract_1304_EctoplasmB;1305_1309_d_01b_03_TaskInteract_1304_EctoplasmA;1305_1309_d_01b_04_TaskInteract_1304_EctoplasmD;
1305_1309_d_01b_01_TaskInteract_1304_EctoplasmD;TaskInteract;;0;1;;;0;0;false;;;;false;;;;;;;IO_1304_EctoplasmD;;;;;0;;;;;;;;;;;;;;;;0;;@1305_1309_d_03_Task_Track;;11627.38 5344.24 40.14;0;;;;;;;;;;
1305_1309_d_01b_02_TaskInteract_1304_EctoplasmB;TaskInteract;;0;1;;;0;0;false;;;;false;;;;;;;IO_1304_EctoplasmB;;;;;0;;;;;;;;;;;;;;;;0;;@1305_1309_d_03_Task_Track;;11667.18 5315.27 40.50;0;;;;;;;;;;
1305_1309_d_01b_03_TaskInteract_1304_EctoplasmA;TaskInteract;;0;1;;;0;0;false;;;;false;;;;;;;IO_1304_EctoplasmA;;;;;0;;;;;;;;;;;;;;;;0;;@1305_1309_d_03_Task_Track;;11701.48 5259.34 40.57;0;;;;;;;;;;
1305_1309_d_01b_04_TaskInteract_1304_EctoplasmD;TaskInteract;;0;1;;;0;0;false;;;;false;;;;;;;IO_1304_EctoplasmD;;;;;0;;;;;;;;;;;;;;;;0;;@1305_1309_d_03_Task_Track;;11694.51 5209.55 40.58;0;;;;;;;;;;
1305_1309_d_02_01_Task_TriggerVolume;TaskTriggerArea;;1;1;;;0;0;false;;;;false;;;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;0;Volume_1309_Possible;@1305_1309_d_01_Task_Goto;;;1;;;;;;;;;;
1305_1309_d_03_Task_Kill;TaskKillContribution;;1;1;;;0;0;true;;shipwreck_50210;;false;;;;;;;;;;Wraith;;0;;;;;;;;;;;;;;;;0;;@1305_1309_d_02_Task_Kill;;;0;;;;;;;;;;
1303_1310_d_00_container_Honoring;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1303_1310_d_01_container_Honoring_Aria;1303_1310_d_02_container_Honoring_altar;;;
1303_1310_d_01_container_Honoring_Aria;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1303_1310_d_01_01_Task_Goto;1303_1310_d_01_02_Task_Kill;1303_1310_d_01_03_Task_GatherChest;;
1303_1310_d_01_01_Task_Goto;TaskGoToPOITag;;0;0;;;0;0;true;;abandoned_farm_village_50204;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1303_1310_d_01_Task_Goto;;;0;;;;;;;;;;
1303_1310_d_01_02_Task_Kill;TaskKillContribution;;1;10;;;0;0;true;;abandoned_farm_village_50204;;false;;;;;;;;;;Haunted;;0;;;;;;;;;;;;;;;;0;;@1303_1310_d_02_Task_Kill;;;0;;;;;;;;;;
1303_1310_d_01_03_Task_GatherChest;TaskHaveItems;;0;3;1303_1310_SweetIncense;;0;100;true;;abandoned_farm_village_50204;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1303_1310_d_03_Task_GatherChest;;;0;;;;;;;;;;
1303_1310_d_02_container_Honoring_altar;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;IO_1305_CursedAltar;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1303_1310_d_02_01_Task_Goto;1303_1310_d_02_02_TaskGameEvent_AltarInteract;;;
1303_1310_d_02_01_Task_Goto;TaskGoToPOITag;;0;0;;;0;0;true;;abandoned_farm_village_50203;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1303_1310_d_01_Task_Goto;;;0;;;;;;;;;;
1303_1310_d_02_02_TaskGameEvent_AltarInteract;TaskGameEvent;;0;1;;;0;0;true;;abandoned_farm_village_50203;;false;;;;;;;IO_1305_CursedAltar;;;1305_CursedAltar_interact;;0;;;;;;;;;;;;;;;;0;;@1303_1310_d_04_Task_InteractAltar;;11555.786 4818.018 46.982;0;;;;;;;;;;
1322_1316_d_00_container_ReprieveforRestless;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1322_1316_d_01_transport_npc_note;1322_1316_d_02_have_npc_note;;;
1322_1316_d_01_transport_npc_note;TaskGiveAndTakeItem;;1;1;MI_SummonsNote;;0;100;true;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@09_task_transport_generic;;;1;;;;;;;;;;
1322_1316_d_02_have_npc_note;TaskHaveAndReturnItems;;1;1;MI_SummonsNote;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;@09_task_transport_generic;;;1;;;;;;;;;;
1330_0201_d_00_container_startingthefire;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1330_0201_d_01_Task_Goto;1330_0201_d_02_Task_KillToken;;;
1330_0201_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;abandoned_fishing_village_50208;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1330_0201_d_01_Task_Goto;;;0;;;;;;;;;;
1330_0201_d_02_Task_KillToken;TaskHaveAndReturnItems;;1;6;1330_0201_startingthefireitem;Undead_Hunter_13WF08;100;0;true;;abandoned_fishing_village_50208;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1330_0201_d_02_Task_KillToken;;;0;;;;;;;;;;
1330_0202_d_00_container_burningfromtheinside;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1330_0202_d_01_Task_Goto;1330_0202_d_02_Task_GatherChest;;;
1330_0202_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;weaversfen_temple_50338;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1330_0202_d_01_Task_Goto;;;0;;;;;;;;;;
1330_0202_d_02_Task_GatherChest;TaskHaveAndReturnItems;;1;6;1330_0202_burningfromtheinsideitem;Ancient;100;0;true;;weaversfen_temple_50338;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1330_0202_d_02_Task_GatherChest;;;0;;;;;;;;;;
1330_0203_d_00_container_hellfirebrimstoneoven;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1330_0203_d_01_Task_Goto;1330_0203_d_02_Task_KillToken;;;
1330_0203_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;crater_corruptedruinedfort_50335;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1330_0203_d_01_Task_Goto;;;0;;;;;;;;;;
1330_0203_d_02_Task_KillToken;TaskHaveAndReturnItems;;1;1;1330_0203_Contraption;Damned_1H_Swordsman_M_Named_06;100;0;true;;crater_corruptedruinedfort_50335;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1330_0203_d_02_Task_KillToken;;;0;;;;;;;;;;
1331_0201_d_00_container_fentonsfiend;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1331_0201_d_01_Task_Goto;1331_0201_d_02_Task_KillToken;;;
1331_0201_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;haunted_town_50216;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1331_0201_d_01_Task_Goto;;;0;;;;;;;;;;
1331_0201_d_02_Task_KillToken;TaskHaveAndReturnItems;;1;1;1331_0201_RavagerDrop;Withered_Brute_13WF03;100;0;true;;haunted_town_50216;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1331_0201_d_02_Task_Kill;;11578.161 5955.808 114.773;0;;;;;;;;;;
1331_0202_d_00_container_keepingthefaith;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1331_0202_d_01_Task_Goto;1331_0202_d_02_container_FindAndKillJoan;1331_0202_d_03_container_FindAndKillMarkus;;
1331_0202_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;haunted_town_50201;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1331_0202_d_01_Task_Goto;;;0;;;;;;;;;;
1331_0202_d_02_container_FindAndKillJoan;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1331_0202_d_02a_Task_TriggerArea;1331_0202_d_02b_Task_KillToken;;;
1331_0202_d_02a_Task_TriggerArea;TaskTriggerArea;;1;1;;;0;0;false;;;;false;;;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;0;Sphere_Large_1331_Joan;@1331_0202_d_02a_Task_TriggerArea;;10924.366 5549.296 84.92;0;;;;;;;;;;
1331_0202_d_02b_Task_KillToken;TaskHaveAndReturnItems;;1;1;1331_0202_JoanEmblem;Undead_Hunter_Named_01;100;0;true;;haunted_town_50201;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1331_0202_d_02b_Task_Kill;;10924.366 5549.296 84.92;0;;;;;;;;;;
1331_0202_d_03_container_FindAndKillMarkus;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;1;;;;;;1331_0202_d_03a_Task_TriggerArea;1331_0202_d_03b_Task_KillToken;;;
1331_0202_d_03a_Task_TriggerArea;TaskTriggerArea;;1;1;;;0;0;false;;;;false;;;;;;;;;Enter;;;0;;;;;;;;;;;;;;;;0;Sphere_Large_1331_Markus;@1331_0202_d_03a_Task_TriggerArea;;10786.399 5656.622 94.7641;0;;;;;;;;;;
1331_0202_d_03b_Task_KillToken;TaskHaveAndReturnItems;;1;1;1331_0202_MarkusEmblem;Ghost_Plagued_Named_04;100;0;true;;haunted_town_50201;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1331_0202_d_03b_Task_Kill;;10786.399 5656.622 94.7641;0;;;;;;;;;;
1331_0204_d_00_container_extremeexorcism;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1331_0204_d_01_Task_Goto;1330_0204_d_02_Task_KillToken;;;
1331_0204_d_01_Task_Goto;TaskGoToPOITag;;1;0;;;0;0;true;;abandoned_fishing_village_50208;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1331_0204_d_01_Task_Goto;;;0;;;;;;;;;;
1330_0204_d_02_Task_KillToken;TaskHaveAndReturnItems;;1;1;1331_0203_RuizEmblem;Ghost_Shackled_Named_04;100;0;true;;abandoned_fishing_village_50208;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1331_0204_d_02_Task_Kill;;10985.136 5340.951 74.489;0;;;;;;;;;;
1332_0201_d_00_container_gatorsgonewild;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1332_0201_d_01_Task_KillToken;;;;
1332_0201_d_01_Task_KillToken;TaskHaveAndReturnItems;;1;3;1332_0201_AlligatorTooth;Alligator;100;0;true;13;;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1332_0201_d_01_Task_KillToken;;11557.293 4447.525 40.344;0;;;;;;;;;;
1332_0202_d_00_container_thosedamnedboar;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1332_0202_d_01_Task_KillToken;;;;
1332_0202_d_01_Task_KillToken;TaskHaveAndReturnItems;;1;5;1332_0202_BoarTusk;Boar;100;0;true;13;;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1332_0202_d_01_Task_KillToken;;11744.483 5405.03 39.899;0;;;;;;;;;;
1332_0203_d_00_container_packfromhell;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1332_0203_d_01_Task_KillToken;;;;
1332_0203_d_01_Task_KillToken;TaskHaveAndReturnItems;;1;5;1332_0203_WolfFang;Wolf;100;0;true;13;;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1332_0203_d_01_Task_KillToken;;11623.946 6151.694 142.434;0;;;;;;;;;;
1332_0204_d_00_container_packleader;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;0;;;;;;1332_0204_d_01_Task_GoTo;1332_0204_d_02_Task_KillToken;;;
1332_0204_d_01_Task_GoTo;TaskGoToPOITag;;1;0;;;0;0;true;;wolf_den_50303;;false;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1332_0204_d_01_Task_GoTo;;;0;;;;;;;;;;
1332_0204_d_02_Task_KillToken;TaskHaveAndReturnItems;;1;1;1332_0204_AlphaFang;Wolf_Alpha_13WF05;100;0;true;13;;;true;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;@1332_0204_d_02_Task_KillToken;;11105.056 6557.066 200.174;0;;;;;;;;;;
